chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr5	179551097	179551496	Human_hypo_OD	Human-specific	400	8	-72.3645923564167	0.7988	0.1773	0.8903	0.8962	0.7799	0.6345	4.95103286715033e-23	3.7793478084988e-06	1.2984809284322e-10
chr14	27244748	27246370	Human_hypo_OD	Human-specific	1623	10	-71.452463166827	0.7937	0.4195	0.7942	0.7412	0.7545	0.7285	9.12915290407142e-33	0.866002663553334	4.36088413773187e-48
chr6	55543369	55544427	Human_hypo_OD	Human-specific	1059	8	-71.3408536367757	0.8957	0.3432	0.6694	0.6084	0.9265	0.9315	7.66036546474707e-34	0.0352072980366204	2.68036913449754e-84
chr7	39170546	39171147	Human_hypo_OD	Human-specific	602	17	-71.0365418647192	0.6687	0.3021	0.9073	0.8964	0.7958	0.824	4.8354312965972e-17	0.034046765587865	3.28476928632698e-25
chr8	6491718	6492333	Human_hypo_OD	Human-specific	616	10	-70.5064053171218	0.9479	0.5828	0.9426	0.9479	0.9678	0.9655	1.96834352646222e-40	0.966949445593757	8.8727609590565e-48
chr14	91317056	91317583	Human_hypo_OD	Human-specific	528	9	-70.4370399461195	0.8995	0.3699	0.9573	0.9177	0.9548	0.9235	1.0133004020507e-33	0.321127358943449	1.98397436360986e-44
chr5	124345882	124346837	Human_hypo_OD	Human-specific	956	10	-70.3843481502546	0.9099	0.4911	0.9155	0.8383	0.919	0.781	1.76928191572661e-38	2.28884343190192e-07	1.31747498336913e-24
chr21	44359295	44359947	Human_hypo_OD	Human-specific	653	12	-70.0893382617576	0.7461	0.3602	0.869	0.86	0.9638	0.9596	2.33443363501534e-22	0.990225394229102	1.57027678889133e-21
chr11	125828740	125829774	Human_hypo_OD	Human-specific	1035	12	-69.761319145452	0.9323	0.5196	0.9492	0.8211	0.8469	0.6706	2.45174550843695e-24	0.922852798479289	5.1844606627897e-20
chr21	33857162	33857440	Human_hypo_OD	Human-specific	279	6	-69.7375908475247	0.8935	0.1758	0.9515	0.8707	0.8779	0.9102	4.3769672785146e-26	3.16023834639059e-05	1.35565319299923e-35
chr6	16244915	16245609	Human_hypo_OD	Human-specific	695	9	-69.7143804336211	0.8568	0.2505	0.9405	0.819	0.7804	0.6733	4.8750360935582e-26	0.0372365968700723	8.47419091737289e-65
chr18	39848481	39849037	Human_hypo_OD	Human-specific	557	8	-69.4798296333568	0.91	0.2678	0.94	0.8471	0.9561	0.9613	2.75334082093539e-53	1.58649938366327e-08	7.31732184044325e-66
chr1	166915142	166916576	Human_hypo_OD	Human-specific	1435	9	-68.9355794501968	0.4571	0.2095	0.5263	0.5507	0.4906	0.441	2.87842143151962e-30	0.000227073436042652	1.23288991279064e-15
chr16	67590494	67590839	Human_hypo_OD	Human-specific	346	7	-68.7870060751347	0.9338	0.302	0.9559	0.94	0.9616	0.9326	3.27665696502861e-34	0.707315532133457	5.60478713586153e-45
chr14	39417825	39418370	Human_hypo_OD	Human-specific	546	6	-68.0897031664567	0.9006	0.2514	0.9352	0.9469	0.9613	0.9255	1.15262536405632e-57	0.0266044125909029	8.29266476687066e-36
chr10	35845524	35845921	Human_hypo_OD	Human-specific	398	8	-67.795458552737	0.9083	0.2851	0.9365	0.8964	0.9714	0.9675	9.19856265423012e-40	0.00422864746225949	7.10306227545411e-61
chr7	92369474	92370507	Human_hypo_OD	Human-specific	1034	7	-67.2703015647686	0.9016	0.3963	0.9382	0.9022	0.9365	0.8125	6.31437007293925e-31	0.00314460216398533	5.63763513731066e-39
chr1	230305238	230306100	Human_hypo_OD	Human-specific	863	6	-67.1307565897824	0.85	0.2235	0.8211	0.8095	0.6252	0.7413	3.47385553476317e-46	1.11597213807375e-10	5.80551722331867e-80
chr3	190529904	190530596	Human_hypo_OD	Human-specific	693	7	-67.0821874070179	0.835	0.1742	0.9186	0.8073	0.8817	0.7548	1.86263858691965e-68	0.787359078510388	5.18287546404432e-66
chr21	36407763	36408055	Human_hypo_OD	Human-specific	293	8	-66.7666975548962	0.8943	0.3716	0.7639	0.7296	0.9703	0.8789	9.06368703949464e-37	0.000125281978354709	1.43438946134729e-28
chr3	126657099	126657356	Human_hypo_OD	Human-specific	258	9	-66.3386293938496	0.5376	0.1921	0.8009	0.8679	0.8133	0.9325	9.6037231489807e-26	0.0403999984157581	8.65827016845972e-38
chr9	124577948	124578163	Human_hypo_OD	Human-specific	216	6	-66.212331298665	0.9062	0.2753	0.9116	0.905	0.9096	0.8883	1.95212677999989e-86	0.993247946107742	1.72097377980421e-20
chr7	17336645	17337976	Human_hypo_OD	Human-specific	1332	8	-65.3348357336065	0.8014	0.3223	0.7817	0.7677	0.4814	0.6603	1.54131246934834e-42	4.88779714243962e-18	1.36962954163858e-99
chr21	32780963	32782393	Human_hypo_OD	Human-specific	1431	9	-65.3000509035289	0.8737	0.6268	0.8761	0.8637	0.9042	0.8651	2.86707345912529e-19	0.986808169912915	2.23535802667191e-41
chr1	159940463	159941123	Human_hypo_OD	Human-specific	661	10	-65.2020268366512	0.9149	0.4472	0.9431	0.8328	0.9752	0.827	1.97422378492541e-49	0.000360416393406448	9.59709140096282e-28
chr15	91900504	91900943	Human_hypo_OD	Human-specific	440	7	-65.0826916356089	0.834	0.3723	0.871	0.7981	0.9298	0.8452	1.91921833940746e-58	0.154068658612015	2.45661136420132e-41
chr1	19731864	19732380	Human_hypo_OD	Human-specific	517	10	-65.0640662002033	0.67	0.1406	0.498	0.3841	0.5008	0.3676	2.41353689269698e-23	0.667441524364765	1.20572639057406e-27
chr16	17169936	17170446	Human_hypo_OD	Human-specific	511	7	-63.9838846813928	0.8916	0.3613	0.9238	0.8982	0.7976	0.7289	1.55435346919942e-21	0.165144794589929	2.32813087347087e-22
chr20	24453939	24454544	Human_hypo_OD	Human-specific	606	6	-63.7623378911315	0.7786	0.2168	0.707	0.796	0.7231	0.9337	8.30885918653694e-43	0.00120854168770051	2.82332176186411e-72
chr19	5079216	5079694	Human_hypo_OD	Human-specific	479	12	-63.6207287608723	0.7259	0.1798	0.918	0.7515	0.877	0.7421	6.67389571957824e-12	0.213953484183276	1.47766016058122e-26
chr5	171616510	171616800	Human_hypo_OD	Human-specific	291	10	-63.61959592213	0.8645	0.3765	0.9554	0.9033	0.9416	0.888	2.27215634921725e-25	0.955584948271896	1.50935552596007e-23
chr16	58157448	58159417	Human_hypo_OD	Human-specific	1970	13	-63.6140134627493	0.8039	0.3962	0.7625	0.603	0.8126	0.7117	1.55048357369931e-21	0.685815803113215	6.54243144240187e-36
chr16	74609238	74609836	Human_hypo_OD	Human-specific	599	10	-63.4802435039157	0.8051	0.32	0.9315	0.8271	0.9642	0.9669	4.54067988096047e-26	4.89062366163295e-15	8.33319084467796e-78
chr17	31407779	31407994	Human_hypo_OD	Human-specific	216	6	-63.4337528311479	0.8805	0.3716	0.8186	0.948	0.9485	0.9269	4.49994301647822e-48	3.40816907503617e-08	1.2772219048668e-24
chr11	21820721	21821622	Human_hypo_OD	Human-specific	902	11	-63.3315437074902	0.8474	0.2452	0.8984	0.6071	0.8918	0.9593	3.97643527017915e-25	3.40577304753437e-38	2.20140388347511e-113
chr2	228065953	228066438	Human_hypo_OD	Human-specific	486	7	-63.2702894031543	0.8927	0.2165	0.9239	0.7677	0.92	0.5922	3.84320442407846e-66	5.73977306747783e-08	7.61493933481651e-22
chr9	103992175	103994457	Human_hypo_OD	Human-specific	2283	9	-63.2176404143952	0.8903	0.3218	0.9027	0.7172	0.8932	0.7243	1.84593563531229e-29	0.178013145281563	1.87610263406217e-75
chr7	47397478	47397896	Human_hypo_OD	Human-specific	419	7	-63.0186772942819	0.9182	0.2864	0.9532	0.9021	0.9448	0.8995	1.85580573400068e-50	0.964461906236386	8.02156510402043e-62
chr4	7824132	7824901	Human_hypo_OD	Human-specific	770	11	-62.1441280035969	0.6604	0.3843	0.7761	0.7054	0.8075	0.8393	2.40248845561028e-07	0.0112633588470321	7.64451076230194e-24
chr16	83171189	83171740	Human_hypo_OD	Human-specific	552	11	-62.0980625605441	0.8726	0.1449	0.8851	0.4906	0.9445	0.4235	5.99095817258854e-21	1.97294457913998e-06	5.02022412982613e-07
chr9	140658574	140658898	Human_hypo_OD	Human-specific	325	8	-62.0836694297606	0.9076	0.1715	0.8903	0.6936	0.9172	0.5939	1.42712333816232e-22	0.00180576559985302	1.46092965346738e-18
chr2	71991808	71992452	Human_hypo_OD	Human-specific	645	6	-61.9371076488951	0.5924	0.2828	0.5646	0.854	0.8038	0.8222	2.85817610111291e-65	1.84224016339189e-21	1.2357031670488e-24
chr11	8256961	8257495	Human_hypo_OD	Human-specific	535	6	-61.8216632262344	0.916	0.2089	0.9494	0.8756	0.9559	0.9204	1.51822166518593e-35	0.745543043996022	3.86037863572894e-33
chr14	36692731	36693320	Human_hypo_OD	Human-specific	590	10	-61.7631701048881	0.9007	0.3671	0.8578	0.7237	0.708	0.9367	1.93954267837345e-12	3.85806577361689e-13	2.36591984148718e-68
chr4	141267554	141267804	Human_hypo_OD	Human-specific	251	5	-61.7222244071041	0.8952	0.2254	0.9664	0.9364	0.9248	0.5919	1.40735822717458e-41	3.19856582113335e-11	1.18569792555668e-12
chr1	82385774	82386607	Human_hypo_OD	Human-specific	834	7	-61.4372808313739	0.6948	0.3351	0.7246	0.8415	0.7294	0.8285	6.84618639730214e-34	0.8271998766617	1.04875593841859e-43
chr2	25619880	25620290	Human_hypo_OD	Human-specific	411	6	-61.4110930920925	0.8445	0.177	0.9275	0.91	0.9134	0.9138	1.09278857945807e-74	0.84906702710514	2.11253396016635e-59
chr1	246116753	246117675	Human_hypo_OD	Human-specific	923	9	-61.0359690248334	0.8877	0.3511	0.9056	0.7895	0.962	0.9512	1.52352228088845e-34	2.74646494397494e-06	9.83588899446872e-87
chr9	8348744	8349765	Human_hypo_OD	Human-specific	1022	7	-60.990696266013	0.8541	0.4824	0.8099	0.8421	0.7526	0.8017	2.31973258100564e-34	0.990550765241044	4.16021884022091e-56
chr6	135339228	135343240	Human_hypo_OD	Human-specific	4013	9	-60.5518988982838	0.9015	0.5879	0.882	0.8576	0.9546	0.9301	1.21325822578125e-22	0.279914900814124	3.37056566831537e-27
chr4	25005567	25005723	Human_hypo_OD	Human-specific	157	9	-60.4327952943291	0.9293	0.5558	0.9686	0.9641	0.9628	0.9588	4.46283776087716e-20	0.869852591403933	9.11616588472652e-23
chr7	154036885	154037825	Human_hypo_OD	Human-specific	941	9	-60.3176562165054	0.6943	0.4548	0.6366	0.7855	0.9619	0.9568	7.46653595864625e-32	2.99005042080416e-07	4.72998986967989e-13
chr2	179585661	179585815	Human_hypo_OD	Human-specific	155	5	-60.0071028092392	0.9074	0.2274	0.9593	0.9379	0.9608	0.7954	2.03212994946288e-36	9.98211311032076e-09	3.64482407013983e-23
chr21	33713207	33714105	Human_hypo_OD	Human-specific	899	9	-59.9951289576186	0.8215	0.2576	0.8888	0.7272	0.9171	0.9171	4.80632849668828e-24	2.05581470350721e-07	9.22717027232819e-67
chr1	65041670	65042195	Human_hypo_OD	Human-specific	526	8	-59.9948363011461	0.8802	0.2509	0.931	0.7926	0.6489	0.5547	5.32677819057176e-45	0.00507431752612424	2.9907459822623e-80
chr14	94124235	94124612	Human_hypo_OD	Human-specific	378	5	-59.9894037933259	0.819	0.1934	0.8278	0.8124	0.8149	0.7126	1.55026970688311e-40	0.0207976880617596	2.3410507108035e-38
chr4	7625999	7626712	Human_hypo_OD	Human-specific	714	10	-59.9632507752305	0.7126	0.1777	0.6911	0.4978	0.6932	0.5884	7.9726536269375e-29	0.145950807456118	3.77793599701956e-41
chr12	531481	532862	Human_hypo_OD	Human-specific	1382	8	-59.9571055735615	0.9334	0.4316	0.9012	0.8375	0.9745	0.9367	3.26320167005349e-29	0.748046582519089	9.19620390887109e-36
chr13	37569364	37569724	Human_hypo_OD	Human-specific	361	6	-59.6315072000851	0.9004	0.2849	0.9173	0.8305	0.9294	0.836	8.39908239035845e-51	0.416441236938564	1.53695411439443e-73
chr2	122916978	122917715	Human_hypo_OD	Human-specific	738	8	-59.1386073424069	0.9395	0.3756	0.9571	0.874	0.9622	0.7774	1.30843696070753e-34	0.00807716370783819	3.49455990941108e-21
chr15	101230610	101230940	Human_hypo_OD	Human-specific	331	10	-58.9883920012518	0.9271	0.3788	0.9517	0.7859	0.9477	0.8062	8.7953944641348e-13	0.388956922278663	2.31500895780309e-14
chr12	114624013	114624453	Human_hypo_OD	Human-specific	441	8	-58.6766908116156	0.9065	0.3487	0.9023	0.7484	0.9282	0.7483	6.63009791766254e-22	0.175813684115839	4.63539011814199e-13
chr8	3327282	3328048	Human_hypo_OD	Human-specific	767	8	-58.3108896663462	0.7976	0.2192	0.841	0.6794	0.7945	0.4828	4.16613928111624e-22	0.00316875919593346	1.91963941351522e-19
chr21	29891235	29891540	Human_hypo_OD	Human-specific	306	6	-58.1606618549279	0.9242	0.3555	0.8864	0.816	0.9584	0.9381	1.11734617748014e-52	0.392599864232557	2.68685737806228e-68
chr7	156317621	156318199	Human_hypo_OD	Human-specific	579	8	-58.1562713166374	0.9184	0.514	0.9214	0.8352	0.929	0.9321	9.60864725663193e-13	1.38790867952954e-10	2.07245545325619e-36
chr1	197065128	197066646	Human_hypo_OD	Human-specific	1519	8	-58.0089397897906	0.8459	0.5314	0.7758	0.8582	0.8638	0.9182	1.57919428277789e-60	0.145192316345099	1.50171520743582e-37
chr6	4052103	4052692	Human_hypo_OD	Human-specific	590	6	-58.0016483769783	0.8712	0.3881	0.8618	0.8834	0.8977	0.8366	1.19430284646845e-70	2.43990469332169e-08	6.92814000343704e-42
chr21	32822317	32823025	Human_hypo_OD	Human-specific	709	7	-57.9119781001967	0.6447	0.2658	0.6017	0.7333	0.7868	0.7716	3.21205626542733e-20	0.00498688412687855	2.48147210730563e-14
chr9	1057259	1058414	Human_hypo_OD	Human-specific	1156	9	-57.8995039870351	0.8528	0.2671	0.8709	0.6411	0.9247	0.7131	3.8258336436025e-26	0.355100160423453	4.67575653492602e-22
chr13	67730156	67731131	Human_hypo_OD	Human-specific	976	7	-57.7035068519572	0.8269	0.2375	0.9421	0.9242	0.6866	0.6702	4.65039021049734e-31	0.829574520325424	3.37747617118287e-37
chr5	10860029	10860290	Human_hypo_OD	Human-specific	262	11	-57.3042953870622	0.93	0.428	0.9454	0.7227	0.962	0.9315	5.08208665197925e-16	8.52550458593461e-10	1.50707475254751e-39
