chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr13	40200885	40201616	Chimp_hypo_ND	Chimp-specific	732	10	-81.3287093590765	0.92	0.9318	0.4906	0.9338	0.8428	0.8911	5.3508111262331e-22	3.40479362037449e-08	0.00457453926377395
chr4	189404576	189405689	Chimp_hypo_ND	Chimp-specific	1114	10	-81.1798960139359	0.8639	0.7505	0.5681	0.7501	0.9089	0.8783	2.01581952402637e-23	2.47705928348521e-16	0.00905141413565921
chr11	117738746	117739858	Chimp_hypo_ND	Chimp-specific	1113	15	-81.1642542341487	0.5339	0.6266	0.3299	0.7694	0.5032	0.5569	7.8974122884749e-23	4.76433594336966e-48	0.19475599089089
chr2	52048817	52049565	Chimp_hypo_ND	Chimp-specific	749	18	-81.1094435452431	0.8301	0.8696	0.6356	0.9174	0.7978	0.7971	3.25716233503514e-11	9.47262879713354e-24	0.00335012693075103
chr9	2131364	2132401	Chimp_hypo_ND	Chimp-specific	1038	13	-80.0725390199365	0.8184	0.9241	0.4266	0.85	0.815	0.8872	7.83215450449344e-37	3.35016435314948e-34	0.0308300172616809
chr21	33847527	33848339	Chimp_hypo_ND	Chimp-specific	813	11	-79.4761964438015	0.7976	0.877	0.4213	0.8813	0.904	0.9291	1.00233958559569e-32	2.03178068520151e-32	0.212008504286254
chr16	1567267	1567899	Chimp_hypo_ND	Chimp-specific	633	14	-79.1464430016798	0.9176	0.9474	0.5503	0.9194	0.9376	0.9372	4.42119971823899e-23	1.39624425582051e-28	0.00017491720340191
chr7	158527649	158528281	Chimp_hypo_ND	Chimp-specific	633	14	-78.8444983762616	0.7368	0.9086	0.3971	0.8961	0.7419	0.9018	1.18029529117109e-07	5.2533106303732e-10	0.503279964996727
chr7	98586246	98586597	Chimp_hypo_ND	Chimp-specific	352	15	-78.4830773209104	0.9062	0.9343	0.6982	0.942	0.8337	0.9193	2.0366750830267e-15	2.09281069610438e-06	0.000659369966968592
chr17	77246026	77246940	Chimp_hypo_ND	Chimp-specific	915	15	-78.3867396069534	0.8656	0.8258	0.6096	0.8285	0.8117	0.7903	4.94614101886388e-25	1.01547431787774e-15	0.513684164078307
chr10	2818617	2819269	Chimp_hypo_ND	Chimp-specific	653	9	-78.1133622545204	0.7381	0.8683	0.3506	0.8939	0.913	0.8903	1.25653476644511e-56	4.67282878335151e-73	5.05971455170201e-12
chr8	99077613	99078424	Chimp_hypo_ND	Chimp-specific	812	13	-78.1051461543184	0.4973	0.7896	0.3115	0.8584	0.5165	0.4211	1.84158122630401e-12	1.66930295024969e-42	3.83388084887848e-23
chr6	45784349	45784897	Chimp_hypo_ND	Chimp-specific	549	9	-77.9838004243728	0.9127	0.9168	0.4847	0.9013	0.8512	0.902	1.657343062691e-56	7.31055398489061e-42	0.00260476943201777
chr2	183759975	183760842	Chimp_hypo_ND	Chimp-specific	868	12	-77.523951992839	0.9371	0.9629	0.6655	0.9632	0.8523	0.8615	1.47796636079394e-20	4.32003246476469e-13	0.350104257864059
chr2	177917254	177918906	Chimp_hypo_ND	Chimp-specific	1653	12	-76.0325643825508	0.8961	0.8582	0.6593	0.9095	0.8595	0.7842	2.08589696044982e-48	4.15879449428256e-85	5.01312236960667e-05
chr13	107604491	107605028	Chimp_hypo_ND	Chimp-specific	538	9	-75.2124057536026	0.9137	0.904	0.5377	0.8965	0.9024	0.8457	3.63157505348024e-48	4.64883419175976e-30	0.032385030484055
chr8	4678481	4679598	Chimp_hypo_ND	Chimp-specific	1118	9	-74.9439629192428	0.8719	0.9375	0.3718	0.86	0.7314	0.8085	3.05659814239169e-31	2.04566082195652e-18	0.727528094196274
chr13	105621280	105622359	Chimp_hypo_ND	Chimp-specific	1080	11	-74.6550536872246	0.9518	0.9646	0.6774	0.9552	0.95	0.9543	5.08186524689533e-31	4.66810189353766e-17	0.618010973406424
chr18	43113406	43115134	Chimp_hypo_ND	Chimp-specific	1729	13	-73.3981187450249	0.7339	0.8083	0.5349	0.8324	0.9511	0.928	1.73325705752911e-17	1.24246778099949e-36	1.26323561544255e-05
chr7	55225080	55225656	Chimp_hypo_ND	Chimp-specific	577	22	-72.9583672544074	0.8144	0.9147	0.602	0.8671	0.8137	0.915	6.02434967671313e-07	3.12859973329852e-07	0.713332587013252
chr13	104331819	104332964	Chimp_hypo_ND	Chimp-specific	1146	9	-72.1809251152175	0.9413	0.8691	0.6239	0.8666	0.9491	0.9199	5.46715661986274e-32	3.98172376762359e-20	2.73437797426914e-06
chr1	237166554	237167694	Chimp_hypo_ND	Chimp-specific	1141	14	-71.8838927560896	0.8541	0.8757	0.6374	0.8812	0.9451	0.8882	1.33637552293197e-14	7.07191285684173e-24	3.31282958643459e-07
chr16	78472616	78472871	Chimp_hypo_ND	Chimp-specific	256	11	-70.5469028319641	0.9201	0.9525	0.5973	0.9604	0.9498	0.9588	1.00619211795046e-16	7.31367895468627e-24	0.137358619766041
chr12	22619471	22620771	Chimp_hypo_ND	Chimp-specific	1301	9	-70.0116786441472	0.8243	0.9569	0.3828	0.9426	0.7483	0.94	1.3585466611942e-55	1.00189033564158e-38	0.378893227823399
chr3	161851637	161852685	Chimp_hypo_ND	Chimp-specific	1049	11	-69.6840299631084	0.4894	0.7373	0.1531	0.7246	0.4927	0.6045	1.60623839085603e-13	6.35089247920478e-87	0.00183644621599057
chr18	75586635	75587461	Chimp_hypo_ND	Chimp-specific	827	14	-69.0342427946598	0.6528	0.8534	0.4385	0.9118	0.8745	0.7161	1.63397847988956e-14	1.98853304376152e-91	1.04706298975528e-76
chr8	4355412	4355736	Chimp_hypo_ND	Chimp-specific	325	9	-68.7073709799071	0.7685	0.9641	0.1749	0.8447	0.6425	0.8	3.09928171126563e-26	4.01230624228251e-42	3.91730391335904e-05
chr15	102193615	102194000	Chimp_hypo_ND	Chimp-specific	386	10	-67.8971436469882	0.9396	0.903	0.6401	0.8994	0.8446	0.8444	1.42648606087606e-38	8.46656689737704e-15	1.32638251681138e-05
chr5	6352514	6353676	Chimp_hypo_ND	Chimp-specific	1163	13	-67.7761500190802	0.9168	0.93	0.5688	0.9137	0.9347	0.8765	1.66708764713342e-29	1.41989702430166e-53	7.83829160427989e-10
chr3	185350500	185351034	Chimp_hypo_ND	Chimp-specific	535	10	-66.7338503141244	0.8986	0.9583	0.5847	0.9582	0.7424	0.9201	1.44554754585125e-20	2.66491983085944e-07	0.000168727828533394
chr6	35274996	35275193	Chimp_hypo_ND	Chimp-specific	198	9	-66.6892356939784	0.94	0.9245	0.5594	0.8772	0.9473	0.9375	1.0522692025708e-27	6.1460530266768e-21	0.397360813522062
chr11	12435550	12436144	Chimp_hypo_ND	Chimp-specific	595	12	-66.3687834974594	0.8836	0.8719	0.5819	0.8782	0.9283	0.9186	1.00953909401823e-11	2.8775835640032e-11	0.798150441428373
chr13	111307448	111307986	Chimp_hypo_ND	Chimp-specific	539	12	-66.0166346714917	0.8413	0.8301	0.6132	0.8791	0.9529	0.9432	2.05671881853383e-22	3.38472401466658e-18	0.692610696653822
chr9	285924	286627	Chimp_hypo_ND	Chimp-specific	704	11	-65.8986417541735	0.9413	0.9195	0.7103	0.9422	0.8755	0.9019	8.49018094438568e-40	7.22267605258174e-22	0.000519920630382293
chr17	14523670	14524452	Chimp_hypo_ND	Chimp-specific	783	9	-65.6760891108353	0.9254	0.9111	0.6411	0.9186	0.959	0.9355	2.3618932654676e-22	8.69574391843252e-32	0.213178218929431
chr16	86787257	86787675	Chimp_hypo_ND	Chimp-specific	419	12	-65.6186914591314	0.9397	0.8813	0.7309	0.9161	0.9615	0.8428	7.78080720234423e-18	8.00372869365847e-20	0.0584825076016829
chr6	30943056	30944452	Chimp_hypo_ND	Chimp-specific	1397	12	-65.5950765942822	0.9028	0.8998	0.7403	0.9465	0.9582	0.9078	4.20994697782366e-23	7.41365557823847e-34	6.23193576078178e-08
chr8	108512065	108512513	Chimp_hypo_ND	Chimp-specific	449	11	-64.5222143775176	0.6239	0.8895	0.2804	0.8962	0.8657	0.752	9.51257566661595e-11	1.80605182380237e-41	1.39255741386146e-34
chr10	44298733	44300276	Chimp_hypo_ND	Chimp-specific	1544	10	-64.2589100707241	0.9335	0.8966	0.5754	0.8868	0.8633	0.7444	5.85690244835034e-20	6.9433278745751e-27	4.44387195563846e-05
chr3	124873629	124874225	Chimp_hypo_ND	Chimp-specific	597	14	-63.8928545666425	0.9343	0.9268	0.7903	0.9525	0.9616	0.945	3.07002052206967e-08	1.66515090712277e-11	0.467235179705181
chr2	22951285	22951819	Chimp_hypo_ND	Chimp-specific	535	7	-63.8509916112595	0.9598	0.9364	0.5404	0.9419	0.9619	0.9262	2.55085756656907e-39	2.1114056172291e-35	0.316260365176417
chr5	31374694	31375486	Chimp_hypo_ND	Chimp-specific	793	11	-63.3599963574926	0.9414	0.9487	0.5992	0.9035	0.9361	0.9464	4.10951026240951e-13	3.77244007501048e-10	0.538910656641194
chr16	380526	381749	Chimp_hypo_ND	Chimp-specific	1224	11	-63.0777896889772	0.6786	0.6037	0.3611	0.5291	0.8672	0.8177	4.84560091592841e-34	3.73086426444536e-19	0.00673170038246106
chr1	22900751	22901474	Chimp_hypo_ND	Chimp-specific	724	11	-62.9792491911808	0.9498	0.8871	0.673	0.8742	0.9429	0.9379	4.53599442774225e-25	3.90479829264087e-12	0.000320488351027408
chr16	47940317	47941121	Chimp_hypo_ND	Chimp-specific	805	12	-62.0743976556427	0.8685	0.9129	0.6184	0.9258	0.8017	0.8724	1.16204008523935e-14	7.14354687336055e-10	0.0559974924434357
chr13	42783197	42783531	Chimp_hypo_ND	Chimp-specific	335	6	-61.9741810264541	0.9705	0.9533	0.6165	0.9506	0.9616	0.9511	2.49712279234202e-86	2.31184332037704e-81	0.896416738866429
chr1	158083894	158084349	Chimp_hypo_ND	Chimp-specific	456	11	-61.7860669160892	0.9031	0.8737	0.6036	0.8799	0.8852	0.8009	4.34980217491003e-14	1.90491192345681e-13	0.0145892707179528
chr10	100090805	100091079	Chimp_hypo_ND	Chimp-specific	275	6	-61.6333594910831	0.8959	0.8935	0.3997	0.8512	0.794	0.8108	1.15883879651087e-28	2.44260332944105e-18	0.879352074198885
chr17	77873269	77873997	Chimp_hypo_ND	Chimp-specific	729	7	-61.365267087891	0.79	0.8216	0.4919	0.9087	0.7063	0.8526	3.53179772954966e-43	6.98133546069337e-10	0.00701206394439697
chr15	101753877	101755252	Chimp_hypo_ND	Chimp-specific	1376	10	-61.0425571748213	0.7103	0.9502	0.3993	0.9527	0.6256	0.9309	3.48599806568881e-23	2.47990745604603e-11	0.00123083727769299
chr5	503711	504204	Chimp_hypo_ND	Chimp-specific	494	11	-60.8663511103521	0.8986	0.8879	0.6307	0.9418	0.8939	0.8976	4.75499749102046e-19	6.86876242690115e-17	0.438933237769561
chr16	85105197	85105738	Chimp_hypo_ND	Chimp-specific	542	10	-60.4887255088197	0.9254	0.9385	0.6584	0.9614	0.9173	0.9275	9.542300699644e-18	9.89826243032805e-18	0.648082326109117
chr20	2186741	2187533	Chimp_hypo_ND	Chimp-specific	793	9	-60.1571079822729	0.8421	0.8197	0.3734	0.7274	0.7558	0.7301	9.74987908782404e-22	9.49123350712984e-22	0.731035132827035
chr2	202448116	202448740	Chimp_hypo_ND	Chimp-specific	625	7	-60.1559408500218	0.8951	0.8558	0.4942	0.7902	0.8083	0.835	9.1202658319772e-35	4.39168994278857e-14	0.000291931106834362
chr14	59557537	59558889	Chimp_hypo_ND	Chimp-specific	1353	9	-60.0149151481413	0.6993	0.5826	0.3737	0.535	0.7414	0.6493	3.34727442527944e-20	2.12647188341483e-14	0.17022921135105
chr10	15759417	15760698	Chimp_hypo_ND	Chimp-specific	1282	13	-59.9085005881317	0.7787	0.7702	0.565	0.7961	0.8845	0.7087	1.45606446594355e-13	2.69191049853568e-19	7.56041493059467e-07
chr11	98284734	98285055	Chimp_hypo_ND	Chimp-specific	322	13	-59.8416187282524	0.959	0.9393	0.7479	0.9429	0.9595	0.9443	3.07102811666126e-08	7.59906351729572e-07	0.816178860277824
chr16	65427932	65428877	Chimp_hypo_ND	Chimp-specific	946	9	-59.4743956349347	0.9132	0.8296	0.5741	0.8546	0.7677	0.7213	2.87522904314513e-28	3.45610203254776e-17	0.0123744729797206
chr9	102759450	102760230	Chimp_hypo_ND	Chimp-specific	781	12	-59.4574079128999	0.8696	0.8602	0.7158	0.8827	0.9054	0.8403	3.96399010328134e-13	1.09233114395144e-18	0.0126304528939875
chr10	2372261	2373126	Chimp_hypo_ND	Chimp-specific	866	9	-59.2011306196998	0.8412	0.888	0.5735	0.9028	0.8906	0.9351	1.06158825577089e-09	4.26954007563718e-13	0.566032209445554
chr16	46640019	46640671	Chimp_hypo_ND	Chimp-specific	653	8	-58.7600727845979	0.9135	0.9234	0.6826	0.9476	0.8592	0.8401	2.41729068089039e-23	1.67689776908135e-22	0.112412395169964
chr16	4063376	4063884	Chimp_hypo_ND	Chimp-specific	509	10	-58.6584047290366	0.8255	0.7283	0.6161	0.802	0.9427	0.767	2.19304702286707e-12	3.86925584610465e-30	1.05635233042603e-07
chr6	160402961	160404691	Chimp_hypo_ND	Chimp-specific	1731	11	-58.3120402020237	0.8826	0.759	0.5764	0.7108	0.8181	0.7527	1.00738117054048e-16	4.21274962986311e-06	8.62493815880045e-05
chr18	47248225	47249167	Chimp_hypo_ND	Chimp-specific	943	7	-58.1882845168902	0.9409	0.9297	0.5472	0.928	0.818	0.7361	5.77557023834916e-30	2.85513602453357e-43	0.00173513276511269
chr8	25678683	25678887	Chimp_hypo_ND	Chimp-specific	205	13	-58.187292640902	0.8901	0.8773	0.7401	0.8857	0.9272	0.9026	7.34576077563722e-10	2.06057693482859e-12	0.781205396725452
chr13	27501799	27502153	Chimp_hypo_ND	Chimp-specific	355	8	-58.1089091980852	0.9224	0.9338	0.5968	0.9419	0.8375	0.9268	1.52044509402991e-42	9.87814173818301e-14	3.51955436657726e-08
chr15	26489769	26490237	Chimp_hypo_ND	Chimp-specific	469	14	-57.8843154065535	0.9556	0.9482	0.7201	0.9219	0.9048	0.8813	5.10319160729133e-14	2.25007135786e-07	0.915430892627927
chr9	72741893	72743189	Chimp_hypo_ND	Chimp-specific	1297	11	-57.6050391224732	0.8189	0.9381	0.5517	0.9269	0.8808	0.9386	5.9923601421685e-10	9.39743554115776e-24	0.10912811993637
chr21	41713123	41714006	Chimp_hypo_ND	Chimp-specific	884	9	-57.4794439969348	0.8811	0.9065	0.6161	0.9188	0.9252	0.922	4.37729008826333e-22	9.87611120833384e-31	0.0208807383169139
chr8	128580357	128581337	Chimp_hypo_ND	Chimp-specific	981	8	-57.4696357292409	0.9519	0.9351	0.6042	0.8677	0.9623	0.9376	4.14337522858754e-18	1.38667262880424e-26	0.947302871578588
chr7	99456955	99458220	Chimp_hypo_ND	Chimp-specific	1266	11	-57.4419440918002	0.7758	0.7557	0.5284	0.7722	0.8857	0.7989	5.29637108805838e-15	5.35573024092673e-26	0.000108551587281131
chr15	73365098	73366054	Chimp_hypo_ND	Chimp-specific	957	8	-56.6655091690503	0.9246	0.8396	0.6482	0.8624	0.9615	0.9681	1.61643656542368e-26	9.83101521724414e-15	3.01004824878787e-12
chr15	78574308	78575733	Chimp_hypo_ND	Chimp-specific	1426	8	-56.5679588719453	0.8045	0.9115	0.4896	0.9273	0.7945	0.8636	3.79275591861412e-41	2.87906928483823e-45	0.0117643132250574
chr5	135256860	135259777	Chimp_hypo_ND	Chimp-specific	2918	8	-56.5514505458727	0.8573	0.7838	0.5437	0.7913	0.9321	0.8933	6.06067190857269e-37	9.07621907292743e-51	0.127911558725404
chr2	54901055	54901281	Chimp_hypo_ND	Chimp-specific	227	8	-56.4919791046546	0.8391	0.8999	0.3617	0.9042	0.8375	0.9362	6.87739841265713e-15	3.85782310255639e-13	0.225480500736179
chr12	54201323	54201933	Chimp_hypo_ND	Chimp-specific	611	8	-56.2423645728082	0.7692	0.8243	0.4923	0.9244	0.8278	0.9257	3.34134914460691e-14	9.47193238956775e-09	0.0154200988921
chr18	77684095	77684410	Chimp_hypo_ND	Chimp-specific	316	13	-56.1918376880119	0.9044	0.8511	0.7165	0.927	0.9633	0.9568	2.48793302823907e-11	3.27309919849508e-10	0.0730143632431231
chr2	9861216	9861632	Chimp_hypo_ND	Chimp-specific	417	9	-56.1736173836362	0.8996	0.9415	0.568	0.9306	0.85	0.9225	2.40471495578871e-16	2.22839181170712e-09	0.451704649820464
chr2	3468038	3468821	Chimp_hypo_ND	Chimp-specific	784	12	-55.9603866541055	0.7743	0.8753	0.4793	0.8964	0.6929	0.8464	3.12357675158712e-16	7.15174610216772e-08	2.56436584266158e-05
chr13	26593933	26594366	Chimp_hypo_ND	Chimp-specific	434	7	-55.6494621322739	0.8163	0.9114	0.3965	0.9198	0.8012	0.8989	5.67990846917988e-24	3.66071733740136e-24	0.949419333032139
chr3	124419469	124420548	Chimp_hypo_ND	Chimp-specific	1080	9	-55.5102516757655	0.8986	0.9033	0.492	0.8837	0.8401	0.9054	6.82928778420124e-25	1.7202294231529e-16	0.000158689213109662
chr2	225334471	225335228	Chimp_hypo_ND	Chimp-specific	758	7	-55.2458677011211	0.8234	0.8647	0.4748	0.8716	0.7665	0.9169	2.56744541144076e-24	1.99684352864146e-05	0.000809206545957192
chr6	25710223	25710535	Chimp_hypo_ND	Chimp-specific	313	11	-55.0685806100371	0.9405	0.9322	0.3382	0.6225	0.8829	0.8972	6.2713960634236e-08	6.83930880695675e-06	0.267729887167727
chr9	25274145	25274777	Chimp_hypo_ND	Chimp-specific	633	8	-55.0259502430875	0.935	0.922	0.6953	0.917	0.8781	0.9001	3.06297133160005e-25	4.09760674019488e-09	0.0412207911080967
chr11	18880929	18881487	Chimp_hypo_ND	Chimp-specific	559	10	-54.9975933031678	0.857	0.867	0.6468	0.8832	0.8903	0.776	8.66767220754412e-12	4.74040117373096e-16	3.71427229921439e-06
chr16	87197486	87198155	Chimp_hypo_ND	Chimp-specific	670	9	-54.5803172241501	0.9569	0.9393	0.6423	0.91	0.9477	0.9194	5.62612710306899e-17	4.50483813934288e-16	0.535020909617923
chr13	109609813	109610273	Chimp_hypo_ND	Chimp-specific	461	10	-54.4374313694903	0.5668	0.8343	0.3226	0.8671	0.661	0.7538	1.04911334542196e-14	4.43753618310104e-37	4.69095249389488e-08
chr2	223271370	223271787	Chimp_hypo_ND	Chimp-specific	418	8	-54.4324170922498	0.9417	0.9163	0.7099	0.9434	0.9335	0.888	5.06962263255441e-26	3.67235714068198e-16	0.422722525970892
chr3	7885021	7885724	Chimp_hypo_ND	Chimp-specific	704	6	-54.3841740874834	0.946	0.9409	0.5182	0.9141	0.7747	0.853	1.00330081648762e-27	3.11808839755549e-13	5.88959829767591e-05
chr6	143973639	143974643	Chimp_hypo_ND	Chimp-specific	1005	13	-54.3560418809663	0.5465	0.7976	0.3408	0.8071	0.8774	0.853	4.07190833734292e-13	8.10153517473442e-102	4.76554032199508e-18
chr2	198146415	198147142	Chimp_hypo_ND	Chimp-specific	728	10	-54.3149178118587	0.9186	0.9198	0.6988	0.9535	0.969	0.9647	2.65221045046384e-16	3.81078063508749e-14	0.672904387638596
chr9	129726763	129727797	Chimp_hypo_ND	Chimp-specific	1035	9	-54.1805768386337	0.7807	0.8939	0.5367	0.9305	0.7929	0.8822	1.55376483648244e-26	1.72643504120673e-32	0.023714610830742
chr4	27008097	27009289	Chimp_hypo_ND	Chimp-specific	1193	11	-54.1702262072617	0.7895	0.8091	0.6029	0.8738	0.7367	0.8172	1.38173991699506e-22	5.47990057090743e-18	0.00618418982583945
chr5	17361594	17361942	Chimp_hypo_ND	Chimp-specific	349	5	-53.9044909042685	0.897	0.9397	0.3293	0.8996	0.9704	0.9639	2.82948377894605e-53	1.1960903096977e-109	0.00135272332545065
chr12	66061655	66062166	Chimp_hypo_ND	Chimp-specific	512	8	-53.9029248108278	0.8618	0.8627	0.3614	0.7499	0.9555	0.9441	2.92484838224282e-12	1.18219045684281e-08	0.576834661081506
chr2	240904176	240904608	Chimp_hypo_ND	Chimp-specific	433	10	-53.7386490352851	0.917	0.929	0.6357	0.9194	0.8825	0.747	1.62830218627516e-15	2.18851017603818e-22	7.62185436147193e-16
chr10	55646400	55647565	Chimp_hypo_ND	Chimp-specific	1166	15	-53.5459763631278	0.7639	0.918	0.5763	0.9501	0.9258	0.8884	4.8769819198605e-09	3.33245643972893e-39	8.38182867275161e-29
chr1	228647929	228648560	Chimp_hypo_ND	Chimp-specific	632	13	-53.3193900849083	0.8697	0.9201	0.656	0.9156	0.8756	0.8853	1.08268073184267e-08	3.3633113901713e-14	6.08220160544951e-07
chr12	124611539	124611965	Chimp_hypo_ND	Chimp-specific	427	11	-53.2598287398878	0.926	0.9397	0.6892	0.935	0.9456	0.8861	2.48618211466357e-09	9.83487018301735e-16	2.17430626063415e-06
chr16	1704229	1704502	Chimp_hypo_ND	Chimp-specific	274	13	-53.0415654181552	0.8925	0.952	0.7002	0.9624	0.9582	0.9388	3.33750508222245e-10	1.46247089505121e-09	0.0152349325313238
