chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr22	25456589	25457127	Human_hyper_OD	Human-specific	539	9	59.5747733906122	0.3767	0.869	0.1337	0.2247	0.167	0.2451	1.38055930090992e-27	0.879788724567111	5.39501035443812e-31
chr20	39340097	39340909	Human_hyper_OD	Human-specific	813	11	58.5958162824979	0.5242	0.7794	0.6453	0.6527	0.588	0.6836	1.5463218638912e-19	0.0499868286652735	9.40007616933631e-09
chr6	151897982	151898182	Human_hyper_OD	Human-specific	201	7	58.5928160359165	0.2169	0.6103	0.3113	0.2242	0.125	0.0834	1.1085115839685e-21	0.812368963999481	2.32077547057887e-31
chr4	17325115	17325989	Human_hyper_OD	Human-specific	875	11	58.263632263857	0.4459	0.7729	0.4891	0.5633	0.5846	0.406	2.06822765478564e-10	2.12414973959784e-08	1.64374468385071e-58
chr5	10583882	10584397	Human_hyper_OD	Human-specific	516	11	57.8291387025647	0.2969	0.7952	0.4313	0.5704	0.5334	0.389	8.73472906959329e-09	2.60728028149038e-07	3.90505545080238e-58
chr4	128553617	128553930	Human_hyper_OD	Human-specific	314	15	56.7110386031381	0.029	0.1372	0.0096	0.0129	0.0187	0.0188	1.28332385950816e-08	0.700250860673024	1.65176765232356e-10
chr4	99851198	99851346	Human_hyper_OD	Human-specific	149	7	56.1219285288392	0.2632	0.7793	0.0152	0.0341	0.239	0.3361	1.29716107891055e-16	0.241682602509905	8.95099754833524e-15
chr8	139613746	139614253	Human_hyper_OD	Human-specific	508	14	55.8469434005981	0.1961	0.361	0.2228	0.1105	0.2366	0.0916	4.59147315822747e-06	0.611869788767509	9.29019794195195e-16
chr13	50194322	50194488	Human_hyper_OD	Human-specific	167	9	55.7191722470443	0.2444	0.6869	0.2882	0.4284	0.0035	0.0044	4.0441993263464e-10	0.000221554472112305	1.51655357094641e-30
chr19	30067146	30067729	Human_hyper_OD	Human-specific	584	10	53.5453927204653	0.3311	0.5385	0.2686	0.1656	0.2284	0.2283	6.99796721327711e-11	0.0750841257174896	2.4105629548649e-12
chr1	14061809	14062178	Human_hyper_OD	Human-specific	370	8	53.4895712992135	0.4512	0.8333	0.5635	0.5313	0.6536	0.4227	7.18976107913912e-13	1.25987585066408e-05	5.97854787027018e-37
chr7	25893954	25894163	Human_hyper_OD	Human-specific	210	11	52.8346507984142	0.5635	0.8342	0.5625	0.5863	0.6638	0.4799	1.19048147976374e-06	0.000295727401735938	5.20416759706142e-27
chr3	173303813	173305238	Human_hyper_OD	Human-specific	1426	10	51.6943116392821	0.322	0.5144	0.3205	0.2299	0.3173	0.1821	1.41176948223533e-10	0.151607933743421	2.96344035780556e-19
chr8	49462961	49463393	Human_hyper_OD	Human-specific	433	6	51.5366429672211	0.5556	0.8326	0.4636	0.2736	0.338	0.1519	7.2338308251004e-15	0.535765449472326	8.21883212803023e-39
chr17	59369051	59369481	Human_hyper_OD	Human-specific	431	7	50.876860649596	0.3255	0.8823	0.3972	0.5317	0.2382	0.2761	1.77683368291804e-13	0.134576842895817	3.27973520268588e-41
chr9	1048732	1049087	Human_hyper_OD	Human-specific	356	12	50.5238021775617	0.1096	0.3926	0.076	0.1278	0.0795	0.1284	5.69401652642869e-12	0.846774980549398	2.91938284197711e-13
chr6	139429097	139429767	Human_hyper_OD	Human-specific	671	6	50.1005230615722	0.5242	0.9246	0.7449	0.6916	0.481	0.4171	2.88473584701009e-37	0.504927810990533	6.44288106027978e-33
chr4	186659228	186659846	Human_hyper_OD	Human-specific	619	11	49.5137629925632	0.2692	0.6684	0.3578	0.5422	0.2323	0.2161	8.14426574639602e-07	2.13938786983378e-12	1.31216094183378e-47
chr14	49413249	49414321	Human_hyper_OD	Human-specific	1073	8	49.4023962887797	0.4026	0.8577	0.4926	0.6528	0.5711	0.4606	9.74708262700018e-16	2.34295718322136e-11	3.57058611065027e-60
chr2	39898568	39899618	Human_hyper_OD	Human-specific	1051	8	49.0957970251549	0.2931	0.7149	0.259	0.3191	0.3585	0.354	5.77568967963837e-15	0.080733861939772	1.62123901120462e-32
chr15	26911548	26911851	Human_hyper_OD	Human-specific	304	8	48.7493438357288	0.5167	0.7714	0.6256	0.406	0.3501	0.2865	5.07259600485045e-16	0.0273234181643956	1.13901457048297e-07
chr20	2258574	2259193	Human_hyper_OD	Human-specific	620	6	48.6931778108581	0.4723	0.8211	0.694	0.5534	0.5575	0.5269	2.68565664767472e-33	0.048559540843718	2.37133970434431e-25
chr5	98111441	98112252	Human_hyper_OD	Human-specific	812	9	47.8658953944452	0.2159	0.5113	0.1531	0.1463	0.2195	0.3166	5.67275513503283e-08	0.0436601342637361	1.01150245378767e-08
chr5	9713196	9713553	Human_hyper_OD	Human-specific	358	7	47.8610938390094	0.1579	0.413	0.1467	0.1275	0.3049	0.0564	1.7087547779478e-15	1.21336345729644e-11	8.82309692180349e-58
chr22	40322374	40322791	Human_hyper_OD	Human-specific	418	9	46.9399005940783	0.27	0.8643	0.3655	0.6537	0.3013	0.7242	2.26068763617688e-11	0.0557141851322395	6.33312568658665e-05
chr12	5066660	5067101	Human_hyper_OD	Human-specific	442	7	46.8148563816783	0.6569	0.9253	0.5712	0.5536	0.4549	0.6288	4.10128422850281e-17	0.000171753568832184	4.03499881194533e-05
chr11	126763345	126763662	Human_hyper_OD	Human-specific	318	9	46.3687338432853	0.6206	0.8269	0.6867	0.5357	0.6855	0.523	9.29685794051642e-10	0.753673004217111	8.4108789440703e-20
chr16	87901201	87901867	Human_hyper_OD	Human-specific	667	9	45.5841029126126	0.2814	0.8464	0.2412	0.5889	0.277	0.6503	1.14144672298155e-06	0.588097110368334	7.16595085375634e-07
chr3	113321792	113321989	Human_hyper_OD	Human-specific	198	8	45.2605302893007	0.4474	0.9283	0.3951	0.5868	0.4964	0.4411	7.04358578345675e-10	0.000302771874217447	9.82686191688884e-49
chr5	132362900	132363110	Human_hyper_OD	Human-specific	211	9	44.890505543361	0.5191	0.7322	0.529	0.4001	0.1163	0.1151	1.02625661685708e-08	0.0678225821293452	7.60085672969207e-06
chr15	42156791	42157452	Human_hyper_OD	Human-specific	662	10	44.6763386518829	0.5712	0.9541	0.4662	0.7426	0.4883	0.6987	1.06635344955323e-05	0.269352887866761	7.18175688562563e-12
chr19	41832749	41833252	Human_hyper_OD	Human-specific	504	10	44.3772428331154	0.2654	0.7036	0.2646	0.3379	0.2073	0.4077	4.03424048468618e-09	0.136978182792224	1.47658331321147e-06
chr1	5281525	5282182	Human_hyper_OD	Human-specific	658	8	44.2821531224759	0.468	0.8922	0.4233	0.4529	0.5587	0.5412	3.8570269689662e-17	0.226831201859051	1.97369655050619e-47
chr2	200296506	200296861	Human_hyper_OD	Human-specific	356	8	44.2346069593763	0.4722	0.8186	0.4453	0.5235	0.4308	0.6357	7.86279077886568e-11	0.0207982917388379	0.000170059408369873
chr21	44104913	44105208	Human_hyper_OD	Human-specific	296	6	44.031263914403	0.2421	0.9027	0.2872	0.3821	0.232	0.4113	6.74422980396166e-17	0.106416405021571	7.60758879148121e-19
chr3	160626914	160627578	Human_hyper_OD	Human-specific	665	6	44.0271496043215	0.4398	0.6794	0.4945	0.4018	0.5521	0.451	1.82309275482524e-13	0.763231010173749	6.91636889302482e-27
chr6	88871103	88873114	Human_hyper_OD	Human-specific	2012	6	44.0084328567787	0.4201	0.8598	0.427	0.5172	0.5486	0.661	1.74502409119079e-36	0.722557494516473	2.81350482717627e-35
chr13	108490122	108490572	Human_hyper_OD	Human-specific	451	8	43.8419085089652	0.3804	0.6311	0.3982	0.3246	0.3256	0.3931	8.06208430415916e-13	0.000258887542932475	1.04692101864315e-05
chr4	113683734	113683961	Human_hyper_OD	Human-specific	228	10	43.6454762131271	0.4587	0.7037	0.5402	0.4932	0.4019	0.4204	1.33000089487607e-11	0.0472828386119434	5.18118322588751e-09
chr13	111923329	111924027	Human_hyper_OD	Human-specific	699	8	43.6357838169778	0.5207	0.8462	0.6207	0.6287	0.555	0.6529	2.17316172843978e-13	0.231236735752936	9.97523093627438e-17
chr11	20692605	20692906	Human_hyper_OD	Human-specific	302	10	43.1783038184105	0.0879	0.278	0.144	0.1412	0.1603	0.0996	5.41002199253779e-08	0.190203325094441	1.17306004141001e-13
chr3	74570161	74570682	Human_hyper_OD	Human-specific	522	5	42.3298369077934	0.4756	0.7217	0.537	0.485	0.6152	0.393	3.27460097590311e-19	0.000535240005341479	1.05698805083182e-38
chr8	136827143	136827627	Human_hyper_OD	Human-specific	485	5	42.1008641584167	0.1434	0.4096	0.2284	0.1054	0.0135	0.0216	1.65180545559388e-22	0.00101377370304959	3.8689695261266e-15
chr5	88610981	88611270	Human_hyper_OD	Human-specific	290	7	41.843005464767	0.385	0.7792	0.3922	0.4659	0.4459	0.1613	4.72963959874509e-09	1.56904879813299e-12	6.33081310892794e-140
chr13	33712445	33712774	Human_hyper_OD	Human-specific	330	6	41.6280494222194	0.1389	0.8993	0.1868	0.614	0.2405	0.5376	2.24825022145615e-14	0.00314427648208016	9.81146056689627e-40
chr15	29968939	29969516	Human_hyper_OD	Human-specific	578	7	41.5846395111543	0.1995	0.8494	0.2497	0.4551	0.5292	0.262	2.38810805915651e-29	1.28298786245685e-22	1.1374780612589e-134
chr2	204194604	204194864	Human_hyper_OD	Human-specific	261	8	41.5519036105791	0.2497	0.7383	0.0394	0.2037	0.0229	0.1521	1.78364100854275e-08	0.375439833000347	1.9264814258836e-11
chr8	10269405	10269872	Human_hyper_OD	Human-specific	468	6	41.3839951862834	0.6882	0.9587	0.5783	0.6815	0.6265	0.6914	1.85817150382917e-26	0.197234568243695	2.38880624985563e-45
chr16	62332180	62332430	Human_hyper_OD	Human-specific	251	6	41.3329147809225	0.4784	0.7232	0.5007	0.3625	0.1583	0.1025	6.04561399245836e-16	0.883959483199243	1.70119909392806e-18
chr5	43034610	43034966	Human_hyper_OD	Human-specific	357	8	41.0897092319831	0.3605	0.6791	0.4906	0.489	0.0949	0.104	2.53893212966701e-16	0.459658991430882	4.88004252785918e-24
chr15	29586702	29587141	Human_hyper_OD	Human-specific	440	5	41.0823161071056	0.6066	0.8154	0.6372	0.5688	0.6742	0.5942	4.32948151457052e-10	0.870663612029816	2.2424547564115e-15
chr9	1049175	1049447	Human_hyper_OD	Human-specific	273	8	40.8225712236568	0.1355	0.4555	0.1008	0.1694	0.0603	0.0916	1.21409069456522e-16	0.00207399602611861	5.1885639778723e-22
chr10	3235411	3235504	Human_hyper_OD	Human-specific	94	7	40.7304488916472	0.0388	0.4146	0.0154	0.0433	0.0729	0.1033	1.30091743241407e-17	0.807096669718836	3.53911108537797e-23
chr9	1053757	1054148	Human_hyper_OD	Human-specific	392	8	40.6983240262824	0.1399	0.4485	0.0867	0.1089	0.1321	0.1252	1.75087835382772e-14	0.0971230480885862	5.3330227348433e-15
chr15	50977568	50977632	Human_hyper_OD	Human-specific	65	7	40.5314964181469	0.4186	0.6674	0.5217	0.4512	0.1544	0.134	2.41914950624841e-08	0.639761172494208	6.52453034698831e-09
chr5	7505615	7505967	Human_hyper_OD	Human-specific	353	7	40.5211207998007	0.1741	0.6877	0.2774	0.4252	0.1645	0.3128	5.1946701014666e-20	0.517322274453988	1.61897646368313e-18
chr5	131008450	131008735	Human_hyper_OD	Human-specific	286	6	40.2120008461836	0.3892	0.7685	0.3469	0.2848	0.3071	0.4609	1.95630158370426e-15	0.00052017909153155	1.1357392166312e-14
chr9	1046631	1046785	Human_hyper_OD	Human-specific	155	10	40.0597511471641	0.1165	0.3691	0.0952	0.1013	0.0647	0.0904	1.24891875796914e-23	0.0866163754737473	3.38653468039495e-16
chr15	29640423	29640881	Human_hyper_OD	Human-specific	459	6	39.5419763128644	0.3205	0.7726	0.3554	0.3853	0.0892	0.046	8.1176701707011e-13	0.0400798661579534	5.08593981568247e-51
chr17	79317531	79317638	Human_hyper_OD	Human-specific	108	9	39.3869534422139	0.0348	0.286	0.0138	0.0642	0.0397	0.0467	3.80522749517866e-08	0.0758938914908764	2.9565215797061e-12
chr7	130699365	130699732	Human_hyper_OD	Human-specific	368	5	39.1893824540715	0.309	0.9128	0.4862	0.5482	0.5756	0.3543	5.65173173738746e-29	1.81577380866592e-09	2.8244412337614e-80
chr8	20130849	20131054	Human_hyper_OD	Human-specific	206	6	39.0299260772875	0.48	0.8189	0.4534	0.3286	0.2933	0.4036	2.26478426642512e-16	7.01074764810221e-06	6.92920962420839e-08
chr20	60261148	60261416	Human_hyper_OD	Human-specific	269	5	38.789584465453	0.4944	0.8257	0.516	0.349	0.5553	0.3494	1.85025876754151e-15	0.352550043775087	7.65681945141166e-28
chr7	39501912	39502180	Human_hyper_OD	Human-specific	269	5	38.3436016549915	0.59	0.8986	0.7714	0.6795	0.738	0.5515	1.42674010517624e-27	0.00725545443195432	4.84190517701518e-49
chr9	1048417	1048649	Human_hyper_OD	Human-specific	233	8	38.1105410031514	0.1131	0.3426	0.0616	0.0615	0.0463	0.0984	2.87384128028394e-15	0.0166939362975156	2.38416070388459e-09
chr2	7518620	7518881	Human_hyper_OD	Human-specific	262	9	38.0791718521791	0.3639	0.8902	0.4352	0.7055	0.4067	0.6644	3.38211504831876e-05	0.742880084851726	2.79416358900137e-16
chr4	33660247	33661086	Human_hyper_OD	Human-specific	840	6	37.8857567469074	0.4524	0.7786	0.4915	0.4446	0.3308	0.234	9.89419414713591e-22	0.243715390011328	3.73479774385109e-26
chr11	17861285	17862022	Human_hyper_OD	Human-specific	738	4	37.8214632659892	0.3282	0.7382	0.3719	0.1418	0.3562	0.3622	5.27571816767729e-35	4.41223625172593e-08	9.73285993800222e-24
chr16	83566116	83566471	Human_hyper_OD	Human-specific	356	5	37.7695896325695	0.4031	0.7581	0.3389	0.1398	0.2071	0.178	2.42495111744025e-22	0.00357757662434977	6.12343773984141e-13
chr6	157208945	157209661	Human_hyper_OD	Human-specific	717	7	37.5047081330117	0.3887	0.5998	0.4557	0.409	0.1944	0.1578	1.27516389290067e-16	0.96959140455103	8.19057232316693e-18
chr6	123111508	123111930	Human_hyper_OD	Human-specific	423	8	37.5043881505101	0.2338	0.4095	0.3066	0.2382	0.2677	0.3172	1.48177537650158e-05	0.10060288583123	0.00114194416298656
chr22	44916300	44916653	Human_hyper_OD	Human-specific	354	6	37.4639482613732	0.336	0.7585	0.3517	0.4059	0.366	0.5798	3.66505468053767e-09	0.0477218052313918	2.16725081438503e-06
chr10	28127229	28127802	Human_hyper_OD	Human-specific	574	7	37.0501805200715	0.3409	0.593	0.2521	0.2536	0.1699	0.1769	1.10866718051626e-10	0.979693711137454	2.41279586463261e-23
chr12	113297559	113298427	Human_hyper_OD	Human-specific	869	6	36.7712435611617	0.4828	0.8044	0.5893	0.5716	0.6298	0.6196	1.16269752246869e-25	0.836448555644285	3.97950078079538e-31
chr1	26012876	26013074	Human_hyper_OD	Human-specific	199	7	36.5623788821753	0.4354	0.739	0.4465	0.4179	0.5307	0.2686	1.76916675799755e-07	0.000516090100513691	1.43304577313757e-19
chr5	121518089	121518975	Human_hyper_OD	Human-specific	887	7	36.4928011787098	0.2665	0.6954	0.3532	0.3565	0.2623	0.2281	1.94029724684635e-10	0.384796266091502	2.67683630111295e-23
chr14	91833410	91833642	Human_hyper_OD	Human-specific	233	7	36.445892732673	0.4397	0.7077	0.5115	0.427	0.4864	0.4136	1.46171395033085e-05	0.979821744288765	3.50844821851291e-10
chr10	125019482	125019947	Human_hyper_OD	Human-specific	466	9	36.3656125278819	0.4356	0.9168	0.5061	0.7775	0.6182	0.5964	5.36211111922381e-06	1.39089399911479e-09	2.21031435816712e-55
chr12	99397869	99399447	Human_hyper_OD	Human-specific	1579	12	36.1740642359197	0.4636	0.6176	0.3477	0.3426	0.333	0.1989	0.00654593648632501	1.50894821433897e-10	2.69084286361813e-19
chr2	3776095	3776364	Human_hyper_OD	Human-specific	270	4	35.8022731568509	0.1063	0.7561	0.0746	0.1174	0.2105	0.3612	5.36516697271326e-40	0.520880593849519	4.04281975132232e-33
chr21	33247923	33248107	Human_hyper_OD	Human-specific	185	10	35.4435948739551	0.0878	0.4818	0.0974	0.3018	0.0708	0.0393	0.013555486543718	4.81978450905153e-07	3.47125790167686e-14
chr13	46426026	46426375	Human_hyper_OD	Human-specific	350	8	35.1991627066759	0.0503	0.4841	0.0359	0.1741	0.014	0.1298	6.53410222342449e-09	0.847288076745245	5.8674395272875e-12
chr22	34434884	34435203	Human_hyper_OD	Human-specific	320	7	35.1169143973751	0.4044	0.7134	0.454	0.459	0.299	0.393	2.73216871994957e-08	0.106919852743031	5.38134380275051e-07
chr3	11746183	11746322	Human_hyper_OD	Human-specific	140	8	35.0541755681923	0.2689	0.8678	0.3834	0.7232	0.3879	0.5729	1.38340263791037e-07	0.00187068477030342	1.76092588196531e-15
chr11	22361707	22362209	Human_hyper_OD	Human-specific	503	9	34.9277711308335	0.2624	0.4872	0.3857	0.3753	0.2877	0.3435	8.48140948318573e-10	0.0776509500547235	2.0713188890654e-06
chr14	89256946	89257861	Human_hyper_OD	Human-specific	916	7	34.5897758097476	0.4253	0.7085	0.5121	0.5089	0.4107	0.6044	2.60222012432442e-11	8.59549008907372e-05	4.16772587281046e-05
chr6	13015692	13016135	Human_hyper_OD	Human-specific	444	7	34.4922373430407	0.3699	0.6865	0.39	0.4253	0.4547	0.4431	1.01142287081384e-06	0.160021334136569	2.35009055450317e-19
chr13	111538511	111538846	Human_hyper_OD	Human-specific	336	5	34.4065798781333	0.5893	0.7973	0.3581	0.2753	0.1972	0.0133	1.31766660607863e-11	2.99899802545635e-07	9.49791490961858e-40
chr13	44733120	44733395	Human_hyper_OD	Human-specific	276	9	34.094945812925	0.5498	0.9327	0.5341	0.7208	0.4967	0.666	1.1681068634237e-08	0.553030172112305	2.2474586767343e-14
chr2	56493590	56494699	Human_hyper_OD	Human-specific	1110	6	34.0926679373881	0.3703	0.8624	0.5426	0.7101	0.4722	0.5715	6.47601622570671e-27	0.0778557376592098	1.89404612636897e-38
chr8	81525491	81525547	Human_hyper_OD	Human-specific	57	5	33.9124177443639	0.2338	0.6826	0.162	0.187	0.0282	0.0783	1.01901739817517e-17	0.37342279964334	5.1653280757233e-17
chr2	171574180	171574448	Human_hyper_OD	Human-specific	269	5	33.8635968584121	0.3909	0.6905	0.345	0.3026	0.3466	0.4369	4.13830197817094e-11	0.0350697408572061	9.08041260308323e-05
chr8	102772417	102772842	Human_hyper_OD	Human-specific	426	8	33.6992001294763	0.4982	0.7245	0.5817	0.5286	0.3161	0.268	9.86717872484855e-09	0.792090124172218	3.84506766328115e-13
chr21	17911425	17911688	Human_hyper_OD	Human-specific	264	7	33.5091291680603	0.5353	0.8897	0.5284	0.6172	0.5829	0.7039	2.25015555078117e-13	0.697533744710475	3.08689136840065e-16
chr10	75864130	75864580	Human_hyper_OD	Human-specific	451	6	33.3765980986888	0.4061	0.8439	0.3661	0.5451	0.3251	0.5738	3.41476194278756e-08	0.0996326318394901	2.32726994014634e-06
chr4	47035437	47035796	Human_hyper_OD	Human-specific	360	6	33.3727399009287	0.2629	0.5735	0.2386	0.1879	0.2409	0.3535	3.12864260884222e-11	0.00288631837243972	0.000102541618684147
chr10	128004262	128004492	Human_hyper_OD	Human-specific	231	6	33.1656652251819	0.6991	0.9021	0.6477	0.6007	0.7402	0.6997	1.28007802918484e-16	0.623754041237121	1.57575048201689e-15
chr3	197686318	197686651	Human_hyper_OD	Human-specific	334	7	32.7223908268052	0.1796	0.451	0.0779	0.0909	0.0339	0.0509	5.87632073780326e-11	0.24036702092286	2.75581569744921e-09
chr2	222322632	222323865	Human_hyper_OD	Human-specific	1234	6	32.1285321558751	0.667	0.8928	0.7681	0.6813	0.7254	0.6482	5.38022191375654e-33	0.549720237568033	2.28727657329092e-43
chr16	81038728	81038886	Human_hyper_OD	Human-specific	159	8	31.8424305439518	0.2133	0.5827	0.1146	0.2114	0.0996	0.2015	4.25609254415935e-05	0.582591591593785	3.62127261509882e-05
chr15	63673248	63673420	Human_hyper_OD	Human-specific	173	8	31.7871404804566	0.0878	0.2796	0.074	0.0351	0.1093	0.0612	3.73912759329528e-07	0.804340441563587	5.67889096221154e-10
chr7	3901643	3902030	Human_hyper_OD	Human-specific	388	6	31.7345250574437	0.432	0.7381	0.3916	0.414	0.2351	0.1836	3.99211361744651e-13	0.0228627468910431	6.74990858401131e-24
chr6	3032270	3032669	Human_hyper_OD	Human-specific	400	6	31.7201450273958	0.5457	0.881	0.2868	0.3178	0.4026	0.3699	6.28350238771479e-10	0.375810184168764	2.91365850953364e-21
chr13	26068506	26069012	Human_hyper_OD	Human-specific	507	7	31.6947673361282	0.3447	0.6624	0.4457	0.5191	0.4033	0.4904	2.12963087259255e-08	0.761068784009666	1.18828633087781e-13
chr9	74060816	74061191	Human_hyper_OD	Human-specific	376	5	31.6593205977071	0.192	0.471	0.0801	0.0409	0.0487	0.0259	2.32212324215894e-25	0.709106750520245	4.70172566999855e-36
chr17	40138105	40138395	Human_hyper_OD	Human-specific	291	7	31.5255628797986	0.5096	0.9247	0.6557	0.7985	0.5747	0.6869	1.28251374518673e-14	0.236487987424583	3.46135035835703e-22
chr9	1052762	1053671	Human_hyper_OD	Human-specific	910	6	31.3765834587393	0.1128	0.3552	0.1063	0.1036	0.0647	0.0578	8.77299831005796e-15	0.106233831125433	6.03722744019994e-35
chr2	222290662	222291109	Human_hyper_OD	Human-specific	448	6	31.3156405983436	0.3485	0.8884	0.4034	0.6337	0.409	0.6125	1.28588998854349e-07	0.663044148318881	2.60850259990198e-16
chr12	15551161	15551584	Human_hyper_OD	Human-specific	424	6	31.3147411733716	0.3143	0.7202	0.3571	0.5566	0.3036	0.0517	2.7636270940446e-10	2.72652524688261e-52	1.57168881158539e-110
chr15	70325673	70325780	Human_hyper_OD	Human-specific	108	7	31.2841263013311	0.3745	0.7028	0.4705	0.4468	0.1638	0.1797	2.209621866545e-07	0.661758744253534	7.70689011403478e-14
chr1	60518027	60518785	Human_hyper_OD	Human-specific	759	7	31.1956719910852	0.3278	0.5727	0.4175	0.4433	0.2182	0.1818	1.95211043581652e-05	0.325083416937333	1.38894033536407e-10
chr2	187603107	187604628	Human_hyper_OD	Human-specific	1522	5	31.1858077502152	0.5416	0.9078	0.7261	0.7849	0.7968	0.8302	5.27412258903221e-18	0.638127480482916	2.27234835653719e-25
chr13	111941676	111942825	Human_hyper_OD	Human-specific	1150	8	31.1787313202177	0.5482	0.883	0.6335	0.698	0.5428	0.4041	1.22476300558435e-11	1.17867775488166e-05	2.76590406403721e-34
chr15	30230782	30231067	Human_hyper_OD	Human-specific	286	4	31.1178845826359	0.59	0.8364	0.422	0.2404	0.4135	0.3397	3.97798338604304e-11	0.191615000815862	7.86506200651832e-10
chr1	85068325	85070325	Human_hyper_OD	Human-specific	2001	8	31.08650553417	0.621	0.7967	0.2754	0.2193	0.3852	0.3588	6.7791404944957e-10	0.871337737172763	5.21523536622302e-13
chr18	4352905	4353302	Human_hyper_OD	Human-specific	398	7	30.9266025750819	0.4076	0.6274	0.3677	0.3464	0.4202	0.3163	2.53099233905534e-08	0.259147901315492	6.54158946882096e-23
chr7	69597213	69597447	Human_hyper_OD	Human-specific	235	6	30.8629239065154	0.4586	0.7311	0.2933	0.2012	0.4735	0.337	3.7131583093563e-09	0.812770568199116	5.28580624155345e-12
chr20	8287399	8287868	Human_hyper_OD	Human-specific	470	6	30.6623442459702	0.2984	0.7669	0.3285	0.5334	0.4818	0.4754	2.32959469302622e-10	1.67112353674308e-07	3.8541263609442e-37
