chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr16	79656994	79657532	Chimp_hyper_ND	Human-specific	539	11	55.2306664097447	0.2316	0.0619	0.5721	0.1032	0.6795	0.0258	1.41176637634007e-11	6.19452076502686e-09	8.24717168036656e-97
chr9	97734701	97735700	Chimp_hyper_ND	Human-specific	1000	10	53.7079098028607	0.6916	0.6086	0.9462	0.6901	0.9215	0.7404	2.10957593621126e-19	2.63580977141869e-06	3.09514544972484e-11
chr6	156496018	156497666	Chimp_hyper_ND	Human-specific	1649	10	53.4991032161447	0.3923	0.3045	0.7462	0.3355	0.7387	0.5114	1.02150072443427e-30	7.39081324227444e-07	4.11690584156817e-11
chr15	90097959	90098735	Chimp_hyper_ND	Human-specific	777	7	53.1739260155951	0.5279	0.5804	0.8945	0.5405	0.9236	0.5172	4.61661032787781e-31	0.746671039093138	4.65083674478825e-33
chr14	57527248	57528265	Chimp_hyper_ND	Human-specific	1018	9	52.2879842023408	0.615	0.6966	0.8859	0.6116	0.9208	0.7643	3.72674599189792e-45	0.000640042168289422	1.54778442798055e-30
chr10	2815429	2815589	Chimp_hyper_ND	Human-specific	161	11	51.7138331287926	0.3398	0.1008	0.6857	0.1193	0.7724	0.2031	1.68489029299438e-08	0.831814517942885	3.66266889871698e-10
chr15	98847489	98848068	Chimp_hyper_ND	Human-specific	580	8	51.5674108070115	0.6184	0.7584	0.9212	0.7422	0.8838	0.5387	7.54064658533508e-22	3.33839494194365e-05	2.91336520993251e-47
chr4	55100893	55101363	Chimp_hyper_ND	Human-specific	471	8	51.3964486280141	0.2345	0.1584	0.5703	0.1244	0.5316	0.1539	2.04476143767236e-32	0.0580230880255889	1.8447100869978e-22
chr2	113914442	113914709	Chimp_hyper_ND	Human-specific	268	5	51.1961062831315	0.2591	0.3613	0.7268	0.3394	0.5915	0.3399	1.03767906539068e-31	0.672781957768245	3.34830916419099e-53
chr6	3903483	3904028	Chimp_hyper_ND	Human-specific	546	9	51.0601821631565	0.6688	0.7143	0.9292	0.7215	0.9097	0.4921	6.54238924818511e-11	5.03638293734375e-10	1.9184366395871e-25
chr20	42427414	42428244	Chimp_hyper_ND	Human-specific	831	7	51.0233584154866	0.3117	0.1699	0.7106	0.1736	0.629	0.1759	7.61501432736205e-27	0.00424112703538543	3.55263212772265e-18
chr9	27338162	27338736	Chimp_hyper_ND	Human-specific	575	9	50.5536718878738	0.38	0.2182	0.8116	0.2609	0.7615	0.2944	9.30393252757296e-21	0.0502940475672492	9.16360380150879e-11
chr1	235158163	235159001	Chimp_hyper_ND	Human-specific	839	9	50.5002344757084	0.5718	0.4844	0.8366	0.4212	0.8678	0.276	1.17521210148368e-38	6.01627429395623e-05	2.29967912311437e-49
chr4	188587809	188588273	Chimp_hyper_ND	Human-specific	465	9	50.4521593468159	0.581	0.6637	0.8826	0.6081	0.8213	0.4417	1.51861151758739e-28	0.347549515169345	2.12285570732082e-34
chr10	48442936	48443108	Chimp_hyper_ND	Human-specific	173	8	50.4353170912586	0.5848	0.2144	0.8464	0.1337	0.8843	0.0795	6.01962773215122e-17	0.00308358666751137	5.56849872377009e-41
chr10	116286593	116287249	Chimp_hyper_ND	Human-specific	657	14	49.9747074359268	0.1363	0.1405	0.3064	0.1224	0.3415	0.2276	1.69962524235612e-08	0.0412968313514197	0.0203362201695067
chr14	95828338	95828724	Chimp_hyper_ND	Human-specific	387	8	49.8204851267774	0.6987	0.8222	0.9036	0.6913	0.9175	0.7368	2.07407945479733e-31	0.569760336754354	4.73590930272929e-30
chr15	71479265	71479953	Chimp_hyper_ND	Human-specific	689	9	49.4967441859057	0.4553	0.385	0.7145	0.3384	0.8683	0.5887	2.48626605384366e-18	0.0724220250834824	1.28730783955997e-10
chr17	53800225	53800690	Chimp_hyper_ND	Human-specific	466	10	48.3146465729429	0.244	0.0438	0.4952	0.0375	0.5852	0.0543	6.26734517622073e-12	0.172527729003786	2.3087026089511e-20
chr12	116147312	116147712	Chimp_hyper_ND	Human-specific	401	10	48.2373062862769	0.689	0.5854	0.8421	0.4644	0.8813	0.5434	2.38062185229854e-10	0.780925736268878	8.00231998043929e-11
chr3	87138750	87139626	Chimp_hyper_ND	Human-specific	877	6	47.5174907807723	0.1878	0.2575	0.7899	0.3351	0.9472	0.8109	4.72812272458785e-46	0.000184987141966501	1.27248736083838e-52
chr6	168132241	168132415	Chimp_hyper_ND	Human-specific	175	8	47.3006847770195	0.5433	0.3908	0.9184	0.4466	0.8059	0.4605	1.050811408071e-17	1.61789832363592e-06	6.32262290882519e-08
chr5	4414159	4414711	Chimp_hyper_ND	Human-specific	553	7	47.0938198479585	0.5993	0.662	0.8322	0.6507	0.865	0.669	6.22359537658215e-22	0.721401136126881	1.07939589631737e-12
chr5	172847112	172847594	Chimp_hyper_ND	Human-specific	483	11	47.0626866982162	0.4868	0.1061	0.7018	0.074	0.6567	0.0325	4.63216806261622e-06	0.964836038181877	1.17471065927702e-08
chr13	107285733	107286636	Chimp_hyper_ND	Human-specific	904	7	47.0439271069204	0.6377	0.7614	0.9338	0.7558	0.9214	0.6921	2.61645374765435e-31	0.652452133309046	2.30169718958609e-41
chr21	36308360	36309083	Chimp_hyper_ND	Human-specific	724	8	47.0079154857952	0.5026	0.4159	0.6519	0.3384	0.6537	0.3762	3.47488438450878e-11	0.086205240430195	2.37369726906929e-12
chr6	24546639	24547260	Chimp_hyper_ND	Human-specific	622	6	46.8603191965139	0.5303	0.6694	0.9208	0.7335	0.8997	0.4499	2.88304214213093e-15	5.06049060408337e-10	4.22970953903057e-35
chr10	132756019	132756403	Chimp_hyper_ND	Human-specific	385	6	46.7800426132189	0.4791	0.5939	0.9408	0.6932	0.9267	0.7014	1.78528716558587e-34	0.580103642936897	4.43574807939216e-26
chr6	3912160	3912993	Chimp_hyper_ND	Human-specific	834	6	46.202682839492	0.447	0.3544	0.7347	0.2613	0.8707	0.2349	3.62772055201849e-20	1.69020698256869e-06	4.14727035764973e-41
chr10	50990744	50992346	Chimp_hyper_ND	Human-specific	1603	8	46.01973643722	0.6872	0.7953	0.9284	0.6276	0.9539	0.8279	6.37734760562048e-44	8.95943111032691e-09	1.47826142753574e-35
chr6	148142479	148142731	Chimp_hyper_ND	Human-specific	253	9	44.93571118291	0.0964	0.1115	0.3073	0.0778	0.5837	0.0849	7.80907617451506e-10	5.39678473147037e-07	1.03280536702734e-52
chr5	35161771	35162171	Chimp_hyper_ND	Human-specific	401	6	44.6284970863275	0.2402	0.1735	0.6161	0.1135	0.8381	0.3608	4.22325026557243e-23	0.416351784260948	2.10699449048138e-24
chr4	174336769	174337550	Chimp_hyper_ND	Human-specific	782	8	44.384727369094	0.5853	0.3047	0.819	0.213	0.8416	0.363	5.4872037468166e-14	0.0293055704499676	3.83857627410783e-08
chr1	28782251	28783097	Chimp_hyper_ND	Human-specific	847	8	44.3370993716583	0.606	0.658	0.8311	0.5397	0.8737	0.638	1.5151732996207e-23	0.409592417416033	4.64409593488825e-23
chr1	214398132	214398556	Chimp_hyper_ND	Human-specific	425	12	44.1731532169687	0.1141	0.0154	0.4187	0.0402	0.6557	0.1608	8.80585315770711e-12	0.224558844862268	1.53497103751978e-17
chr4	176891810	176892132	Chimp_hyper_ND	Human-specific	323	9	44.0765256449726	0.5323	0.0728	0.7534	0.0392	0.9214	0.1178	4.05816887851207e-12	0.0467276758630497	1.1012045439905e-16
chr16	52775487	52775949	Chimp_hyper_ND	Human-specific	463	8	43.6857171079239	0.5942	0.2004	0.8752	0.2352	0.8464	0.1353	1.77186430105246e-20	0.0270575405820521	2.09949588882084e-35
chr1	218093160	218093750	Chimp_hyper_ND	Human-specific	591	6	43.5491265520073	0.0802	0.2453	0.28	0.0785	0.6075	0.1442	3.13613449856024e-22	4.36016623010922e-11	6.20442865136378e-54
chr17	70586003	70586421	Chimp_hyper_ND	Human-specific	419	11	43.1121501931537	0.7305	0.3631	0.8803	0.3859	0.8704	0.3811	0.00338914591478358	0.908513856326078	0.000732353936083505
chr6	155732730	155733193	Chimp_hyper_ND	Human-specific	464	7	43.0628043821484	0.5232	0.5989	0.8207	0.5778	0.728	0.5356	1.66890794883234e-18	0.213017691426172	3.9941523138352e-12
chr3	126020060	126020533	Chimp_hyper_ND	Human-specific	474	8	42.6948280167322	0.4874	0.3933	0.734	0.2725	0.8677	0.1958	3.44793581978426e-19	2.18971549869971e-13	3.08953274127548e-58
chr6	5152732	5153070	Chimp_hyper_ND	Human-specific	339	6	42.4966070656541	0.4729	0.2207	0.7278	0.0707	0.8385	0.2724	2.10109522924809e-14	0.0122894157782585	3.63889449038106e-16
chr14	26319053	26319455	Chimp_hyper_ND	Human-specific	403	6	42.1041006749803	0.7267	0.783	0.8886	0.6244	0.9203	0.8066	1.12307984112354e-28	0.00129760760049974	1.52389868875027e-15
chr17	59286899	59287449	Chimp_hyper_ND	Human-specific	551	6	41.5819118325993	0.4982	0.0568	0.8989	0.0495	0.9107	0.019	1.17652813651594e-22	0.104301060847167	2.21651862191492e-40
chr3	77062063	77063708	Chimp_hyper_ND	Human-specific	1646	9	41.5787918774357	0.6672	0.7018	0.8317	0.6158	0.8457	0.7327	3.93199554410052e-11	0.544433408728002	1.61669256669573e-06
chr18	74690843	74691077	Chimp_hyper_ND	Human-specific	235	13	41.2195774033651	0.7385	0.3257	0.9505	0.3901	0.9162	0.3464	0.00114081182485385	0.827315983494837	0.00124186514896873
chr14	75838949	75839730	Chimp_hyper_ND	Human-specific	782	8	41.0843244721253	0.5514	0.2333	0.8858	0.3502	0.8348	0.3531	2.95105205507091e-15	0.289963052138741	1.0255342501975e-13
chr13	106771289	106771627	Chimp_hyper_ND	Human-specific	339	9	40.9286990369845	0.2232	0.1088	0.5503	0.1716	0.7601	0.1946	1.15673425642961e-12	1.35047343284316e-09	7.10023452081236e-38
chr7	103163830	103164249	Chimp_hyper_ND	Human-specific	420	7	40.8934297331432	0.6636	0.594	0.86	0.5277	0.7762	0.4819	5.69588899194814e-12	0.41879791085044	1.23412089113452e-12
chr16	87978827	87978958	Chimp_hyper_ND	Human-specific	132	9	40.6872521138071	0.0281	0.0405	0.2474	0.0381	0.9023	0.6916	1.46468934899929e-09	0.587569904413231	6.78273257473021e-11
chr14	29559806	29561684	Chimp_hyper_ND	Human-specific	1879	7	40.6139932583974	0.7418	0.7034	0.9072	0.6816	0.9403	0.6186	2.15192978147894e-18	8.98348699843261e-05	5.39776798475044e-35
chr9	128521813	128522387	Chimp_hyper_ND	Human-specific	575	11	40.5352169093329	0.1976	0.0445	0.4413	0.0447	0.4987	0.0121	4.70663112719793e-05	0.00466390708486691	1.17209730815601e-17
chr2	171564259	171564770	Chimp_hyper_ND	Human-specific	512	6	40.3688260896677	0.4431	0.5086	0.8516	0.5003	0.9517	0.8167	8.20155603701265e-23	0.000155366265230852	1.33247434765203e-12
chr10	106247637	106248398	Chimp_hyper_ND	Human-specific	762	6	40.2465371286328	0.5375	0.4365	0.8832	0.4368	0.9271	0.5424	1.89632267361004e-17	0.732912598511864	1.07418080895482e-46
chr18	76286801	76287314	Chimp_hyper_ND	Human-specific	514	6	40.1408654878084	0.6657	0.857	0.8808	0.681	0.9453	0.6587	3.964474411e-26	0.000386410995187193	7.69590811226314e-76
chr7	95175661	95176305	Chimp_hyper_ND	Human-specific	645	6	40.1315626344769	0.7775	0.6688	0.949	0.6019	0.9253	0.6677	2.75756952247336e-13	0.0170790538978966	2.12891627533775e-06
chr6	159459523	159460416	Chimp_hyper_ND	Human-specific	894	7	40.0526011666048	0.4823	0.6663	0.8005	0.6118	0.8729	0.497	3.1831140114888e-28	5.04192212211416e-05	7.69721472026539e-76
chr20	56386296	56386595	Chimp_hyper_ND	Human-specific	300	7	39.9223097590797	0.2563	0.2176	0.7984	0.4169	0.9575	0.7955	3.28226229007507e-17	0.00140119940605782	7.16594273973325e-07
chr14	67658348	67658768	Chimp_hyper_ND	Human-specific	421	6	39.8429151701095	0.4453	0.0859	0.8963	0.1152	0.8854	0.1723	1.25789009170609e-13	0.146961434328453	3.32427743466475e-12
chr2	129715344	129716166	Chimp_hyper_ND	Human-specific	823	7	39.3613549310791	0.6674	0.7959	0.9422	0.7673	0.9586	0.8283	7.81667689021245e-27	0.194774653292862	8.63738034905095e-32
chr16	51691932	51692552	Chimp_hyper_ND	Human-specific	621	8	39.0302630917965	0.6907	0.5166	0.8626	0.478	0.9048	0.5677	2.46991251314878e-05	0.51381091648507	2.68252928568126e-05
chr9	137406826	137407182	Chimp_hyper_ND	Human-specific	357	5	38.4903096439245	0.5698	0.4522	0.8375	0.2546	0.9188	0.5337	6.25025671406183e-21	4.78442891748761e-05	1.1772825721201e-18
chr2	202988190	202988571	Chimp_hyper_ND	Human-specific	382	8	38.3673741507294	0.232	0.1877	0.6732	0.3399	0.8683	0.3333	1.33688901221447e-08	1.32947972103859e-06	3.92784380233948e-35
chr10	3517676	3518281	Chimp_hyper_ND	Human-specific	606	8	38.0466740807949	0.7975	0.8086	0.9132	0.7364	0.934	0.7609	2.4604374629794e-10	0.64758082182902	6.29163434558959e-17
chr14	29561942	29562666	Chimp_hyper_ND	Human-specific	725	6	37.6708752184729	0.4962	0.3319	0.7803	0.39	0.8475	0.3464	1.83501807423844e-09	1.38332028425711e-07	1.90745509885588e-42
chr12	92014582	92015079	Chimp_hyper_ND	Human-specific	498	9	37.5527652886651	0.4112	0.2354	0.6664	0.2014	0.7008	0.3424	5.78188996316456e-06	0.223631074842912	2.6257208516106e-05
chr6	161860197	161860338	Chimp_hyper_ND	Human-specific	142	8	37.3432363708275	0.0718	0.0413	0.496	0.1686	0.695	0.1074	8.97791219845019e-05	1.56687144267929e-05	3.84971208088673e-21
chr20	57169199	57169367	Chimp_hyper_ND	Human-specific	169	6	37.0864795153764	0.641	0.286	0.8295	0.1402	0.8922	0.1305	2.85648100800066e-13	0.023486071037731	4.88949522559256e-28
chr5	169781032	169781499	Chimp_hyper_ND	Human-specific	468	8	36.9642861834281	0.5228	0.5475	0.7775	0.5378	0.8664	0.5957	1.27817637530318e-16	0.44199027151594	1.22726421485199e-14
chr11	27033896	27035529	Chimp_hyper_ND	Human-specific	1634	9	36.9608268430162	0.3074	0.146	0.4856	0.151	0.821	0.5365	0.000173856158184372	0.162163439034669	1.39908009794966e-07
chr5	134779093	134779952	Chimp_hyper_ND	Human-specific	860	6	36.8737892872258	0.6385	0.653	0.949	0.7775	0.9272	0.5452	1.03615512995583e-19	1.97676351371751e-13	2.31516688830194e-66
chr15	60419754	60420461	Chimp_hyper_ND	Human-specific	708	8	36.8377760955116	0.1656	0.0087	0.5187	0.0701	0.9137	0.4513	5.13662586722695e-11	0.669965932693838	6.16220792233704e-09
chr2	239758567	239758956	Chimp_hyper_ND	Human-specific	390	7	36.6899914807575	0.7161	0.6587	0.8932	0.6505	0.8716	0.6051	3.56480614439424e-12	0.726497652465399	1.92525579806502e-13
chr11	125132599	125132859	Chimp_hyper_ND	Human-specific	261	8	36.5032092396371	0.262	0.1328	0.5284	0.1338	0.4934	0.0183	1.32121654968337e-15	0.00122323057709145	1.01125616966623e-22
chr20	11959766	11961242	Chimp_hyper_ND	Human-specific	1477	6	36.3434142192591	0.5236	0.5146	0.7324	0.3593	0.6308	0.4732	4.18468234209767e-20	9.6677602042846e-09	8.81517135534548e-10
chr11	133014326	133014515	Chimp_hyper_ND	Human-specific	190	6	36.1131844744255	0.7948	0.7752	0.9468	0.644	0.9154	0.8113	3.5229529849857e-17	1.73125196097856e-06	1.59512319485298e-08
chr11	68919876	68920140	Chimp_hyper_ND	Human-specific	265	9	36.0752463854342	0.7602	0.6864	0.8984	0.6076	0.9538	0.7023	6.46694629874909e-09	0.563062397513451	4.69326870510803e-10
chr6	50348166	50348704	Chimp_hyper_ND	Human-specific	539	6	35.7234830512525	0.2747	0.165	0.5707	0.1096	0.5961	0.0349	2.73506595072388e-09	4.6111995678194e-06	9.99194830186373e-38
chr15	93687573	93688201	Chimp_hyper_ND	Human-specific	629	7	35.5745880006108	0.6048	0.402	0.821	0.2603	0.8149	0.3415	3.45197937528401e-15	0.216108738463602	7.93618372505259e-09
chr14	56686780	56687531	Chimp_hyper_ND	Human-specific	752	6	35.4979105456081	0.6284	0.4714	0.7937	0.3106	0.9013	0.3442	4.11037158470466e-15	0.014783499838342	4.75784984434581e-37
chr16	7459057	7459531	Chimp_hyper_ND	Human-specific	475	10	35.4724166404372	0.6101	0.605	0.8843	0.6538	0.7589	0.5549	2.78726139696187e-08	0.708367320412117	1.3607739229087e-06
chr17	69373176	69373449	Chimp_hyper_ND	Human-specific	274	6	35.4231998530017	0.7031	0.5881	0.8962	0.5038	0.8809	0.5667	5.16289458585013e-17	0.230200547825779	7.25350819858981e-08
chr9	118504848	118505269	Chimp_hyper_ND	Human-specific	422	7	35.2071317281918	0.6666	0.517	0.8483	0.574	0.8371	0.4433	5.81571837625167e-06	1.22036929352541e-05	8.10291423548921e-13
chr13	111893991	111894497	Chimp_hyper_ND	Human-specific	507	10	35.2068224071766	0.5584	0.0784	0.6743	0.0778	0.7488	0.0378	0.0119898042094935	0.100741357017319	4.42560667900232e-09
chr20	18612345	18613059	Chimp_hyper_ND	Human-specific	715	7	35.1974921397632	0.3871	0.2569	0.6261	0.2233	0.6409	0.3978	2.50848905105097e-11	0.0304047486232041	1.32932900904151e-07
chr5	89893881	89894612	Chimp_hyper_ND	Human-specific	732	8	35.076235816225	0.4474	0.1782	0.6381	0.1155	0.7479	0.037	2.68536594381017e-07	4.65609754334763e-08	1.82596878223594e-46
chr14	25646380	25646559	Chimp_hyper_ND	Human-specific	180	4	35.0345695155246	0.7715	0.8459	0.9699	0.7074	0.9016	0.7379	3.69859626899307e-21	0.00176469687780755	3.4925917496673e-12
chr4	169789150	169790102	Chimp_hyper_ND	Human-specific	953	5	34.9878489439092	0.4912	0.5383	0.8762	0.4272	0.7542	0.4757	1.23421244884299e-38	0.00218167382014604	1.11574003544596e-23
chr13	112626248	112626730	Chimp_hyper_ND	Human-specific	483	9	34.8606017663808	0.4067	0.3271	0.5415	0.2198	0.5316	0.2925	1.50032555953707e-07	0.0118963731609026	0.000254830535458649
chr14	99481851	99482805	Chimp_hyper_ND	Human-specific	955	5	34.6218277655962	0.6805	0.6049	0.9356	0.7111	0.8366	0.5064	2.31168380939834e-09	0.840705461273813	1.1108770629911e-17
chr7	2738456	2738728	Chimp_hyper_ND	Human-specific	273	7	34.1863089234381	0.486	0.5902	0.7517	0.5391	0.9251	0.779	2.41408356197267e-08	0.771855561838908	5.474019249295e-07
chr3	20710749	20711424	Chimp_hyper_ND	Human-specific	676	7	33.9400555266767	0.1003	0.0977	0.3685	0.1226	0.5421	0.099	1.12549346532211e-15	2.33170577532287e-08	4.84098071771159e-59
chr14	51326957	51327150	Chimp_hyper_ND	Human-specific	194	7	33.8569413115237	0.0351	0.0048	0.2004	0.0029	0.3307	0.0355	1.05805531156546e-17	0.946561544706414	3.34015819210848e-14
chr18	32173055	32174454	Chimp_hyper_ND	Human-specific	1400	9	33.5723107631378	0.2273	0.1668	0.3884	0.1769	0.6219	0.1145	7.92748268630315e-07	2.42347385055949e-31	1.37436047298498e-114
chr9	20339694	20339921	Chimp_hyper_ND	Human-specific	228	6	33.5665167104588	0.1783	0.092	0.6195	0.2053	0.6957	0.0446	1.95716337496393e-13	2.73045740863752e-15	2.3504538817662e-44
chr14	34249338	34249959	Chimp_hyper_ND	Human-specific	622	6	32.9087562150854	0.6293	0.4843	0.8	0.4575	0.8695	0.2731	1.36192370730997e-05	4.61998809981458e-14	1.45887229926865e-34
