chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr6	21277721	21278888	Chimp_hyper_ND	Chimp-specific	1168	14	54.4781288286609	0.4521	0.336	0.6716	0.3043	0.1916	0.0795	8.55484383716117e-12	2.21692304494669e-12	0.123985368959649
chr3	192231716	192232115	Chimp_hyper_ND	Chimp-specific	400	11	54.2694718816324	0.2188	0.1413	0.3616	0.0775	0.256	0.1779	3.34672042794076e-06	5.0933270372868e-07	0.389418579226033
chr1	245292152	245292702	Chimp_hyper_ND	Chimp-specific	551	8	53.9559693017486	0.7025	0.7192	0.9151	0.5794	0.5146	0.4636	3.66314603295527e-23	3.16519762919256e-10	0.0780192692054373
chr19	57494456	57494885	Chimp_hyper_ND	Chimp-specific	430	7	53.8835620727132	0.3317	0.3514	0.8768	0.4589	0.3094	0.4772	9.23665039600023e-44	1.23265244219169e-48	2.50199170315677e-05
chr5	135372975	135373800	Chimp_hyper_ND	Chimp-specific	826	8	53.1491786495638	0.787	0.7787	0.9516	0.6938	0.5216	0.5346	1.35534690490531e-33	6.5021148576344e-21	0.374734510281152
chr12	82194017	82194304	Chimp_hyper_ND	Chimp-specific	288	7	51.700924638902	0.6425	0.6768	0.8455	0.4728	0.4737	0.4293	3.49542675918028e-20	4.65076567585241e-12	0.248595149467536
chr7	24796009	24798175	Chimp_hyper_ND	Chimp-specific	2167	8	50.9878860427397	0.0891	0.1099	0.7379	0.3915	0.0638	0.0417	1.24369021480773e-53	1.16327699565507e-31	2.29121454500469e-05
chr7	137380355	137381820	Chimp_hyper_ND	Chimp-specific	1466	9	50.1809504753538	0.6724	0.5439	0.8259	0.6273	0.5464	0.6486	4.50504835204434e-06	6.16438991008697e-45	8.48265059014936e-26
chr6	123154275	123155265	Chimp_hyper_ND	Chimp-specific	991	8	49.4473857093119	0.5263	0.3009	0.8039	0.2556	0.474	0.3202	7.50438676095873e-23	2.82566718686355e-29	0.0202230979203766
chr4	41876040	41876600	Chimp_hyper_ND	Chimp-specific	561	11	48.7938277818612	0.5864	0.6909	0.8285	0.6861	0.3623	0.4733	8.58537960280326e-15	3.49356421303945e-13	0.939146497994395
chr6	143268907	143269186	Chimp_hyper_ND	Chimp-specific	280	11	48.6647757473995	0.1952	0.0673	0.4107	0.0664	0.112	0.0342	6.0844163916388e-07	4.6594114332283e-08	0.535324802810919
chr2	5623244	5623609	Chimp_hyper_ND	Chimp-specific	366	6	44.3191690245453	0.506	0.4066	0.8958	0.4621	0.4697	0.2229	8.55470047117968e-13	3.07625194671364e-07	0.00857764030088998
chr19	5417709	5418029	Chimp_hyper_ND	Chimp-specific	321	9	43.5093335195683	0.3527	0.1104	0.6461	0.0729	0.3142	0.0529	4.72529380789368e-10	4.1310569166506e-10	0.0885768162013751
chr9	99226607	99227094	Chimp_hyper_ND	Chimp-specific	488	7	43.2183984573374	0.7013	0.3613	0.9217	0.2506	0.8078	0.73	1.25586061177609e-16	5.77020017143552e-19	0.000184992523572372
chr3	130147107	130149703	Chimp_hyper_ND	Chimp-specific	2597	7	42.8590635584115	0.5627	0.6449	0.8169	0.5591	0.6794	0.5978	1.13422030470827e-17	2.37831537933811e-06	0.000516678459662039
chr15	40337180	40337587	Chimp_hyper_ND	Chimp-specific	408	8	42.6413658623441	0.178	0.007	0.5349	0.0238	0.1626	0.0374	4.59760019386572e-15	3.61829101441644e-52	5.20768585058433e-05
chr3	44148210	44148501	Chimp_hyper_ND	Chimp-specific	292	5	42.4065048369135	0.1598	0.0304	0.681	0.0601	0.3637	0.4489	3.85595809165366e-19	3.87795416735664e-35	1.44312077875289e-09
chr21	44161816	44162459	Chimp_hyper_ND	Chimp-specific	644	10	42.0978289027969	0.4997	0.4739	0.8284	0.5774	0.3341	0.3774	7.96082815067095e-07	6.00992359829806e-16	0.124914755796547
chr8	60556506	60556967	Chimp_hyper_ND	Chimp-specific	462	4	41.2696182164398	0.3373	0.3844	0.714	0.2394	0.0582	0.0365	1.9025672086474e-76	4.89881287034245e-43	0.000259886541639299
chr2	6120445	6120683	Chimp_hyper_ND	Chimp-specific	239	7	40.9449688525399	0.2481	0.3024	0.6778	0.3085	0.3572	0.3068	1.00795205537609e-10	8.58506270255991e-05	0.000414937611804023
chr6	154799632	154800785	Chimp_hyper_ND	Chimp-specific	1154	9	40.5397112022324	0.6452	0.4355	0.8882	0.4091	0.7224	0.4483	2.11401319316233e-15	4.80757639953058e-09	0.846760726281038
chr6	34118930	34119252	Chimp_hyper_ND	Chimp-specific	323	6	38.3296694560133	0.5494	0.2482	0.8493	0.1654	0.6412	0.3191	4.13136980618214e-19	1.30243595989233e-21	0.882168458185473
chr17	74977608	74977876	Chimp_hyper_ND	Chimp-specific	269	6	38.1217680057577	0.6615	0.759	0.9013	0.6095	0.4139	0.5942	5.63402211683964e-23	2.34146355375174e-24	0.197472116956492
chr1	245127396	245127795	Chimp_hyper_ND	Chimp-specific	400	8	37.5412699051715	0.3311	0.1798	0.6428	0.1883	0.3536	0.1091	1.64750686085858e-09	0.0013640678192882	0.00778620714398045
chr5	88999279	89000180	Chimp_hyper_ND	Chimp-specific	902	8	37.3344728984472	0.6094	0.5975	0.7637	0.5636	0.4654	0.5254	5.81472505787203e-08	3.07847381783705e-14	0.0691363101622604
chr17	40541192	40541307	Chimp_hyper_ND	Chimp-specific	116	7	36.9596762334375	0.0554	0.0801	0.3331	0.1368	0.0411	0.0309	2.01072288570116e-13	2.16871072624044e-07	0.0262055267139289
chr5	75919073	75919481	Chimp_hyper_ND	Chimp-specific	409	7	36.7474956726668	0.7526	0.2396	0.9147	0.1987	0.7799	0.5573	6.56684644888781e-11	2.09668481512766e-21	7.91345370556534e-11
chr6	170603777	170604243	Chimp_hyper_ND	Chimp-specific	467	8	36.1966748051012	0.3282	0.1106	0.6835	0.1336	0.2746	0.0727	4.00301044330273e-12	3.00223028264429e-12	0.577299400801745
chr11	129246386	129246684	Chimp_hyper_ND	Chimp-specific	299	8	36.0145292295699	0.2026	0.2395	0.4945	0.2821	0.1856	0.1523	3.75525088693468e-22	2.02636343793412e-07	4.70297453698507e-06
chr12	80610633	80612214	Chimp_hyper_ND	Chimp-specific	1582	8	35.9676112511753	0.7205	0.7887	0.934	0.8246	0.6826	0.6957	2.81212637223804e-16	1.88143113144325e-10	0.0483825822096511
chr10	119998116	119998552	Chimp_hyper_ND	Chimp-specific	437	8	35.8122256537136	0.6831	0.6467	0.8864	0.6931	0.5837	0.6721	6.62362330575175e-08	5.50137196616952e-19	4.54958983024455e-05
chr1	20451530	20451847	Chimp_hyper_ND	Chimp-specific	318	7	35.5686287584388	0.5546	0.5847	0.8335	0.6026	0.3023	0.3486	1.76044665993877e-14	1.42890440730123e-14	0.267505919066515
chr14	23769501	23770035	Chimp_hyper_ND	Chimp-specific	535	6	35.3634455433937	0.1129	0.1848	0.6524	0.3943	0.2665	0.4877	2.48055650927584e-20	1.4981928055992e-52	5.99764661641329e-06
chr11	33713557	33713979	Chimp_hyper_ND	Chimp-specific	423	6	35.2897248748903	0.3027	0.0303	0.6746	0.0362	0.4233	0.1881	3.37826862526084e-10	5.21865414290174e-10	0.00156192499594043
chr15	81474758	81475121	Chimp_hyper_ND	Chimp-specific	364	9	35.0908378448582	0.4533	0.0438	0.6811	0.0458	0.347	0.0426	2.69274010071024e-06	3.27524332519687e-15	0.0121387772108213
chr18	60742558	60743260	Chimp_hyper_ND	Chimp-specific	703	7	35.0355640009286	0.5838	0.6138	0.8316	0.686	0.6316	0.7259	6.46548411773233e-06	2.31037511732214e-07	0.0210977718676989
chr6	1381058	1381453	Chimp_hyper_ND	Chimp-specific	396	6	34.9682944468509	0.0998	0.1945	0.3861	0.2289	0.1349	0.1859	3.27025905744941e-13	1.87203414702095e-08	0.00409080247203008
chr11	65058145	65058709	Chimp_hyper_ND	Chimp-specific	565	5	34.6485545953762	0.4452	0.138	0.8949	0.1576	0.4837	0.0415	2.16224615097836e-19	2.93414060906362e-08	2.17728552656639e-06
chr9	14437451	14438412	Chimp_hyper_ND	Chimp-specific	962	7	34.5477474103715	0.5022	0.4044	0.7183	0.4914	0.3881	0.5017	0.00760108277692926	1.36406144659643e-13	9.41201520609308e-06
chr15	75639278	75639433	Chimp_hyper_ND	Chimp-specific	156	10	34.4236150191791	0.1535	0.1631	0.3681	0.1654	0.0079	0.0326	8.65689946994573e-08	8.5900783049457e-12	0.00569083736722188
chr15	68125697	68126643	Chimp_hyper_ND	Chimp-specific	947	9	34.4013802153902	0.1586	0.0557	0.4443	0.0528	0.0239	0.0229	9.48550594803416e-23	5.26181129304249e-45	1.27226951038115e-19
chr6	502198	502440	Chimp_hyper_ND	Chimp-specific	243	6	34.3996052971515	0.6528	0.6877	0.8898	0.6421	0.576	0.7564	1.1865016841092e-09	2.41442332914162e-18	0.00182322863844234
chr2	116189195	116191443	Chimp_hyper_ND	Chimp-specific	2249	9	34.3354673540481	0.7845	0.6889	0.9205	0.7032	0.6576	0.6674	1.53444153162907e-07	1.73642790509364e-26	6.8677491744321e-09
chr2	85294291	85294521	Chimp_hyper_ND	Chimp-specific	231	8	33.9972171993213	0.4188	0.0885	0.7887	0.226	0.0313	0.0144	2.67423016499632e-05	5.82940057379251e-52	9.03417585241699e-40
chr6	159331342	159331771	Chimp_hyper_ND	Chimp-specific	430	6	33.7064495996948	0.551	0.1525	0.7973	0.1266	0.6734	0.2255	9.41869815945975e-16	2.97067479873781e-11	0.332316565832811
chr9	85676920	85677109	Chimp_hyper_ND	Chimp-specific	190	8	33.4063862451401	0.0739	0.0506	0.2755	0.0504	0.1137	0.0524	7.61963076620992e-12	2.86223500538545e-06	0.109441609971391
chr3	60080911	60081323	Chimp_hyper_ND	Chimp-specific	413	6	33.3096613483971	0.4775	0.2425	0.6261	0.1572	0.4078	0.2202	4.12874430450414e-16	1.87788512599671e-17	0.2424275762249
chr8	5820701	5821295	Chimp_hyper_ND	Chimp-specific	595	5	33.2529586222155	0.4686	0.1671	0.906	0.2405	0.3189	0.0677	1.30142072590963e-13	2.61698889530743e-07	0.94342015990554
chr17	70112608	70112702	Chimp_hyper_ND	Chimp-specific	95	8	32.6978479374335	0.5479	0.5877	0.7123	0.5398	0.2532	0.3263	0.000368545247722518	0.000725319444049859	0.692594827853327
chr6	1379515	1380590	Chimp_hyper_ND	Chimp-specific	1076	9	32.6776042616195	0.0643	0.0583	0.2941	0.0819	0.0457	0.1106	7.23117240029414e-13	8.1554854303098e-29	1.5394219908803e-21
chr2	45418190	45418493	Chimp_hyper_ND	Chimp-specific	304	8	32.4371559965604	0.7987	0.3369	0.9186	0.2654	0.3811	0.1341	2.79759397494802e-06	2.10014986030985e-20	2.50398834899528e-05
chr7	3197407	3197513	Chimp_hyper_ND	Chimp-specific	107	6	32.3550845432291	0.4053	0.5279	0.7511	0.5088	0.43	0.4109	8.33407950392689e-11	0.000809010991717859	0.0224494696927298
chr1	16291582	16292250	Chimp_hyper_ND	Chimp-specific	669	8	32.2141310643791	0.5409	0.0741	0.7922	0.0821	0.4984	0.0258	2.88709931375276e-05	0.0252726904924075	0.111875610665614
chr2	3269458	3269852	Chimp_hyper_ND	Chimp-specific	395	7	31.5389396066389	0.4399	0.4867	0.6554	0.3415	0.3435	0.3124	1.16971546091744e-22	2.6691189696586e-08	0.000501956105724669
chr10	127322200	127322460	Chimp_hyper_ND	Chimp-specific	261	6	31.4960058541414	0.7056	0.3986	0.8671	0.304	0.5944	0.2384	1.46559197906642e-15	3.26903389939264e-10	0.53945096130723
chr2	29504450	29504987	Chimp_hyper_ND	Chimp-specific	538	7	31.1921135088394	0.3136	0.0461	0.583	0.0356	0.3628	0.0268	1.68528803585459e-09	0.000478995291662666	0.0128294439586391
chr5	27702524	27702946	Chimp_hyper_ND	Chimp-specific	423	5	31.0274745894837	0.5919	0.2801	0.8826	0.2901	0.6171	0.5521	1.96334422285827e-14	7.7877738885439e-38	1.34905760629224e-06
chr8	124697240	124697549	Chimp_hyper_ND	Chimp-specific	310	6	31.0139901274768	0.7129	0.7436	0.8754	0.5988	0.7906	0.744	7.05388345086394e-13	5.53798227987944e-10	0.12301735972437
chr12	67840369	67840756	Chimp_hyper_ND	Chimp-specific	388	6	30.9245233135466	0.6177	0.6459	0.841	0.5618	0.6239	0.5949	1.55858639413209e-13	9.55237820019969e-09	0.152742425250233
chr1	224713987	224714510	Chimp_hyper_ND	Chimp-specific	524	5	30.5827276447864	0.5975	0.6007	0.9245	0.6001	0.632	0.5282	1.62287963698508e-16	6.29550470735682e-09	0.00106733526958627
chr18	19929476	19929718	Chimp_hyper_ND	Chimp-specific	243	5	30.5482032319035	0.2826	0.249	0.7104	0.3695	0.3097	0.1761	4.40674290867663e-22	2.46207446694369e-08	3.02578491912777e-05
chr10	71329245	71330001	Chimp_hyper_ND	Chimp-specific	757	4	30.4064126691737	0.3806	0.0375	0.7584	0.088	0.397	0.047	1.21871857410175e-14	1.49678519586456e-18	0.656287450440224
chr8	49676073	49676815	Chimp_hyper_ND	Chimp-specific	743	5	30.3392904367528	0.4014	0.4207	0.7973	0.3469	0.3934	0.4237	2.20830170542686e-32	9.2801268360706e-38	0.233840876586378
chr10	111077051	111079663	Chimp_hyper_ND	Chimp-specific	2613	5	30.1542976705915	0.7972	0.8321	0.9613	0.7913	0.8612	0.7817	2.38661646144578e-63	9.81418674062092e-22	7.6757243913894e-10
chr8	6673940	6674086	Chimp_hyper_ND	Chimp-specific	147	6	29.6370531151719	0.0537	0.0033	0.219	0.0081	0.052	0.0042	9.44647407466191e-11	1.52301403803808e-09	0.805448589345792
chr15	94472838	94473185	Chimp_hyper_ND	Chimp-specific	348	5	29.5418031126818	0.4125	0.1694	0.701	0.1352	0.2952	0.2366	2.30202899594253e-14	3.59970726791342e-23	8.81222701011845e-07
chr10	20103589	20103999	Chimp_hyper_ND	Chimp-specific	411	6	29.1882199986039	0.4478	0.4735	0.718	0.5266	0.3293	0.3388	1.61357847184423e-05	2.73651637839896e-06	0.885031152224251
chr6	166707716	166709102	Chimp_hyper_ND	Chimp-specific	1387	7	28.8872810358892	0.7545	0.629	0.8961	0.5965	0.5747	0.404	2.55094299654803e-21	1.27438306289861e-14	0.536756405358866
chr11	20631403	20632055	Chimp_hyper_ND	Chimp-specific	653	6	28.8081894046291	0.088	0.0604	0.4127	0.1413	0.2243	0.1423	8.03318702215969e-17	1.08295353463111e-07	0.0128482039731805
chr15	45004715	45004828	Chimp_hyper_ND	Chimp-specific	114	7	28.4462503162758	0.6549	0.003	0.8889	0.0182	0.0661	0.0313	3.53402850865613e-05	1.20229220474773e-86	7.61809710455696e-83
chr12	63026597	63026807	Chimp_hyper_ND	Chimp-specific	211	5	28.2087505532113	0.1944	0.0331	0.565	0.0127	0.375	0.2975	1.29608965218641e-17	3.68048816849095e-33	5.89288860017212e-07
chr9	6782191	6782563	Chimp_hyper_ND	Chimp-specific	373	6	28.038003197056	0.7889	0.5834	0.9467	0.4543	0.5758	0.768	8.62128275620209e-11	1.51581118314071e-43	3.94375553097538e-15
chr17	36723257	36723496	Chimp_hyper_ND	Chimp-specific	240	6	27.8890032547279	0.6594	0.8159	0.9542	0.7695	0.7945	0.7591	3.46594767573046e-25	8.0859786052397e-11	1.25825281671534e-05
chr7	51208123	51208671	Chimp_hyper_ND	Chimp-specific	549	6	27.7551855845003	0.7307	0.632	0.8972	0.6298	0.7295	0.716	5.15169508973566e-08	4.86570468395215e-10	0.0675539728136203
chr1	88798909	88799628	Chimp_hyper_ND	Chimp-specific	720	5	27.6881562788743	0.4377	0.2224	0.7571	0.2961	0.4003	0.1914	1.60985428936476e-16	1.36967194160409e-07	0.970151041563621
chr4	4839836	4840751	Chimp_hyper_ND	Chimp-specific	916	6	27.4157424949637	0.3349	0.4625	0.6441	0.4822	0.3253	0.3888	1.5779784348094e-14	6.08003211281887e-08	0.00834041442540647
chr12	108323337	108324194	Chimp_hyper_ND	Chimp-specific	858	6	27.2383118017365	0.6619	0.1403	0.8335	0.1097	0.4067	0.1511	2.38744680093139e-08	4.19184211275685e-48	3.6831606324556e-23
chr5	106892875	106893310	Chimp_hyper_ND	Chimp-specific	436	6	27.1535317762199	0.8123	0.4906	0.9415	0.235	0.8356	0.4364	5.04822336725779e-15	3.55562334770104e-13	0.0591467547861197
chr1	198127581	198127753	Chimp_hyper_ND	Chimp-specific	173	4	27.0300638074024	0.1395	0.0152	0.4447	0.0264	0.1561	0.0176	1.72472372790639e-17	3.96582228826147e-16	0.346038806806601
chr12	12867729	12867916	Chimp_hyper_ND	Chimp-specific	188	8	26.6571623631182	0.4009	0.0465	0.5376	0.0286	0.3902	0.2615	4.3114941903723e-07	1.80568898109465e-54	3.12302689191647e-16
chr4	27085903	27086320	Chimp_hyper_ND	Chimp-specific	418	7	26.6370171946421	0.4159	0.2901	0.681	0.3647	0.4824	0.3878	7.19373591297004e-07	2.46101227527746e-07	0.731148866459892
chr5	38211522	38211785	Chimp_hyper_ND	Chimp-specific	264	6	26.6283248217954	0.6623	0.2956	0.9227	0.3791	0.7617	0.5413	1.24762887034473e-10	2.91530062143747e-16	0.000346600463844378
chr3	73674791	73674880	Chimp_hyper_ND	Chimp-specific	90	5	26.5495814038174	0.1848	0.1487	0.3713	0.1082	0.0657	0.0196	5.81651686304436e-12	9.5548986162368e-05	0.0366576793076201
chr2	110279076	110279299	Chimp_hyper_ND	Chimp-specific	224	6	26.4730189202859	0.5257	0.1927	0.7472	0.1795	0.3455	0.0321	1.22597573125018e-09	0.00141110709484246	0.0292336902748573
chr10	35207847	35208340	Chimp_hyper_ND	Chimp-specific	494	8	26.4610443013857	0.3082	0.2692	0.4777	0.2051	0.1758	0.1196	7.12360380059757e-05	1.67056602287179e-07	0.813638991828952
chr10	88453532	88453861	Chimp_hyper_ND	Chimp-specific	330	5	26.2752701628857	0.4071	0.2425	0.8728	0.3651	0.3952	0.2074	2.16835572981315e-15	1.18991528816475e-07	0.694740052374054
chr5	144510704	144511243	Chimp_hyper_ND	Chimp-specific	540	5	25.8387194150216	0.5551	0.3066	0.8476	0.3722	0.5246	0.528	7.00032544955016e-10	8.00269293906956e-24	1.05646908300156e-08
chr14	78147567	78148741	Chimp_hyper_ND	Chimp-specific	1175	5	25.7012606372398	0.6371	0.6188	0.8332	0.5151	0.6659	0.7319	1.13603292156915e-38	1.09747054646662e-28	0.0323414696425629
chr10	100127451	100127610	Chimp_hyper_ND	Chimp-specific	160	5	25.2645297612325	0.5691	0.07	0.831	0.0462	0.2868	0.2479	4.16018273114646e-06	1.54772589219705e-55	5.50213013717014e-31
chr11	82996134	82996295	Chimp_hyper_ND	Chimp-specific	162	6	24.9067505841679	0.0924	0.0374	0.3308	0.1042	0.0624	0.0118	2.48913435796952e-09	2.74558917231028e-05	0.23000040737532
chr3	149230238	149230581	Chimp_hyper_ND	Chimp-specific	344	5	24.8840160376557	0.1955	0.0546	0.4536	0.072	0.2989	0.0708	7.57573342691814e-10	4.07446810909219e-06	0.0164618736783824
chr2	208007626	208008218	Chimp_hyper_ND	Chimp-specific	593	5	24.8517774267921	0.6449	0.3629	0.7696	0.3191	0.5822	0.2003	0.000927976735610705	0.0157949700029498	0.320459841923645
chr14	73358006	73358241	Chimp_hyper_ND	Chimp-specific	236	6	24.7707393303903	0.2168	0.1845	0.3631	0.14	0.1276	0.1257	1.67959779906363e-09	6.52009049427998e-14	0.561015379574207
chr22	27707981	27708136	Chimp_hyper_ND	Chimp-specific	156	4	24.6454166543613	0.622	0.7483	0.8866	0.6609	0.3552	0.3786	2.21768521558143e-12	5.02791989159505e-06	0.0809042633428931
chr4	81951446	81951636	Chimp_hyper_ND	Chimp-specific	191	5	24.5042608207097	0.1058	0.017	0.7226	0.2113	0.1782	0.0408	1.12714591578187e-13	3.48590931953347e-08	0.472553129748803
chr9	98899725	98899937	Chimp_hyper_ND	Chimp-specific	213	6	24.3621982071732	0.583	0.0198	0.7536	0.0232	0.6209	0.4459	5.37062325108977e-06	3.112707851285e-25	1.05921309518768e-21
chr2	202873615	202874512	Chimp_hyper_ND	Chimp-specific	898	7	24.3486198262356	0.6475	0.37	0.9094	0.429	0.432	0.3358	7.16769396163328e-11	5.45883275899089e-27	5.98983380974371e-06
chr17	27011880	27012053	Chimp_hyper_ND	Chimp-specific	174	7	24.3309347794616	0.6703	0.3019	0.8037	0.2949	0.5944	0.4182	0.000465858612959108	8.38088030817919e-15	1.91350591704356e-07
chr3	140772071	140772291	Chimp_hyper_ND	Chimp-specific	221	4	24.2605468701444	0.3653	0.3229	0.8054	0.3736	0.3185	0.2515	8.21052345867487e-17	4.22615757555934e-08	0.238760607069149
chr7	28429348	28429504	Chimp_hyper_ND	Chimp-specific	157	4	24.2566026466754	0.1093	0.0182	0.3853	0.0168	0.147	0.0071	1.18721130520843e-17	1.53596582282025e-06	0.117949873608261
chr19	17827992	17828401	Chimp_hyper_ND	Chimp-specific	410	4	23.7940678230771	0.4024	0.187	0.6206	0.0978	0.282	0.2225	6.60569015754521e-11	4.79208826297596e-31	0.0590974364908549
chr8	137476713	137477382	Chimp_hyper_ND	Chimp-specific	670	4	23.744103292021	0.701	0.7598	0.9411	0.7495	0.8088	0.7218	6.59780810031763e-20	2.09514236137269e-06	7.50338814426477e-05
chr4	56951370	56951610	Chimp_hyper_ND	Chimp-specific	241	5	23.5482818301318	0.7336	0.7187	0.9075	0.7407	0.6987	0.6993	9.55693143434281e-05	5.18063052177909e-06	0.990415066331115
chr6	122702749	122702926	Chimp_hyper_ND	Chimp-specific	178	4	23.4533849752217	0.0673	0.0157	0.3651	0.0612	0.034	0.0064	2.06390208967691e-08	1.27449623012997e-13	0.124133338572942
chr7	8302728	8302799	Chimp_hyper_ND	Chimp-specific	72	5	23.4509263571389	0.415	0.4319	0.6819	0.3945	0.4399	0.3284	2.36733985799174e-09	0.00342165240181212	0.00504850831841654
chr15	40077430	40077608	Chimp_hyper_ND	Chimp-specific	179	7	23.3298992498593	0.8359	0.7241	0.9493	0.6912	0.6504	0.7383	2.75891466254904e-11	4.14705807452803e-30	3.90969489702716e-08
