chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr2	171675648	171676556	Human_hyper_OD	Chimp-specific	909	12	52.7340801113578	0.0944	0.644	0.0639	0.3446	0.0699	0.5084	5.99822086407061e-09	4.99176110835456e-05	0.0189796751961082
chr10	14510144	14510497	Human_hyper_OD	Chimp-specific	354	8	50.8159686587921	0.6509	0.851	0.5552	0.4318	0.4731	0.7292	9.13097804528672e-11	6.51483935045131e-08	0.712752955342107
chr4	30857510	30858226	Human_hyper_OD	Chimp-specific	717	7	49.8971245514182	0.6809	0.894	0.7582	0.6786	0.7059	0.8438	2.53515036280822e-16	5.36778437779382e-09	0.0775190493902173
chr5	77267685	77268224	Human_hyper_OD	Chimp-specific	540	10	49.2393410029346	0.1594	0.307	0.2519	0.1411	0.1452	0.2778	5.93915222260715e-15	6.11979436771814e-14	0.918163128032144
chr18	13381688	13382160	Human_hyper_OD	Chimp-specific	473	10	49.0881905547231	0.1942	0.375	0.1873	0.1328	0.2158	0.4752	5.52295882766213e-06	2.12092835854451e-14	0.120884673263377
chr3	56207260	56207955	Human_hyper_OD	Chimp-specific	696	12	48.9668569440067	0.2877	0.6222	0.2423	0.3203	0.2652	0.4783	1.2877023774878e-07	0.00787835175041893	0.0143512836857143
chr2	144695514	144696813	Human_hyper_OD	Chimp-specific	1300	10	48.9572929850113	0.2807	0.6455	0.3118	0.3736	0.3313	0.8532	5.8601461639527e-10	7.71839427297053e-46	2.77595686949104e-05
chr4	46996734	46997819	Human_hyper_OD	Chimp-specific	1086	8	48.3023870255521	0.2623	0.7901	0.2523	0.4029	0.3684	0.8631	7.76028464634345e-38	3.92038597783153e-27	0.543130085883693
chr7	139043264	139043571	Human_hyper_OD	Chimp-specific	308	12	47.7096958931358	0.1301	0.436	0.0041	0.056	0.2899	0.6553	0.00893535691296871	3.48222909888158e-05	0.692441675983457
chr9	101366154	101366655	Human_hyper_OD	Chimp-specific	502	10	47.1303098286868	0.1088	0.6577	0.0592	0.2947	0.0647	0.6539	1.98319389592853e-10	6.27306169607439e-19	0.0943255844550042
chr10	3335623	3336484	Human_hyper_OD	Chimp-specific	862	8	45.5296022287152	0.518	0.7013	0.3759	0.249	0.4454	0.6164	1.41264762419606e-11	7.62441673501349e-09	0.574479712108013
chr20	17118383	17119525	Human_hyper_OD	Chimp-specific	1143	7	44.591526772823	0.5165	0.8652	0.7111	0.6034	0.6732	0.8253	1.37674951079195e-40	8.15509474055386e-12	1.13392901101657e-11
chr12	54320827	54321118	Human_hyper_OD	Chimp-specific	292	9	44.3132010674239	0.2195	0.4903	0.2485	0.2092	0.2096	0.4608	3.38423627046383e-16	4.77991383192997e-18	0.916474578899923
chr4	102181106	102181446	Human_hyper_OD	Chimp-specific	341	5	43.9137826426679	0.1814	0.8453	0.2095	0.4399	0.165	0.8621	9.70401380697337e-21	5.66222797604015e-26	0.588419965905607
chr3	4626168	4626775	Human_hyper_OD	Chimp-specific	608	8	43.6085865045467	0.356	0.5921	0.2969	0.2148	0.3812	0.6586	2.01305761915491e-10	1.86807424579456e-10	0.994010076538361
chr2	144475341	144475659	Human_hyper_OD	Chimp-specific	319	7	43.3638680673871	0.4233	0.7567	0.4253	0.3961	0.3974	0.7892	1.13901006902813e-08	3.2373749953742e-09	0.474943838330029
chr3	144927006	144927522	Human_hyper_OD	Chimp-specific	517	5	43.08993794647	0.5308	0.93	0.5715	0.4151	0.3406	0.6959	6.31875594997249e-28	7.5001500449888e-25	0.795444285306801
chr2	173294105	173294823	Human_hyper_OD	Chimp-specific	719	9	42.2975864284237	0.5924	0.7327	0.554	0.4282	0.5628	0.7117	4.23346070086754e-07	4.99493521956292e-08	0.785550034913288
chr7	113723769	113724039	Human_hyper_OD	Chimp-specific	271	11	41.8745642590425	0.3466	0.4554	0.1576	0.0795	0.1463	0.3476	1.04454431121792e-12	1.02761904971213e-19	0.0121968726176397
chr11	57123819	57124215	Human_hyper_OD	Chimp-specific	397	9	41.8076405605864	0.3928	0.6597	0.4418	0.498	0.4307	0.6677	5.61133650248479e-05	0.016482401709367	0.366827366002533
chr1	9797085	9797238	Human_hyper_OD	Chimp-specific	154	6	41.2744503991168	0.3609	0.8358	0.3446	0.3698	0.6858	0.9296	1.48301578715287e-26	1.52219013939879e-11	7.61150685010595e-06
chr2	98861918	98862564	Human_hyper_OD	Chimp-specific	647	5	40.4908508424682	0.5052	0.9185	0.4494	0.4996	0.7571	0.942	5.52830670549084e-21	8.3192891552685e-10	2.97109764362662e-06
chr16	10085889	10086644	Human_hyper_OD	Chimp-specific	756	8	40.356093414801	0.4941	0.8209	0.6688	0.603	0.6085	0.864	4.633475301151e-21	1.00100497525705e-22	0.171490984714971
chr8	119632364	119632826	Human_hyper_OD	Chimp-specific	463	7	39.8246513592139	0.6138	0.8777	0.7515	0.6858	0.7399	0.8673	1.15072925150468e-18	2.82017629992675e-11	3.52246788512e-05
chr11	33640167	33640451	Human_hyper_OD	Chimp-specific	285	8	39.7918066651317	0.3683	0.8253	0.4057	0.4974	0.4035	0.9219	8.74096044619923e-10	1.30275871402341e-14	0.00535209181786828
chr5	173733907	173734181	Human_hyper_OD	Chimp-specific	275	6	39.4972214385394	0.3649	0.9143	0.4082	0.5384	0.4024	0.945	5.27143146842278e-13	1.33938401265721e-15	0.526666798838831
chr2	200951592	200951774	Human_hyper_OD	Chimp-specific	183	6	39.2625106596623	0.4978	0.8761	0.4959	0.5076	0.7229	0.9314	3.42735485524729e-11	2.42743355403893e-05	0.00619826782674286
chr5	10607134	10608058	Human_hyper_OD	Chimp-specific	925	10	38.9195752512477	0.2818	0.4707	0.3673	0.3239	0.3135	0.5167	6.60743854293088e-06	3.30859175349677e-05	0.984136831940751
chr17	71830438	71830686	Human_hyper_OD	Chimp-specific	249	9	38.918713242377	0.3376	0.4805	0.2883	0.1516	0.5205	0.8155	2.4704375829646e-06	4.6909330837767e-20	0.00436201962422929
chr3	64429607	64430000	Human_hyper_OD	Chimp-specific	394	9	38.8498593607653	0.1462	0.7586	0.2499	0.6065	0.2531	0.8327	6.62422991981799e-13	3.25960534733816e-08	0.561318420488293
chr8	969417	969609	Human_hyper_OD	Chimp-specific	193	5	38.6486126452147	0.1822	0.6944	0.2395	0.2817	0.4173	0.8758	1.36327782566648e-19	4.4638754834522e-16	0.747440250571611
chr8	73559112	73559643	Human_hyper_OD	Chimp-specific	532	9	38.4096045374378	0.1381	0.8312	0.1283	0.5693	0.2443	0.9069	1.89251259961681e-06	0.000330489298764529	0.268891800575521
chr13	99104907	99105322	Human_hyper_OD	Chimp-specific	416	7	37.7201956666593	0.697	0.9192	0.8212	0.7285	0.8044	0.957	1.36608035117013e-16	1.14303516594146e-17	0.223621722307649
chr1	214775832	214776027	Human_hyper_OD	Chimp-specific	196	6	37.5962999997215	0.4235	0.6729	0.0388	0.0364	0.3545	0.6116	1.52934483711667e-14	3.78370217368173e-17	0.783859038547251
chr22	36940399	36940662	Human_hyper_OD	Chimp-specific	264	5	37.2733207016877	0.6806	0.9493	0.7657	0.6392	0.6639	0.9471	5.66811648440695e-27	7.55877987967043e-23	0.746468945906299
chr6	160698701	160699255	Human_hyper_OD	Chimp-specific	555	9	37.2027570645514	0.455	0.7266	0.3028	0.2833	0.2962	0.5092	2.23991097439054e-06	2.77618804323836e-06	0.632612059207745
chr2	152425797	152425855	Human_hyper_OD	Chimp-specific	59	5	37.119113783564	0.4197	0.6856	0.3943	0.181	0.6039	0.8514	2.94223128642111e-13	6.70189595775512e-13	0.846922987273769
chr1	224807689	224808956	Human_hyper_OD	Chimp-specific	1268	7	36.2817420365138	0.662	0.7942	0.7137	0.6438	0.7225	0.9087	4.07781256878543e-10	2.68030105980617e-16	0.00776761415021446
chr18	46501457	46501639	Human_hyper_OD	Chimp-specific	183	10	35.7272306543029	0.0917	0.307	0.0307	0.0623	0.0961	0.4144	3.82669886205736e-06	1.04176805263102e-11	0.0111525561647887
chr17	80536734	80537154	Human_hyper_OD	Chimp-specific	421	6	35.6907432453864	0.5748	0.9092	0.7079	0.667	0.5358	0.8771	1.32456267665418e-32	5.51862665898372e-22	0.461396500542896
chr8	946374	946804	Human_hyper_OD	Chimp-specific	431	9	35.6515763544611	0.2727	0.4317	0.3431	0.2746	0.553	0.8191	3.38974570251327e-13	4.05443085088112e-09	0.00161446937475312
chr7	28174974	28176172	Human_hyper_OD	Chimp-specific	1199	6	35.4164414845535	0.6421	0.8459	0.6638	0.6097	0.4531	0.8631	2.97275699987311e-16	3.91172229696409e-30	1.26148897891312e-07
chr15	88620559	88621007	Human_hyper_OD	Chimp-specific	449	7	34.8905829444237	0.3751	0.8351	0.4438	0.6274	0.4148	0.8237	3.8555210135285e-15	1.25260691046207e-10	0.068498926860516
chr17	79000950	79001075	Human_hyper_OD	Chimp-specific	126	9	34.8458553520815	0.0761	0.7435	0.0447	0.339	0.0284	0.6878	1.44851672935765e-06	9.99114196946152e-08	0.975098014440391
chr3	3547901	3548761	Human_hyper_OD	Chimp-specific	861	6	34.7989296153988	0.6006	0.8935	0.5712	0.6407	0.5736	0.8952	3.20893531272911e-07	3.93732678817255e-10	0.367246346437027
chr9	23823640	23824191	Human_hyper_OD	Chimp-specific	552	9	34.7848802577696	0.1333	0.677	0.1163	0.4224	0.2368	0.81	4.16050998401814e-09	2.63430308358949e-09	0.644536905067557
chr2	39906908	39908315	Human_hyper_OD	Chimp-specific	1408	7	34.6442818273988	0.4583	0.853	0.4071	0.6454	0.3685	0.7766	1.42620275113935e-11	3.68264867217755e-06	0.0444248854158944
chr13	53419058	53419429	Human_hyper_OD	Chimp-specific	372	8	34.6008196565683	0.3863	0.7365	0.4507	0.5434	0.5099	0.8589	4.86847671717907e-08	1.0726511699639e-07	0.274482724736863
chr2	3200856	3201160	Human_hyper_OD	Chimp-specific	305	7	34.227266802544	0.6724	0.9326	0.5704	0.6018	0.6607	0.9015	5.13174636994812e-10	8.25973914883783e-06	0.244441252261363
chr11	124609115	124609190	Human_hyper_OD	Chimp-specific	76	10	34.1399038950157	0.358	0.7151	0.4318	0.5431	0.3847	0.9195	0.00253104592005931	2.58166506273792e-10	3.11545933570784e-06
chr1	244869028	244869313	Human_hyper_OD	Chimp-specific	286	7	34.1015438034288	0.6708	0.8683	0.6368	0.5452	0.7733	0.9157	2.09631977342134e-09	7.42083428451054e-08	0.114828776358498
chr4	96471600	96472537	Human_hyper_OD	Chimp-specific	938	6	33.9518380832931	0.3533	0.6212	0.3562	0.2496	0.4045	0.8112	6.93860674708786e-12	4.94955396468521e-22	0.00262218956950142
chr17	75039002	75039927	Human_hyper_OD	Chimp-specific	926	8	33.7017151202724	0.6715	0.8396	0.7201	0.7151	0.6641	0.7892	1.22830894589598e-07	0.000370226858822765	0.0427831916487164
chr16	69960223	69960427	Human_hyper_OD	Chimp-specific	205	6	33.5788147711711	0.3524	0.8584	0.4188	0.5463	0.4277	0.8693	1.45266076875276e-08	3.21209283088727e-07	0.148162172018905
chr7	101480533	101480638	Human_hyper_OD	Chimp-specific	106	4	33.3484982330885	0.5106	0.889	0.2688	0.3013	0.4959	0.8591	1.06497266383672e-16	3.4408273189781e-22	0.488072513959935
chr18	77559765	77559855	Human_hyper_OD	Chimp-specific	91	7	33.3442142523043	0.2281	0.4747	0.2195	0.1492	0.2417	0.4727	4.57072417906978e-06	8.57374553394105e-07	0.89736587615686
chr8	117334052	117334986	Human_hyper_OD	Chimp-specific	935	5	33.2016143825973	0.5091	0.7709	0.5692	0.4892	0.5472	0.7972	7.74812022136189e-21	2.62083530727797e-31	0.126941290389085
chr2	39913645	39914417	Human_hyper_OD	Chimp-specific	773	6	33.0301755599153	0.2116	0.4559	0.2388	0.2175	0.2512	0.4225	9.91494143181106e-11	3.48047696709116e-10	0.0538116590445693
chr17	61010960	61011464	Human_hyper_OD	Chimp-specific	505	6	32.1922323599623	0.3151	0.7016	0.436	0.4567	0.3539	0.6542	1.24306539973144e-10	5.76103948068392e-06	0.0484090342635227
chr20	50346921	50347120	Human_hyper_OD	Chimp-specific	200	6	31.9890353503506	0.6253	0.9552	0.6436	0.6486	0.5474	0.9505	2.4176239077155e-13	1.18615432035845e-19	0.0529573701616254
chr13	74412052	74412276	Human_hyper_OD	Chimp-specific	225	4	31.4464754978573	0.539	0.8262	0.6298	0.5315	0.3771	0.8028	1.67429213030727e-32	6.52630994803427e-64	0.00162954004571009
chr8	24811732	24812034	Human_hyper_OD	Chimp-specific	303	6	31.4085829753818	0.2725	0.7159	0.3923	0.5633	0.5641	0.9249	2.14568755947411e-06	7.41240157340253e-05	0.82975503836334
chr1	72014260	72014543	Human_hyper_OD	Chimp-specific	284	6	31.4036468614446	0.2332	0.782	0.2237	0.5035	0.2193	0.8521	1.50959705496707e-07	6.88952994713275e-17	0.0254610948649368
chr11	18033128	18033458	Human_hyper_OD	Chimp-specific	331	6	31.3926613632493	0.2929	0.4644	0.2809	0.2124	0.27	0.4868	1.41060361782635e-08	1.16093396219811e-26	3.10597760313012e-06
chr9	93881502	93881592	Human_hyper_OD	Chimp-specific	91	6	31.2663606392443	0.3575	0.7271	0.1168	0.1097	0.496	0.8055	4.25122510072379e-06	8.17799348083444e-05	0.285685958147395
chr6	23004110	23004496	Human_hyper_OD	Chimp-specific	387	4	30.9286553277069	0.6542	0.9094	0.4891	0.3265	0.5101	0.7489	9.81979025563257e-20	1.77730908561013e-16	0.0491949021418698
chr5	17304261	17305018	Human_hyper_OD	Chimp-specific	758	6	30.8981005063048	0.469	0.834	0.5703	0.6642	0.4413	0.8292	7.71930021783191e-12	2.92618525052417e-13	0.435048343686486
chr1	223708641	223708829	Human_hyper_OD	Chimp-specific	189	6	30.717532569999	0.5741	0.9227	0.5138	0.5986	0.5639	0.952	5.56592405578775e-14	1.1542776002918e-13	0.150532135638194
chr1	7352264	7352599	Human_hyper_OD	Chimp-specific	336	6	30.5176710101236	0.3858	0.8434	0.494	0.6388	0.4032	0.8525	7.62720166727016e-14	3.81676407373994e-14	0.890278390069625
chr12	128113990	128114339	Human_hyper_OD	Chimp-specific	350	7	30.0044508825032	0.3533	0.5471	0.3541	0.2622	0.78	0.9066	2.34223253681965e-06	4.22528031165703e-05	0.685525248907831
chr2	208119008	208119426	Human_hyper_OD	Chimp-specific	419	5	29.9648444591904	0.3085	0.5232	0.4113	0.228	0.4009	0.702	3.63957296330837e-11	3.71321230355856e-17	0.0316235168761162
chr5	7504086	7504310	Human_hyper_OD	Chimp-specific	225	4	29.6298242109345	0.3083	0.7633	0.2636	0.3064	0.4018	0.8484	4.11988242550175e-11	1.83370704589485e-08	0.585174180096975
chr22	43863476	43863727	Human_hyper_OD	Chimp-specific	252	8	29.075628369068	0.2191	0.7523	0.0214	0.221	0.1118	0.7146	0.0336627973683858	3.90813539760177e-07	0.244156819308661
chr2	101923020	101923729	Human_hyper_OD	Chimp-specific	710	6	29.0639012505235	0.4238	0.6873	0.2708	0.2176	0.6611	0.853	1.77549881973917e-12	5.58051355535807e-09	0.313590093636661
chr18	70205920	70206415	Human_hyper_OD	Chimp-specific	496	6	29.0042478817358	0.506	0.7751	0.5794	0.5965	0.4342	0.7885	1.24034608125621e-10	2.41909993559797e-10	0.0445499030415086
chr14	51544471	51545273	Human_hyper_OD	Chimp-specific	803	6	28.9835330167569	0.2573	0.6747	0.3082	0.4248	0.3249	0.7335	4.82121342634769e-08	1.348000086971e-08	0.770759216615398
chr17	8355913	8356708	Human_hyper_OD	Chimp-specific	796	5	28.8685793032409	0.7194	0.9393	0.7581	0.8115	0.7691	0.9709	2.64150914838352e-15	6.13323926334076e-12	0.727923718518748
chr11	127502457	127503061	Human_hyper_OD	Chimp-specific	605	5	28.6468899277672	0.3012	0.8393	0.2976	0.4757	0.388	0.8886	9.47527021571593e-12	1.0055418838045e-12	0.977044560345849
chr11	45070638	45070731	Human_hyper_OD	Chimp-specific	94	4	28.645620220721	0.1214	0.8475	0.1635	0.4562	0.2801	0.8807	6.966187498388e-14	2.55433590185249e-10	0.0029359354733544
chr7	45126761	45126834	Human_hyper_OD	Chimp-specific	74	4	28.6367540899406	0.5893	0.8934	0.6565	0.5362	0.5618	0.8309	4.5066053558801e-22	1.70947541325e-17	0.245083855244379
chr5	68043768	68044264	Human_hyper_OD	Chimp-specific	497	5	28.2664151957776	0.3972	0.7309	0.4599	0.414	0.4289	0.9244	9.42468567169552e-08	2.48481065572302e-18	9.76632118681059e-06
chr2	84500664	84500797	Human_hyper_OD	Chimp-specific	134	5	28.2089385715899	0.5646	0.8971	0.3017	0.2995	0.4092	0.8506	5.68048173643763e-12	1.54017564498425e-10	0.0419193006664234
chr1	231554407	231555642	Human_hyper_OD	Chimp-specific	1236	7	27.9007456623877	0.1918	0.3307	0.2302	0.1744	0.1275	0.32	1.27378781937332e-08	4.37094417809295e-28	0.042436242500009
chr2	207452818	207452902	Human_hyper_OD	Chimp-specific	85	4	27.7987463880734	0.6215	0.9322	0.6884	0.6305	0.5222	0.8962	1.56730712366727e-16	7.07847868008538e-24	0.427622098307844
chr2	174082069	174082136	Human_hyper_OD	Chimp-specific	68	8	27.7393663299536	0.2019	0.7906	0.0688	0.4277	0.2345	0.843	0.0026056876524195	0.0020366084241648	0.57049545272199
chr3	122839897	122840254	Human_hyper_OD	Chimp-specific	358	5	27.5349672450772	0.7452	0.9465	0.7029	0.5839	0.5394	0.9134	1.88799463597762e-21	1.07462371228992e-15	0.0112146041224717
chr17	8361356	8361826	Human_hyper_OD	Chimp-specific	471	7	27.5189674922003	0.6583	0.8066	0.6677	0.5996	0.5773	0.8617	1.58756307767576e-06	1.96000859920219e-12	0.00520899937904597
chr3	74661639	74662053	Human_hyper_OD	Chimp-specific	415	6	27.4311275152292	0.2554	0.4076	0.2347	0.1846	0.2613	0.4	0.000148957821452074	7.07111522282128e-05	0.814979941071036
chr4	184377837	184378173	Human_hyper_OD	Chimp-specific	337	5	27.4126070218578	0.6914	0.8929	0.5718	0.5146	0.6384	0.756	8.35958992513035e-13	4.17500340357755e-07	0.00492514875136553
chr18	56725143	56725421	Human_hyper_OD	Chimp-specific	279	4	27.2582157969784	0.2292	0.708	0.1867	0.1638	0.4199	0.7123	5.31471386650081e-13	2.03876665609914e-06	1.27737189615625e-05
chr7	132021684	132021997	Human_hyper_OD	Chimp-specific	314	4	27.1944027682771	0.5047	0.8337	0.473	0.4778	0.4912	0.7104	1.36033310782719e-16	2.36642405504578e-06	3.75251574521032e-05
chr13	111877445	111877739	Human_hyper_OD	Chimp-specific	295	6	27.1794619014055	0.3635	0.735	0.3746	0.442	0.6077	0.8604	1.93723760548267e-07	0.000362636997675186	0.0310974357288705
chr5	112375251	112375826	Human_hyper_OD	Chimp-specific	576	4	26.9134004180452	0.3513	0.7813	0.4418	0.438	0.2981	0.7336	9.63435755086006e-15	8.19909430564914e-17	0.931008910051407
chr3	26655510	26655859	Human_hyper_OD	Chimp-specific	350	4	26.8987663178349	0.4228	0.6821	0.4632	0.3553	0.4972	0.838	1.21442395826218e-15	4.72160351181026e-24	0.00340588195242146
chr12	128398551	128399269	Human_hyper_OD	Chimp-specific	719	4	26.7755713958371	0.6924	0.9075	0.7567	0.7159	0.6419	0.8694	2.38711465469658e-13	5.81448063002432e-14	0.640741616984584
chr3	33957333	33957569	Human_hyper_OD	Chimp-specific	237	6	26.7725591275908	0.1165	0.3885	0.1255	0.1558	0.1753	0.5387	7.57513881533478e-07	3.73918269784734e-08	0.23682914349193
chr8	70475388	70475858	Human_hyper_OD	Chimp-specific	471	7	26.6677023443423	0.4492	0.7316	0.4566	0.4616	0.4699	0.6991	1.22467407029646e-09	1.83251633285399e-07	0.652149942976391
chr1	6134597	6134692	Human_hyper_OD	Chimp-specific	96	4	26.6622448024961	0.5282	0.9694	0.5942	0.6267	0.6667	0.9772	5.37161150386409e-14	1.58163560706088e-07	0.00598981509774487
chr5	30772023	30772168	Human_hyper_OD	Chimp-specific	146	4	26.5342717089639	0.402	0.7139	0.3801	0.2928	0.3785	0.741	4.10161042927597e-10	7.79812810672425e-11	0.206644828051681
chr5	163194363	163194986	Human_hyper_OD	Chimp-specific	624	6	26.3457966497371	0.6703	0.7993	0.715	0.6378	0.6462	0.8958	1.00663977667604e-06	5.01480608364919e-16	5.79692109031603e-09
chr16	7382147	7382476	Human_hyper_OD	Chimp-specific	330	4	26.2173431309433	0.3934	0.8625	0.436	0.4689	0.5336	0.8315	1.16493103131374e-41	1.48890511113628e-12	2.32200637107641e-06
chr5	24642979	24643393	Human_hyper_OD	Chimp-specific	415	4	26.0730027554036	0.1148	0.2654	0.0938	0.0223	0.0876	0.3165	3.97981366938852e-11	7.67475768645803e-14	0.0438645318975815
chr2	14660284	14661134	Human_hyper_OD	Chimp-specific	851	5	25.8210985872299	0.34	0.7884	0.4578	0.4302	0.579	0.9182	7.04599246661214e-13	4.02211724879705e-10	0.123985368959649
chr10	437667	438016	Human_hyper_OD	Chimp-specific	350	6	25.7995361304161	0.4168	0.6354	0.5262	0.4568	0.4399	0.6521	3.31851279175448e-07	0.000366149913296673	0.0329371271835803
chr2	99544060	99544287	Human_hyper_OD	Chimp-specific	228	5	25.7848424097426	0.3785	0.93	0.3872	0.6528	0.4012	0.9615	5.21894636137907e-09	3.35660391872653e-10	0.394405839187915
chr1	76082688	76082791	Human_hyper_OD	Chimp-specific	104	6	25.6624763345828	0.3254	0.6367	0.3142	0.3365	0.7188	0.8997	2.6605344511433e-06	0.000551978751218402	0.0386162879877381
chr10	10335647	10336540	Human_hyper_OD	Chimp-specific	894	6	25.4881230570182	0.1826	0.4827	0.1917	0.2748	0.4579	0.795	3.94161027408354e-06	1.98543962327683e-11	0.318193537601015
chr6	88874656	88875236	Human_hyper_OD	Chimp-specific	581	5	25.4651098444071	0.1506	0.4694	0.1929	0.3511	0.2362	0.7248	2.56955906016218e-05	3.6801994577498e-21	5.43103336873696e-06
chr9	78525948	78526487	Human_hyper_OD	Chimp-specific	540	5	25.4506835971553	0.4316	0.6611	0.535	0.5128	0.6029	0.8094	2.39407613556916e-07	1.02001084902397e-06	0.412829860348103
chr3	3106801	3106926	Human_hyper_OD	Chimp-specific	126	5	25.3057208489688	0.6739	0.9191	0.1197	0.096	0.4805	0.8502	1.64885426444649e-07	2.02183091170821e-12	0.0567375651840509
