chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_interaction_HvsC	Bonferroni_interaction_MvsC	Bonferroni_interaction_MvsH
chr1	10570640	10573205	Human_hypo_ND	Human-specific	2566	24	126.639826536898	0.6412	0.8659	0.8412	0.8288	0.8892	0.781	6.28884991943336e-16	1.47262864888534e-05	4.44088188538649e-41
chr2	220231264	220232844	Human_hypo_ND	Human-specific	1581	17	125.605892094672	0.6761	0.9384	0.9629	0.9374	0.8961	0.9203	1.4562186027052e-58	3.35662146824467e-06	3.53962458977419e-35
chr12	132204913	132205712	Human_hypo_ND	Human-specific	800	16	121.195720249111	0.4706	0.8761	0.9038	0.8984	0.7949	0.8098	3.77522485853656e-28	0.0344530475198174	1.19045229733138e-22
chr15	42109129	42110316	Human_hypo_ND	Human-specific	1188	22	121.156315524313	0.5214	0.9352	0.8008	0.9275	0.8663	0.9236	1.09491994742905e-31	0.000108461598149966	3.02491631469465e-65
chr6	104543109	104543748	Human_hypo_ND	Human-specific	640	12	121.08897537005	0.5171	0.9404	0.9509	0.9311	0.9308	0.8119	8.85135676346602e-69	0.00079916917095299	8.57230202699734e-71
chr3	193375369	193376798	Human_hypo_ND	Human-specific	1430	17	119.943298952595	0.6701	0.9463	0.958	0.9439	0.9362	0.948	7.49202177219758e-87	0.00732545212837759	6.95868843774828e-47
chr5	14379719	14381127	Human_hypo_ND	Human-specific	1409	16	119.887463576718	0.4419	0.9022	0.8512	0.8952	0.7954	0.604	5.98356351630076e-44	1.8627620473758e-19	8.28449928186654e-76
chr15	81248030	81248809	Human_hypo_ND	Human-specific	780	14	115.895705706693	0.592	0.958	0.9699	0.9646	0.9591	0.9551	1.07168586310612e-72	0.751145267875	1.5621521546385e-71
chr8	144825400	144826039	Human_hypo_ND	Human-specific	640	11	113.343324916305	0.3452	0.7932	0.9045	0.8176	0.9658	0.9428	5.88611970395076e-75	0.00655800797702683	3.22346306978772e-69
chr20	20312813	20315847	Human_hypo_ND	Human-specific	3035	16	112.755394405065	0.461	0.9114	0.8807	0.9206	0.9146	0.9082	5.56045096058751e-57	2.83857770385889e-07	1.3651269663355e-113
chr8	9995678	9998042	Human_hypo_ND	Human-specific	2365	15	110.596883617695	0.3274	0.7535	0.6915	0.7755	0.7641	0.808	1.66201739148076e-44	1.639426918857e-07	1.7851274644618e-83
chr7	18422865	18423512	Human_hypo_ND	Human-specific	648	14	109.21696912312	0.5526	0.9646	0.9537	0.9551	0.9029	0.89	1.67306819825918e-64	0.283963962695831	7.44297239585803e-51
chr9	132890536	132892335	Human_hypo_ND	Human-specific	1800	21	107.198013644934	0.476	0.8314	0.8186	0.8189	0.7613	0.7705	1.64822872292878e-16	0.684941236828536	8.00266125136839e-23
chr7	55617891	55618478	Human_hypo_ND	Human-specific	588	16	105.425100330809	0.4265	0.9531	0.7671	0.9551	0.8249	0.8669	1.68129573676998e-31	1.16532141948123e-11	1.74512944546993e-101
chr4	185186764	185187403	Human_hypo_ND	Human-specific	640	12	103.511533124511	0.4037	0.8817	0.8638	0.8801	0.7852	0.939	1.73438271671301e-36	2.26198314683602e-07	1.65737601766278e-14
chr12	132614958	132616592	Human_hypo_ND	Human-specific	1635	15	102.337293550245	0.7202	0.9463	0.9566	0.9298	0.9461	0.9236	4.21313875643532e-46	0.40493323146464	2.75213196718491e-62
chr2	85284332	85284998	Human_hypo_ND	Human-specific	667	13	101.010906190505	0.3257	0.9007	0.8101	0.9452	0.6548	0.6818	1.05716171954374e-33	9.69160092416253e-05	1.06111867952954e-37
chr17	80877308	80878624	Human_hypo_ND	Human-specific	1317	21	100.86629852987	0.5653	0.8634	0.8989	0.935	0.9587	0.9126	4.76383957850993e-09	1.41877114981187e-15	1.16076258786821e-26
chr2	42276282	42279933	Human_hypo_ND	Human-specific	3652	18	98.8335618276552	0.6142	0.8783	0.8826	0.8807	0.7917	0.7271	4.07299996512449e-18	0.00440717558962653	1.7694912457596e-37
chr3	37541187	37542536	Human_hypo_ND	Human-specific	1350	10	97.4493463509383	0.4699	0.9176	0.9255	0.8658	0.951	0.8605	1.63778996574296e-117	0.080752993148868	5.16784913488683e-139
chr11	128649915	128650739	Human_hypo_ND	Human-specific	825	14	96.8660396933736	0.625	0.9419	0.9552	0.9462	0.8858	0.9655	1.77072207027765e-29	5.0445889799206e-11	6.55151067183284e-14
chr16	270083	270932	Human_hypo_ND	Human-specific	850	11	96.8289393505353	0.481	0.8491	0.775	0.7227	0.6514	0.6986	4.01354493333486e-47	6.11848875098654e-10	6.02094573862277e-27
chr9	36504877	36505747	Human_hypo_ND	Human-specific	871	16	96.7031706681611	0.5017	0.9341	0.8852	0.9451	0.8632	0.9604	5.08615597442403e-31	0.000489473338896669	7.86620348125765e-18
chr21	45775436	45776847	Human_hypo_ND	Human-specific	1412	16	94.8358678878585	0.5221	0.8779	0.8729	0.9022	0.9386	0.9094	1.89826242853237e-23	1.46253163935971e-05	3.31406224334631e-42
chr7	139273235	139274952	Human_hypo_ND	Human-specific	1718	11	94.7837611836947	0.4705	0.7124	0.818	0.6263	0.9136	0.8048	2.96031478843308e-45	0.19575458980013	6.81833239644041e-54
chr20	36168381	36169150	Human_hypo_ND	Human-specific	770	10	94.555597551057	0.4713	0.897	0.9224	0.9026	0.9002	0.893	2.36758004313894e-41	0.299806452025653	1.7817111409178e-38
chr11	21392162	21395541	Human_hypo_ND	Human-specific	3380	14	91.5830251852471	0.6612	0.9028	0.8492	0.8267	0.8615	0.831	3.34411854555966e-27	0.616472939517433	7.51098412006814e-52
chr10	120804176	120805232	Human_hypo_ND	Human-specific	1057	13	90.9632434426361	0.5716	0.9509	0.9382	0.9597	0.8966	0.8839	2.9753098917078e-26	0.0102461277356736	3.07225822366949e-82
chr15	86166070	86167976	Human_hypo_ND	Human-specific	1907	14	90.1771282655671	0.6148	0.8567	0.9078	0.8588	0.9081	0.8572	1.3879145242868e-35	0.482049124517803	7.12023007397003e-53
chr18	5982977	5983693	Human_hypo_ND	Human-specific	717	12	90.1307517279027	0.5921	0.9569	0.9103	0.9429	0.8731	0.8551	1.74332019795603e-43	0.0013626078449801	6.12163941135402e-77
chr10	131904410	131906435	Human_hypo_ND	Human-specific	2026	17	89.8699497877261	0.5666	0.8858	0.8388	0.8986	0.8578	0.7102	2.13513608560072e-16	1.27509228038357e-22	2.19385567892668e-61
chr8	101662095	101662839	Human_hypo_ND	Human-specific	745	10	89.0846932402098	0.4883	0.9108	0.9304	0.9025	0.9144	0.9463	1.20586025009741e-39	2.41059909050743e-05	6.59297501484468e-29
chr8	29193340	29194374	Human_hypo_ND	Human-specific	1035	12	88.7088483753242	0.6307	0.9512	0.9346	0.9365	0.9358	0.9105	9.55617036106167e-54	0.217585209517621	2.24248368250794e-150
chr5	428068	430325	Human_hypo_ND	Human-specific	2258	16	88.6847954944036	0.5404	0.7999	0.8868	0.9228	0.9343	0.8561	2.94732114527139e-17	5.55652712573415e-14	1.99543814392572e-69
chr9	140374164	140374609	Human_hypo_ND	Human-specific	446	17	88.2640231836672	0.5036	0.8921	0.8139	0.8665	0.7016	0.8463	2.46249867537719e-16	0.00926245653769581	1.97881795054003e-15
chr2	236916441	236917061	Human_hypo_ND	Human-specific	621	11	87.6181594094712	0.5225	0.7856	0.9204	0.7686	0.8766	0.7073	1.55806884435154e-42	0.624469719280618	2.35659452853811e-43
chr8	19700645	19702674	Human_hypo_ND	Human-specific	2030	10	87.6025571537057	0.4114	0.7863	0.8672	0.8967	0.7509	0.9125	1.29957375313053e-36	4.81668904488045e-11	8.24630345579953e-14
chr17	700978	701771	Human_hypo_ND	Human-specific	794	14	86.7257245486853	0.5568	0.9323	0.912	0.9292	0.8415	0.8149	1.45089893509149e-36	0.0718126668780361	1.86607689392182e-54
chr8	48647329	48649054	Human_hypo_ND	Human-specific	1726	19	86.3920453163026	0.411	0.5981	0.6684	0.5951	0.6874	0.7026	1.84917955264012e-06	0.350189944576645	3.26443073827188e-06
chr5	2041225	2041745	Human_hypo_ND	Human-specific	521	21	86.3198923458011	0.7737	0.9421	0.927	0.932	0.9282	0.9153	2.83626077960449e-13	0.175133017990662	3.8995982520529e-18
chr2	69621675	69622874	Human_hypo_ND	Human-specific	1200	15	86.2968349350739	0.6298	0.9611	0.916	0.9625	0.8646	0.9594	8.06862404523668e-15	0.0534487166415527	3.08339016395682e-17
chr14	74777753	74778764	Human_hypo_ND	Human-specific	1012	15	86.0286720518728	0.6042	0.9452	0.9178	0.9498	0.9312	0.9375	2.22084533607786e-30	0.18055189624724	1.34521475946203e-53
chr15	48715266	48718056	Human_hypo_ND	Human-specific	2791	14	85.9590445168915	0.5715	0.9361	0.8577	0.9312	0.9364	0.9177	1.87256600779006e-28	5.20705985857452e-14	2.05388080334623e-92
chr6	169361158	169361978	Human_hypo_ND	Human-specific	821	17	85.5635639304429	0.6663	0.9599	0.8845	0.9476	0.9586	0.9432	8.76614070303187e-17	7.83730167278029e-08	2.11253396016635e-59
chr8	1074804	1075866	Human_hypo_ND	Human-specific	1063	13	85.3288647607233	0.5568	0.9451	0.9139	0.9552	0.7808	0.8837	1.00483743790539e-55	0.732706272472693	6.04527082573156e-26
chr19	29759740	29761418	Human_hypo_ND	Human-specific	1679	12	83.8417992258042	0.4857	0.7445	0.8842	0.8623	0.8637	0.8482	9.39550077078312e-18	0.371696594893373	5.15193156373952e-16
chr8	27927253	27927845	Human_hypo_ND	Human-specific	593	11	83.6142740038618	0.6469	0.9005	0.9495	0.8592	0.9748	0.9476	3.06485136000751e-43	0.0011405517418902	6.73077495176251e-36
chr10	123448415	123449817	Human_hypo_ND	Human-specific	1403	16	83.3602066484047	0.7285	0.9497	0.8587	0.8544	0.9493	0.9508	1.19278345472684e-27	0.999479162213834	1.81188669336121e-53
chr2	202717951	202718891	Human_hypo_ND	Human-specific	941	15	83.3453845375251	0.5866	0.899	0.9137	0.8697	0.954	0.9569	4.10255854276766e-46	2.82053424083977e-08	5.66566380189014e-34
chr17	709765	710038	Human_hypo_ND	Human-specific	274	10	83.2242265048807	0.3599	0.8631	0.9233	0.8727	0.868	0.7531	8.04412116843354e-48	0.181013806168937	2.22460583059724e-60
chr12	131305205	131306093	Human_hypo_ND	Human-specific	889	17	83.2071974646135	0.6536	0.8448	0.9265	0.8875	0.9119	0.905	4.63453753984468e-27	0.155593926592027	3.29163758182715e-15
chr16	78716847	78717590	Human_hypo_ND	Human-specific	744	12	82.8223234631615	0.4924	0.9507	0.8184	0.8651	0.8407	0.9641	4.2712861254239e-18	0.0362056681615747	6.64584346915519e-26
chr12	121244125	121244773	Human_hypo_ND	Human-specific	649	13	82.7938753390017	0.634	0.9463	0.9524	0.9551	0.9221	0.9676	2.38804778746272e-45	0.000685577931101336	6.52022467892207e-27
chr22	19892663	19894265	Human_hypo_ND	Human-specific	1603	18	82.6665251703031	0.8047	0.9477	0.9135	0.9443	0.9539	0.9456	2.46169914373558e-14	2.94717968200999e-05	1.50531228185698e-44
chr1	238068415	238071047	Human_hypo_ND	Human-specific	2633	13	82.1945763017964	0.7111	0.8843	0.9556	0.9249	0.9402	0.937	2.9881650809567e-49	0.0149307245817982	1.3152180952068e-18
chr15	86164391	86165814	Human_hypo_ND	Human-specific	1424	15	81.7520475408804	0.6762	0.9132	0.8949	0.9202	0.9314	0.8976	6.36181754188757e-29	1.43145705388698e-08	6.57713398133706e-65
chr15	73045027	73047414	Human_hypo_ND	Human-specific	2388	10	81.2918361478381	0.4812	0.8955	0.8763	0.896	0.8279	0.9462	3.57000257558234e-37	2.06266323680617e-12	4.28262761445735e-19
chr13	110873836	110874359	Human_hypo_ND	Human-specific	524	11	81.1710418498704	0.3896	0.8641	0.8777	0.9385	0.9411	0.9193	5.31883990265128e-62	5.41482835575295e-08	3.38436146278573e-178
chr5	6598614	6599475	Human_hypo_ND	Human-specific	862	10	80.8570910240726	0.4523	0.827	0.9254	0.9157	0.901	0.7148	9.60452930976542e-35	1.10131391994395e-14	9.25911661314191e-80
chr7	158482080	158483076	Human_hypo_ND	Human-specific	997	8	80.8387826743978	0.5557	0.952	0.9393	0.9203	0.9605	0.9449	3.82650568882346e-61	0.872687768658099	1.45115545238594e-99
chr2	6562710	6564246	Human_hypo_ND	Human-specific	1537	13	80.480613533523	0.6217	0.9077	0.8693	0.9165	0.8012	0.9339	1.29739183591441e-42	1.23247259147875e-07	5.02461957788135e-19
chr20	44435161	44436264	Human_hypo_ND	Human-specific	1104	14	80.3630692507431	0.5729	0.8575	0.9208	0.9244	0.9221	0.9608	3.52475371476489e-34	0.000346582369837202	2.20849197262871e-17
chr6	38235608	38237268	Human_hypo_ND	Human-specific	1661	15	80.209214787635	0.7201	0.8561	0.8766	0.8326	0.9628	0.9624	2.6245824039596e-12	0.00850921786205285	3.44137211871755e-12
chr15	93653586	93654895	Human_hypo_ND	Human-specific	1310	13	79.3601197552355	0.6646	0.9501	0.9264	0.9427	0.8837	0.927	4.11234927324303e-20	0.215534692399774	8.96903984951672e-19
chr9	8352041	8352939	Human_hypo_ND	Human-specific	899	12	78.7173277380771	0.6955	0.9157	0.9483	0.8685	0.9332	0.9526	7.73770819930236e-66	6.62748624501705e-17	7.34276224440909e-24
chr4	38121590	38123188	Human_hypo_ND	Human-specific	1599	15	78.4331337746289	0.5872	0.9049	0.8092	0.8891	0.8436	0.8369	1.44429684095392e-14	8.19656222676827e-06	4.37350101923706e-37
chr9	138162147	138162560	Human_hypo_ND	Human-specific	414	15	78.134757942594	0.6436	0.8974	0.9298	0.8878	0.9141	0.939	6.12632699217773e-13	5.55928631407539e-05	3.93148696669151e-08
chr9	95369567	95370737	Human_hypo_ND	Human-specific	1171	9	77.8741866713007	0.3819	0.8072	0.8069	0.6838	0.931	0.8497	5.71900153857826e-56	0.475609954565764	3.58283774071849e-101
chr4	40611405	40612443	Human_hypo_ND	Human-specific	1039	11	77.707855324023	0.629	0.9609	0.9504	0.9587	0.9463	0.8436	2.53568823415982e-59	7.08903991649014e-23	8.24475475882673e-117
chr5	32314653	32315563	Human_hypo_ND	Human-specific	911	13	76.8778344832562	0.5194	0.8318	0.8618	0.8667	0.7788	0.8854	2.30642349517188e-31	2.19877682517791e-06	9.54041962160216e-07
chr4	152601155	152603165	Human_hypo_ND	Human-specific	2011	12	76.6688750683532	0.6927	0.9505	0.8929	0.905	0.8763	0.9204	2.46319230876164e-38	0.0382702946989716	8.41667717234654e-31
chr13	99101434	99101837	Human_hypo_ND	Human-specific	404	14	76.4402912544554	0.6241	0.8904	0.9506	0.9532	0.9003	0.9426	1.54855470329345e-28	0.00936354540412528	1.10821853027481e-21
chr10	75908691	75909019	Human_hypo_ND	Human-specific	329	12	76.1129475524533	0.5809	0.947	0.8991	0.9149	0.9514	0.9516	7.28403244496034e-32	0.22607788530988	4.75922118587368e-33
chr8	141114372	141114923	Human_hypo_ND	Human-specific	552	11	75.5425791158802	0.3851	0.9358	0.767	0.8802	0.8139	0.8173	8.01829813979686e-27	0.00907393378086784	7.88486008424997e-70
chr6	126428262	126429178	Human_hypo_ND	Human-specific	917	13	75.3762325970874	0.5811	0.8014	0.741	0.6996	0.8495	0.762	3.43123914274467e-12	0.0269195433395968	3.80534842162064e-24
chr17	27386296	27387146	Human_hypo_ND	Human-specific	851	10	74.483787386145	0.495	0.9154	0.9174	0.922	0.8888	0.9359	2.91513628332722e-24	0.0288345421564109	7.60543815737762e-22
chr17	4089332	4090348	Human_hypo_ND	Human-specific	1017	11	74.1940829096218	0.5544	0.9351	0.8776	0.8927	0.8532	0.939	3.40271871097676e-49	7.84669617228557e-05	9.56109378949771e-29
chr3	4336926	4337416	Human_hypo_ND	Human-specific	491	8	74.1881694800058	0.3329	0.8806	0.8171	0.8815	0.9459	0.8961	4.48025029217659e-34	1.71951046042954e-11	1.53446475480533e-73
chr17	178886	180792	Human_hypo_ND	Human-specific	1907	10	74.0556464274783	0.7249	0.928	0.9587	0.9532	0.9199	0.8939	4.76372331046716e-30	0.00384119864197546	2.52106268089681e-39
chr15	77264623	77265235	Human_hypo_ND	Human-specific	613	11	73.8223146095564	0.2406	0.8805	0.6629	0.9035	0.7211	0.9183	7.18580621476079e-34	0.324098323528849	8.14377193053112e-42
chr11	70855467	70856554	Human_hypo_ND	Human-specific	1088	10	73.8196196295246	0.627	0.9361	0.9541	0.9049	0.9426	0.909	3.61546437848865e-74	0.974276684871882	5.99860957934164e-104
chr12	133043760	133044383	Human_hypo_ND	Human-specific	624	11	73.5805088951521	0.3874	0.7258	0.7222	0.6381	0.9637	0.8142	2.93580281373624e-27	0.000155870154380902	4.19233178346407e-117
chr17	4098246	4098863	Human_hypo_ND	Human-specific	618	16	73.51788707869	0.3867	0.805	0.5847	0.7763	0.8774	0.8891	2.63612230219691e-07	8.65998081843583e-07	4.45215980916318e-20
chr18	76255989	76256543	Human_hypo_ND	Human-specific	555	14	73.1947278154482	0.6469	0.9346	0.8131	0.8408	0.8937	0.843	1.28177754662423e-26	0.00251853092680322	1.68969303765431e-47
chr6	33228341	33228982	Human_hypo_ND	Human-specific	642	13	73.1365110549729	0.6609	0.9114	0.9285	0.9155	0.9582	0.9499	9.11345860161548e-27	0.737530918370904	8.32461116728263e-24
chr22	36893989	36895187	Human_hypo_ND	Human-specific	1199	12	72.845084386523	0.6899	0.9089	0.9286	0.8847	0.9624	0.8861	1.4197402669027e-24	0.0921041967236726	8.03720439205756e-36
chr10	12687342	12688300	Human_hypo_ND	Human-specific	959	11	72.8034124478327	0.3542	0.9176	0.8027	0.9234	0.5858	0.8608	1.58478696664826e-28	0.00106447857516978	3.69791997397764e-28
chr9	138128654	138129561	Human_hypo_ND	Human-specific	908	10	72.7973481386187	0.4582	0.7559	0.8806	0.8125	0.9095	0.8833	1.4282796838537e-33	0.480893502386664	4.59591577848177e-32
chr2	75870362	75872732	Human_hypo_ND	Human-specific	2371	12	72.586710954192	0.6367	0.9246	0.9283	0.925	0.9178	0.8374	6.63340388952569e-50	6.77080432921099e-07	3.6815546043216e-58
chr7	158830125	158831646	Human_hypo_ND	Human-specific	1522	13	72.5138138893001	0.4379	0.7083	0.6826	0.6966	0.675	0.7948	8.64910080102639e-20	0.000807264620133062	1.34700698528046e-05
chr6	151857326	151858458	Human_hypo_ND	Human-specific	1133	16	71.8570152023534	0.6035	0.9143	0.9007	0.9248	0.9137	0.8362	2.1285326994191e-18	2.58161396645359e-11	6.59647914297486e-81
chr11	128772752	128773290	Human_hypo_ND	Human-specific	539	10	71.830281004208	0.479	0.9572	0.7	0.8023	0.9166	0.8773	3.21373514708644e-35	7.44584921455149e-13	3.38075973705702e-92
chr4	38932087	38933113	Human_hypo_ND	Human-specific	1027	10	71.4798528668412	0.5321	0.8776	0.8831	0.9009	0.9646	0.9278	2.4704347120588e-45	1.30135364722055e-06	2.34444201698901e-71
chr8	903382	903794	Human_hypo_ND	Human-specific	413	9	71.4318414839889	0.6249	0.8202	0.9501	0.8225	0.9004	0.8401	2.91245713401929e-89	4.07516611716217e-06	5.25688072502102e-46
chr2	240244884	240246009	Human_hypo_ND	Human-specific	1126	14	71.1785262286171	0.46	0.9403	0.7837	0.9494	0.8119	0.9176	2.22609136308725e-11	5.2592189317796e-05	3.83278737016279e-26
chr3	25495559	25496508	Human_hypo_ND	Human-specific	950	16	70.8943667879377	0.4912	0.9049	0.7401	0.9183	0.7386	0.9065	1.10495409354919e-09	0.670044315540052	2.10683740630356e-12
chr17	5828802	5829430	Human_hypo_ND	Human-specific	629	8	70.6441068520806	0.4194	0.8979	0.9273	0.9195	0.9346	0.8885	1.01239011967979e-38	0.228483633603284	3.32542001961665e-86
chr9	77385785	77386640	Human_hypo_ND	Human-specific	856	13	69.9972827039811	0.7007	0.8868	0.9303	0.9557	0.8567	0.8247	2.18950069386972e-12	0.00617177932786468	4.89616108495381e-27
chr4	6944315	6945708	Human_hypo_ND	Human-specific	1394	14	69.9084383772448	0.3955	0.8235	0.6979	0.762	0.7028	0.8807	1.55233093499093e-14	4.37116867951082e-06	1.06369619289318e-06
chr13	98940954	98941479	Human_hypo_ND	Human-specific	526	8	69.4068608768071	0.5582	0.9709	0.9239	0.9616	0.8156	0.9522	8.23108764108308e-84	0.000589248968837119	1.55250244768134e-41
chr2	53776701	53777596	Human_hypo_ND	Human-specific	896	8	68.9807753357988	0.43	0.8016	0.8013	0.5836	0.8534	0.8382	3.05956696790289e-24	4.17049614901593e-05	2.33570368336128e-14
chr22	28039879	28040583	Human_hypo_ND	Human-specific	705	14	68.83400814627	0.7679	0.9619	0.9238	0.9544	0.9431	0.9564	2.99256705731521e-15	0.41378984486065	6.50532160211953e-45
chr17	35904818	35906023	Human_hypo_ND	Human-specific	1206	9	68.8168799110527	0.5608	0.9546	0.9308	0.9566	0.9069	0.9046	1.5818955972083e-55	0.0115962009171914	2.35937259868118e-64
chr11	598827	599155	Human_hypo_ND	Human-specific	329	11	68.4490054555966	0.6361	0.9286	0.9343	0.9112	0.9432	0.8796	1.92276677341788e-27	0.0121743000123075	2.05469781006335e-50
chr8	131398629	131399503	Human_hypo_ND	Human-specific	875	11	68.229625170487	0.6101	0.8217	0.885	0.8533	0.8247	0.7774	1.40362936659606e-36	0.940078897846129	4.15364293825281e-41
chr1	19692242	19692767	Human_hypo_ND	Human-specific	526	8	67.9069131700973	0.4554	0.943	0.9543	0.9461	0.9407	0.964	6.93083629030762e-41	0.0137032840406551	2.12370682519367e-33
chr11	30687435	30690090	Human_hypo_ND	Human-specific	2656	10	67.0647314618259	0.6715	0.8452	0.8782	0.7885	0.9345	0.8254	1.39530423533172e-37	0.542619939607614	1.2728335797734e-59
chr16	79019731	79020466	Human_hypo_ND	Human-specific	736	7	66.9914452506783	0.2841	0.9448	0.8668	0.9528	0.8764	0.9471	1.99754460601744e-55	0.545022672388489	1.39701437869302e-107
chr3	46450596	46452610	Human_hypo_ND	Human-specific	2015	15	66.8804702029426	0.677	0.9309	0.8905	0.9413	0.9544	0.9084	1.46544088285884e-21	1.50680510130031e-12	1.36159978597523e-86
chr14	104486603	104487081	Human_hypo_ND	Human-specific	479	11	66.8553837627699	0.5924	0.9037	0.8901	0.8881	0.9684	0.9661	4.91258033092132e-14	0.809179018948051	2.01120883679441e-21
chr2	120581183	120582332	Human_hypo_ND	Human-specific	1150	10	66.697138093712	0.5897	0.7613	0.9174	0.8003	0.8859	0.8315	2.01424571313646e-56	0.0578405758285604	4.09586278597654e-24
chr5	86576286	86577420	Human_hypo_ND	Human-specific	1135	15	66.5499082361073	0.6287	0.9629	0.8794	0.9685	0.8783	0.8846	1.88810781125765e-14	1.16725247169865e-10	1.0295857518711e-34
chr3	69626339	69627658	Human_hypo_ND	Human-specific	1320	9	66.4119496403147	0.6591	0.9615	0.9613	0.9536	0.9678	0.9665	1.82888635634925e-61	0.557952859603729	2.41184056228581e-39
chr3	185324164	185324909	Human_hypo_ND	Human-specific	746	9	66.2620921318949	0.5949	0.8882	0.8832	0.8444	0.8754	0.8601	2.21028392317224e-35	0.891588052266955	9.06819571620332e-26
chr21	37602425	37603474	Human_hypo_ND	Human-specific	1050	14	66.2074970510764	0.6615	0.9334	0.7766	0.8779	0.8781	0.9314	3.14744231133677e-07	0.170799386518292	2.11884059454622e-17
chr4	3174180	3175520	Human_hypo_ND	Human-specific	1341	12	66.1196900399919	0.704	0.9542	0.9396	0.9578	0.8725	0.8813	2.98184371597409e-18	0.331310239155519	5.48309911359329e-27
chr16	17651353	17652196	Human_hypo_ND	Human-specific	844	10	65.8794463850308	0.5869	0.871	0.9216	0.8572	0.9206	0.7246	5.49053543086395e-29	1.99586275823096e-07	5.41999814681382e-121
chr14	52622491	52622806	Human_hypo_ND	Human-specific	316	8	65.7947543859481	0.6628	0.9524	0.9648	0.9582	0.9566	0.9504	4.64645494012235e-21	0.914823095056922	1.92092836683313e-14
chr18	72616952	72617498	Human_hypo_ND	Human-specific	547	11	65.5710511527871	0.5589	0.8614	0.9064	0.8636	0.821	0.7174	3.44454689122517e-20	0.776105743718598	1.78920958234881e-25
chr2	236055921	236056625	Human_hypo_ND	Human-specific	705	9	65.4016755214055	0.5978	0.9514	0.9027	0.9637	0.9424	0.9382	3.87198113649255e-23	0.000203331245299967	5.29696226332026e-41
chr7	40788817	40789662	Human_hypo_ND	Human-specific	846	11	65.1235480865796	0.6391	0.9418	0.8881	0.9575	0.8908	0.9628	1.25865392800327e-20	0.901979978635211	6.27070804522007e-27
chr6	38516091	38517888	Human_hypo_ND	Human-specific	1798	10	65.0060851295298	0.5562	0.8626	0.8431	0.8347	0.8422	0.9049	6.91096408405863e-26	0.0105352917898331	8.49979612128766e-09
chr11	123542294	123543232	Human_hypo_ND	Human-specific	939	13	64.8711563574053	0.3083	0.8472	0.5072	0.6953	0.6272	0.6126	1.57078323272306e-15	4.96296447871544e-10	2.48606719728161e-96
chr3	4865691	4865940	Human_hypo_ND	Human-specific	250	9	64.6689732759011	0.5429	0.9602	0.9528	0.9694	0.878	0.9221	1.73983368927567e-33	0.24992146473423	1.41915112943816e-25
chr15	48742462	48744521	Human_hypo_ND	Human-specific	2060	11	64.5421815091983	0.4668	0.899	0.6978	0.8154	0.9194	0.8841	4.13684061443712e-18	1.71213758522609e-09	2.3252984258395e-99
chr2	34443976	34446705	Human_hypo_ND	Human-specific	2730	10	64.3938830865494	0.4342	0.8252	0.839	0.86	0.7128	0.8739	1.88189902092459e-29	1.82552653018397e-07	1.84130749255341e-12
