chromosome	pos	Human_ND_meth	Chimp_ND_meth	Macaque_ND_meth	Human_OD_meth	Chimp_OD_meth	Macaque_OD_meth	stat_all	pval_all	fdr_all	stat_Human_NDvsOD	pval_Human_NDvsOD	fdr_Human_NDvsOD	stat_Chimp_NDvsOD	pval_Chimp_NDvsOD	fdr_Chimp_NDvsOD	stat_Macaque_NDvsOD	pval_Macaque_NDvsOD	fdr_Macaque_NDvsOD
chr1	1326792	0.844	0.876	0.782	0.661	0.603	0.451	-5.52145352536807	3.36206745105982e-08	1.72280945203701e-07	-3.49272521647705	0.000478118225853797	0.0021733631191347	-2.68811431389664	0.00718567924790529	0.0323972310194896	-4.02548277804459	5.68585418869206e-05	0.000297248027107516
chr1	1333656	0.736	0.699	0.815	0.315	0.424	0.648	-7.70403604402273	1.31834637278642e-14	1.05017612890337e-13	-6.41183562008972	1.43777819351989e-10	1.32316425674364e-09	-3.00150843245837	0.00268645598700573	0.0135681598126353	-2.8332143454978	0.00460824742891757	0.017339287068291
chr1	1335929	0.343	0.388	0.085	0.764	0.733	0.316	9.36227823619781	7.80355789564922e-21	8.50547152609813e-20	5.80914280683194	6.27935112253833e-09	5.01961688309786e-08	4.99523841237599	5.87631265156081e-07	5.61752761286816e-06	4.17711092998116	2.95235063186171e-05	0.000160479340420747
chr1	1358210	0.544	0.714	0.532	0.255	0.316	0.17	-8.40211653810168	4.38502337538937e-17	3.99597658847591e-16	-4.22884181371048	2.34897427071735e-05	0.00012877696602115	-4.09781471617734	4.17068905450182e-05	0.000301586550776951	-6.02739437799934	1.66624071185436e-09	1.41255132021306e-08
chr1	1358216	0.682	0.885	0.492	0.221	0.404	0.105	-11.1981990252069	4.1610657561586e-29	6.29392678483065e-28	-7.40647252885856	1.29703094908336e-13	1.51128095818759e-12	-3.75553360089931	0.000172972551608096	0.00112226069530916	-5.92266432052691	3.16767022765379e-09	2.62088849876636e-08
chr1	1358315	0.422	0.658	0.202	0.057	0.134	0.023	-7.93752518164593	2.0625517955968e-15	1.72025947840106e-14	-3.69388504711529	0.000220853671991286	0.00105800453983781	-5.33556011286265	9.52500655475591e-08	1.01257802769574e-06	-4.45576676658832	8.35938753126038e-06	4.87076421309479e-05
chr1	1360800	0.945	0.957	0.918	0.541	0.73	0.733	-8.19364655179816	2.53428551247269e-16	2.22019983202095e-15	-7.06771969833349	1.57500274661013e-12	1.6919538312569e-11	-2.86186212209554	0.00421160078422152	0.0202408832082131	-3.79876931166977	0.000145416361927637	0.000716670213775311
chr1	1364974	0.56	0.743	0.719	0.067	0.08	0.072	-15.2698508966331	1.21450455262552e-52	3.73770587983427e-51	-9.57547581702105	1.01389360412827e-21	2.05366320239113e-20	-5.95720230570873	2.565925318867e-09	3.31992025910483e-08	-12.2147710784097	2.59230118989343e-34	9.97901063200544e-33
chr1	1364975	0.485	0.915	0.628	0.086	0.179	0.106	-14.4180762221223	3.98290084427357e-47	1.05396256845962e-45	-7.78709562694369	6.8567057710406e-15	8.76016752051059e-14	-9.09326828963041	9.61057285539916e-20	3.71313123210235e-18	-8.6362850837475	5.80704912453034e-18	9.05935349741331e-17
chr1	1365281	0.832	0.952	0.839	0.235	0.43	0.183	-13.7817929089447	3.28023172632193e-43	7.76207789028557e-42	-7.95086156359484	1.85218831457903e-15	2.46323252395656e-14	-6.31694555729409	2.66783512717695e-10	3.86988652324722e-09	-7.087895542658	1.36166682454079e-12	1.4778242320023e-11
chr1	1365427	0.957	0.981	0.959	0.77	0.74	0.786	-8.69200031634148	3.56113090443692e-18	3.42797680704867e-17	-4.93550647498714	7.99430281776081e-07	5.1974254383087e-06	-4.288641848864	1.79768976320168e-05	0.000137944836156048	-5.05916439590039	4.21097707562459e-07	2.84052424941155e-06
chr1	1365731	0.861	0.917	0.775	0.004	0.058	0.037	-25.9699498703525	1.08246075022414e-148	3.63557879803221e-146	-16.9885342025697	9.98534473037412e-65	4.04563950098209e-62	-11.2875748100046	1.5114975124881e-29	1.53393976333576e-27	-13.4927495717828	1.72543652905022e-41	9.49552907359612e-40
chr1	1473326	0.356	0.481	0.227	0.841	0.822	0.51	8.42379140746994	3.64492956797262e-17	3.33496274913156e-16	5.82066349882443	5.86144729622e-09	4.69847053675867e-08	3.99826884774804	6.38074524333373e-05	0.000447126287480387	4.93303149342755	8.09630946684341e-07	5.29895969806157e-06
chr1	1473332	0.433	0.506	0.244	0.97	0.969	0.887	17.4473592794907	3.60519284341245e-68	1.65799723969147e-66	11.5584608113979	6.68971099466634e-31	2.4632955992156e-29	6.29531328486609	3.0677963063605e-10	4.41939107957554e-09	10.3574698310954	3.87065424879642e-25	9.18457136221196e-24
chr1	1473342	0.316	0.523	0.293	0.855	0.84	0.722	11.822628101012	2.9820708323142e-32	5.0246687950506e-31	8.80179599947657	1.34643771457817e-18	2.21791938091714e-17	3.78857669520427	0.000151512820551886	0.000993491659213477	6.38678805023114	1.69406176029924e-10	1.56186551652054e-09
chr1	1473371	0.376	0.547	0.353	0.845	0.786	0.766	9.61874614577697	6.6638487324531e-22	7.61077140601059e-21	9.25585891227566	2.12514827407196e-20	3.94819857485207e-19	3.14306810996383	0.00167186933131926	0.00886755800884186	4.67471578699279	2.94360984696807e-06	1.80973813044001e-05
chr1	1473386	0.487	0.509	0.439	0.908	1.0	0.959	12.9024585194166	4.3596294389776e-38	8.85560541494831e-37	5.91638460580703	3.29095168769149e-09	2.69811892934722e-08	5.71537657245969	1.09461348447673e-08	1.31127804656869e-07	9.65261321250268	4.79187688352714e-22	9.55284821322366e-21
chr1	1473435	0.613	0.725	0.525	0.994	1.0	0.977	14.6805564687022	8.588274324743e-49	2.38125992446237e-47	10.0819928793626	6.63661929894508e-24	1.55040340787571e-22	4.41084226008017	1.02969310369693e-05	8.21039448396041e-05	9.13468935100636	6.55948263544921e-20	1.15265379040351e-18
chr1	1477348	0.58	0.677	0.544	0.875	0.937	0.943	10.3754556730055	3.20678817825388e-25	4.19756964723624e-24	4.55081221922077	5.34392252055154e-06	3.16774507774455e-05	4.09098037523754	4.29553483278199e-05	0.000309938948069892	8.9308000597629	4.22938873510675e-19	7.07703736076912e-18
chr1	1494191	0.781	0.798	0.91	0.149	0.101	0.744	-11.0549045540916	2.07557483239341e-28	3.06111615711007e-27	-10.9866548345804	4.43043640626375e-28	1.35789252539638e-26	-9.57568881139906	1.01180578939753e-21	4.7480919083e-20	-4.36151905486228	1.29162545012656e-05	7.3531649441708e-05
chr1	1494552	0.963	0.885	0.954	0.384	0.117	0.748	-13.2294224090549	5.93416367183579e-40	1.2752932476871e-38	-10.9641708439095	5.68189650142815e-28	1.72973264233594e-26	-8.2019658915566	2.36487403752262e-16	6.52492390471451e-15	-5.60972681995804	2.0264624116314e-08	1.55802017149102e-07
chr1	1503209	0.895	0.65	0.679	0.11	0.019	0.033	-18.9253271871655	7.05500763421442e-80	4.33066402653095e-78	-8.8086833741973	1.26624292092707e-18	2.08951659404124e-17	-9.61970196611685	6.60221784617044e-22	3.15456095580226e-20	-10.8691095823593	1.61771907370431e-27	4.37080994429184e-26
chr1	1503210	0.841	0.815	0.424	0.088	0.104	0.025	-16.7020182104608	1.26705523384427e-62	5.06450026940239e-61	-11.0463360869266	2.28345168553292e-28	7.13072564446875e-27	-7.9091181831809	2.59218441976859e-15	6.43694064238406e-14	-7.22566263186408	4.98664299662325e-13	5.58638392901107e-12
chr1	1503224	0.928	0.845	0.877	0.104	0.134	0.028	-20.1778772155358	1.53184749801183e-90	1.21673723087547e-88	-9.57431867640916	1.02531083836478e-21	2.07602713568748e-20	-9.40077972630327	5.41602047008612e-21	2.36387266312626e-19	-13.2703633244825	3.43909271431071e-40	1.77766423309561e-38
chr1	1503225	0.847	0.856	0.778	0.128	0.148	0.039	-16.1881970890541	6.10925001425311e-59	2.2207290092511e-57	-8.76436157475305	1.87838063079657e-18	3.06459934492131e-17	-6.46926784796796	9.84789003208823e-11	1.50224053285536e-09	-11.1133903593656	1.07980331719542e-28	3.10797053135127e-27
chr1	1503334	0.544	0.593	0.41	0.045	0.035	0.045	-12.4784315667268	9.78960368935539e-36	1.84728296102809e-34	-5.32226608803657	1.02482518122304e-07	7.30363933117446e-07	-7.62088919072961	2.51934149897378e-14	5.65253342133258e-13	-7.41234387849431	1.24086493524535e-13	1.45195261596553e-12
chr1	1503335	0.58	0.66	0.375	0.015	0.042	0.0	-16.8822251066689	6.0808994777935e-64	2.51399810319974e-62	-11.299041813998	1.3265749959414e-29	4.48740574758243e-28	-7.15833465496039	8.16630050973737e-13	1.564174798617e-11	-8.56684991705123	1.06354362471785e-17	1.6318820474453e-16
chr1	1503401	0.205	0.269	0.477	0.046	0.006	0.025	-9.21086092630934	3.23519580548096e-20	3.43016240812224e-19	-2.62401059145722	0.00869010827537147	0.0308096004389115	-4.59531758292927	4.32090658979531e-06	3.64902347248131e-05	-11.0463478110979	2.28315359159613e-28	6.45949975957599e-27
chr1	1503402	0.225	0.181	0.431	0.006	0.024	0.011	-11.7627601394018	6.07163982633871e-32	1.01243392072427e-30	-6.8775819151209	6.08770191701876e-12	6.25229491963973e-11	-2.996358102249	0.00273225365721934	0.0137752109805041	-10.5659541355988	4.28587849215369e-26	1.07227154824746e-24
chr1	1503543	0.763	0.618	0.842	0.123	0.14	0.025	-16.6781147212135	1.89092932502e-62	7.52448936231006e-61	-8.36105304450046	6.21608877932438e-17	9.1498867417434e-16	-6.97420378924501	3.07607919046138e-12	5.54125909447677e-11	-15.7386645736058	8.21593106932834e-56	9.13297531488979e-54
chr1	1503544	0.774	0.626	0.806	0.087	0.108	0.03	-23.6161314666494	2.63169283673598e-123	4.62467923581663e-121	-14.0182554292562	1.20541519609064e-44	1.1201003278174e-42	-8.14055927883262	3.93456138267596e-16	1.06146687019682e-14	-17.7248953229497	2.69414218238526e-70	6.24066861185171e-68
chr1	1546691	0.717	0.876	0.718	0.388	0.387	0.52	-7.52663288942747	5.20654876184554e-14	4.0078038174154e-13	-4.1810218809996	2.90201933103983e-05	0.000157241784606145	-7.0942254288183	1.30077950809436e-12	2.43854992549636e-11	-2.53826027342504	0.0111405097779003	0.0382085507502016
chr1	1549235	0.628	0.739	0.461	0.859	0.893	0.907	9.87438068690666	5.37640383783201e-23	6.43457741878026e-22	5.03544490218359	4.76740246569802e-07	3.17523136571225e-06	3.05927372881398	0.00221874322123814	0.0114350871973381	9.62903124103821	6.02952244180858e-22	1.195155531828e-20
chr1	1549308	0.519	0.372	0.509	0.82	0.872	0.977	14.8411048675155	7.94367533956435e-50	2.26505538679482e-48	6.30720279396376	2.84123455818526e-10	2.55146340001054e-09	8.96360738936962	3.14226287852622e-19	1.15346133920998e-17	12.1346610194057	6.91959553242383e-34	2.60673840723667e-32
chr1	1549666	0.1	0.107	0.19	0.482	0.33	0.692	10.2450287558418	1.24587828896131e-24	1.593359851249e-23	8.31093800663882	9.49485217592609e-17	1.38027276448463e-15	2.94887273541152	0.00318935282557259	0.0158116700637669	6.19898024314738	5.68301643299835e-10	5.01565226597878e-09
chr1	1549676	0.027	0.061	0.126	0.257	0.26	0.44	8.28112348827084	1.22018576011905e-16	1.08696005729008e-15	6.29697723352535	3.03505835618593e-10	2.71881463770173e-09	3.20885337554963	0.00133265433667495	0.00722820498858074	4.2948136613521	1.74840126511369e-05	9.79006160404634e-05
chr1	1549948	0.017	0.098	0.235	0.275	0.373	0.603	11.1496699048642	7.18724967571659e-29	1.07782350815545e-27	6.60707840316808	3.91978476146518e-11	3.77746792624239e-10	4.56021701574301	5.11007831310555e-06	4.26869148304403e-05	6.24580034810188	4.21635472748733e-10	3.76140330861589e-09
chr1	1550088	0.023	0.09	0.292	0.216	0.432	0.804	12.2638039919525	1.41688901494949e-34	2.57748292848748e-33	6.08212973049789	1.18596545147626e-09	1.01055921985828e-08	4.75862258262717	1.94918504764993e-06	1.73207758254647e-05	8.12098000818719	4.62434211570865e-16	6.38177406005833e-15
chr1	1550089	0.039	0.081	0.37	0.278	0.563	0.82	12.1682846895936	4.58618914014516e-34	8.20348928742728e-33	6.73546540860279	1.63406037412129e-11	1.62284525459413e-10	6.45292029716173	1.09715069049959e-10	1.66465298353672e-09	7.88357168177434	3.18153516064556e-15	4.15287417757917e-14
chr1	1582134	0.904	0.973	0.748	0.406	0.666	0.321	-10.670230307707	1.40278255558004e-26	1.93400560634726e-25	-6.76983469593377	1.28929619808345e-11	1.29074328320022e-10	-4.68551019569226	2.79263395480989e-06	2.42520912153254e-05	-7.07891678797599	1.45285586171085e-12	1.57335638437399e-11
chr1	1591206	0.469	0.489	0.018	0.714	0.908	0.382	8.38778824247146	4.95373468125458e-17	4.50261469440482e-16	2.94617060062375	0.00321734895864959	0.0125743989781867	4.72837647883791	2.26322244286121e-06	1.99214611524955e-05	7.93459536327566	2.11182701559174e-15	2.78990277706807e-14
chr1	1593463	0.717	0.663	0.808	0.357	0.167	0.418	-11.9945572937412	3.79440448586339e-33	6.58519243416609e-32	-4.82622380227482	1.39146138643271e-06	8.81478028906211e-06	-6.43274848851413	1.25316922304883e-10	1.88862698415114e-09	-7.65172577559408	1.98299767869337e-14	2.45237340785159e-13
chr1	1600522	0.562	0.689	0.581	0.89	0.978	0.903	9.85368028123535	6.60790495922711e-23	7.87884164788035e-22	6.27584636819607	3.47737420274443e-10	3.10001424759833e-09	3.98506554752009	6.74615008238856e-05	0.000470803106494861	5.23879718489209	1.61626541122663e-07	1.13838271745224e-06
chr1	1613873	0.893	0.929	0.902	0.484	0.641	0.142	-10.5404407330665	5.62347351008365e-26	7.57587321601462e-25	-7.30682896976329	2.7352033784893e-13	3.1113940425048e-12	-3.49186141720328	0.000479667045480711	0.00285856849098149	-10.7410077434809	6.53273705644379e-27	1.70849875838259e-25
chr1	1627843	0.892	0.87	0.751	0.698	0.148	0.045	-11.6401902839226	2.57440613808314e-31	4.20327197891138e-30	-4.62571164615251	3.73314373345246e-06	2.25305630817272e-05	-10.359490098307	3.78976909894439e-25	2.4950233478083e-23	-13.368131279254	9.28441648065208e-41	4.93341658642227e-39
chr1	1627844	0.875	0.785	0.693	0.646	0.235	0.042	-12.9222809981946	3.37000631607841e-38	6.86877301831347e-37	-4.43142200963051	9.36136723189679e-06	5.39122959408354e-05	-8.77752861788336	1.67105994757566e-18	5.70799675919398e-17	-13.7125652477966	8.53847969107321e-43	5.00896508796548e-41
chr1	1718447	0.725	0.647	0.52	0.93	0.923	0.94	11.6923359008406	1.39496315441001e-31	2.29804656677304e-30	5.0851571575802	3.67321786749007e-07	2.47556031080387e-06	5.50864258751728	3.61611268298786e-08	4.05957694842351e-07	8.54367722241948	1.30016875222996e-17	1.98418771215365e-16
chr1	1719601	0.703	0.918	0.86	0.394	0.27	0.121	-10.4266834364741	1.87312507629742e-25	2.47368369507206e-24	-2.80355517058345	0.00505425841686291	0.0189382419695997	-7.1839201573741	6.77404336326429e-13	1.30854375545298e-11	-11.0875296352599	1.44215450414942e-28	4.12350443939982e-27
chr1	1719963	0.457	0.317	0.814	0.065	0.021	0.011	-12.2258107751253	2.2631236110736e-34	4.08896771213828e-33	-7.05542576251075	1.72073031095378e-12	1.8430650856093e-11	-5.32481932256042	1.01053433435599e-07	1.07060584577689e-06	-14.4983408914703	1.24113645833557e-47	9.23323362592363e-46
chr1	1722162	0.548	0.657	0.635	0.814	0.955	0.863	8.48040235684286	2.24416502942542e-17	2.07559439760349e-16	4.71223117438838	2.45019194005716e-06	1.51013178698312e-05	4.8265007822373	1.38952848409456e-06	1.2610552339996e-05	3.23553361589704	0.00121415587817984	0.00513657224932362
chr1	1725392	0.488	0.621	0.424	0.968	0.942	0.891	14.1015560135469	3.71487330342525e-45	9.29969557097487e-44	8.47498452366332	2.35110790562415e-17	3.5621607831944e-16	4.53088935708813	5.87358958666826e-06	4.86200390581157e-05	8.17494929059802	2.95990335899258e-16	4.13765001479887e-15
chr1	1725409	0.455	0.574	0.438	0.977	0.964	0.939	16.8851856261861	5.78341273879695e-64	2.3922835342042e-62	11.597400425956	4.24786140563135e-31	1.58455458673797e-29	5.60201592788014	2.11873081168046e-08	2.4495248049342e-07	9.93067127472728	3.06187252045972e-23	6.53490350386976e-22
chr1	1725434	0.345	0.336	0.254	0.761	0.857	0.652	10.1943225618455	2.1020487513331e-24	2.66484101835695e-23	4.87566790343075	1.08440913127602e-06	6.95085795123102e-06	4.61140416345798	3.99958043928068e-06	3.39464676867079e-05	7.0552703317891	1.7226548887414e-12	1.85514912280823e-11
chr1	1725444	0.298	0.476	0.249	0.728	0.825	0.628	11.2548965738746	2.19082965103638e-29	3.34671436703276e-28	5.81535346825939	6.05058953364343e-09	4.84390142066818e-08	4.54178746331092	5.57792607067056e-06	4.63289582256747e-05	6.80104376968547	1.03863857081515e-11	1.05477678742526e-10
chr1	1725504	0.373	0.555	0.476	0.946	0.831	0.909	12.715742245518	4.83496576195952e-37	9.5090675091831e-36	8.91395600116609	4.92433717325917e-19	8.35269637848096e-18	5.59029261997429	2.26687271994976e-08	2.61096230595632e-07	7.60809744514565	2.78160093914838e-14	3.40644655248805e-13
chr1	1728749	0.493	0.432	0.588	0.873	0.89	0.9	12.7811177269426	2.09043550075212e-37	4.15885966277524e-36	7.05159764401915	1.76875039227315e-12	1.89276863885368e-11	7.66249936686475	1.82349031713355e-14	4.1516059470643e-13	6.35819292271044	2.0414098656836e-10	1.86963697156984e-09
chr1	1728750	0.397	0.405	0.607	0.866	0.915	0.921	12.8623878484702	7.32774987008217e-38	1.47821133548138e-36	8.27556932476411	1.27843290930905e-16	1.8420340604337e-15	8.40968947258109	4.11097636911856e-17	1.2234502067431e-15	5.67609493332441	1.37804321471649e-08	1.07636031817534e-07
chr1	1732556	0.818	0.596	0.686	0.968	0.861	0.924	7.38522494820705	1.52195853255461e-13	1.13925957251898e-12	2.93310275262958	0.00335592805612206	0.0130651368379456	4.52824931813346	5.94743835668696e-06	4.91892778021812e-05	4.52990477125061	5.90102780904815e-06	3.50106252032973e-05
chr1	1737694	0.369	0.547	0.68	0.674	0.777	0.952	9.46567968546749	2.91658010739691e-21	3.23968510275359e-20	5.61389025692977	1.97827707252834e-08	1.51036446753532e-07	4.47438980511508	7.66298333521489e-06	6.23263256681933e-05	6.23742770938923	4.4482455563531e-10	3.96052784564573e-09
chr1	1737695	0.498	0.517	0.672	0.687	0.883	0.955	9.83569843015731	7.90174057852789e-23	9.38984806730222e-22	3.53774412343787	0.000403560934110983	0.00185641645644786	5.22101092383842	1.77949042804794e-07	1.82501206625226e-06	7.38585218396692	1.51480008609878e-13	1.76188374717391e-12
chr1	1738134	0.612	0.621	0.834	0.153	0.134	0.1	-13.0864611924217	3.93519115338569e-39	8.25007447512473e-38	-7.4463446615474	9.59619062996677e-14	1.12894677652921e-12	-4.49128156126748	7.07958859698965e-06	5.78754161600574e-05	-11.984896573575	4.26376164262033e-33	1.54321900566655e-31
chr1	1738150	0.359	0.394	0.914	0.075	0.058	0.261	-12.0730625297814	1.46575985976606e-33	2.57891336019275e-32	-6.31243571867622	2.74677567142396e-10	2.46942884072398e-09	-5.10953327737228	3.2295560691556e-07	3.19918246928233e-06	-11.4577694512939	2.14980166396217e-30	6.76219139409208e-29
chr1	1738305	0.783	0.713	0.877	0.095	0.051	0.092	-23.8572185683978	8.52203630113815e-126	1.59384166231116e-123	-15.357453524278	3.15734771762048e-53	5.37955878619151e-51	-8.39738784555799	4.56520229159401e-17	1.35241722203107e-15	-14.2887491459888	2.57187459321001e-46	1.79197561203199e-44
chr1	1738344	0.941	0.939	0.933	0.188	0.296	0.114	-25.9187208346881	4.09722106360028e-148	1.35560795805714e-145	-15.7433349746482	7.63134376697953e-56	1.57246326897055e-53	-10.5712784813268	4.04936238476756e-26	2.93268716186352e-24	-15.6975886394481	1.57101085648637e-55	1.72240778402753e-53
chr1	1739100	0.478	0.318	0.768	0.944	0.971	0.953	8.73897323539435	2.3523858822394e-18	2.28456550663735e-17	4.60121507948366	4.20033427215889e-06	2.5202184009275e-05	7.62469760741563	2.44607097546528e-14	5.49484826213561e-13	3.41874904871714	0.000629097173567841	0.00280019823119561
chr1	1739101	0.427	0.396	0.74	0.965	0.957	0.946	13.4327866576457	3.88511673141418e-41	8.64833335515198e-40	11.2854178544621	1.5490372061844e-29	5.21729450173052e-28	8.6021448148603	7.82399836007607e-18	2.50054772207238e-16	5.7504155213866	8.90243784964228e-09	7.07437961852636e-08
chr1	1745673	0.791	0.721	0.568	0.188	0.204	0.093	-15.756240983836	6.22257666004704e-56	2.0894726594071e-54	-12.4884788225259	8.62876745521328e-36	4.38330714391736e-34	-6.45934705707114	1.05155701239902e-10	1.59882892669987e-09	-7.43790806937576	1.02292202843313e-13	1.20402151383429e-12
chr1	1745725	0.655	0.743	0.568	0.169	0.204	0.114	-11.8138598123883	3.31009009856083e-32	5.56894690309831e-31	-6.2969570026508	3.03545433947677e-10	2.71915212044462e-09	-5.68635204240716	1.29781723758973e-08	1.54060993080603e-07	-8.76626782096032	1.84686395178727e-18	2.97209730383086e-17
chr1	1745789	0.551	0.59	0.57	0.135	0.201	0.135	-12.4395923124309	1.59314977880886e-35	2.98603784580346e-34	-7.02755996065408	2.10176499346739e-12	2.23636482024077e-11	-4.26295484296733	2.01741299123192e-05	0.000153573267527446	-9.65809695804609	4.54223093784826e-22	9.06776880824143e-21
chr1	1745790	0.517	0.64	0.576	0.119	0.131	0.107	-11.5735430360525	5.6116479316653e-31	9.05478396662726e-30	-7.42795174888413	1.10292173508172e-13	1.2918003028784e-12	-5.90833717808481	3.45578140965831e-09	4.40219502994019e-08	-9.78473636932086	1.30936060487829e-22	2.69635992918259e-21
chr1	1747751	0.492	0.529	0.398	0.761	0.836	0.812	11.0479516087362	2.24273781544348e-28	3.30368019286233e-27	5.6600086546424	1.51365361316898e-08	1.16835628745636e-07	3.55514854835337	0.000377765597756283	0.00229832309450994	8.00784364333498	1.16737189625983e-15	1.5691385088399e-14
