chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr4	113432451	113432637	human_hypo	Human-specific	187	18	-132.47159220238	0.2589	0.6748	0.5457	0.9188	0.6837	0.9342	2.25253616208684e-18	0.0326975990998819	7.77045530160829e-34
chr13	48889883	48890795	human_hypo	Human-specific	913	20	-132.310317651474	0.6304	0.6519	0.8539	0.8421	0.8496	0.858	1.56116538698211e-31	0.883000420983734	3.15243153001133e-30
chr6	315050	317607	human_hypo	Human-specific	2558	18	-132.016793982432	0.8233	0.7598	0.9545	0.9305	0.9117	0.9318	5.41567986386052e-97	0.0348954288345651	2.17844113939422e-47
chr4	3278748	3279277	human_hypo	Human-specific	530	10	-131.285476386809	0.463	0.2818	0.8538	0.6573	0.9422	0.8299	5.46488159499861e-136	2.26719854077554e-09	6.22422247738649e-273
chr6	337995	339627	human_hypo	Human-specific	1633	13	-130.620171651774	0.8205	0.7324	0.9514	0.9479	0.9573	0.897	7.64124550406932e-73	0.106853354156257	6.68616934998742e-99
chr2	3828398	3828827	human_hypo	Human-specific	430	11	-130.430752400197	0.6863	0.3313	0.945	0.7319	0.9777	0.9494	3.25756003637951e-94	1.02495268161248e-13	1.66824221545088e-94
chr7	4746712	4748293	human_hypo	Human-specific	1582	18	-129.892867811286	0.4498	0.4559	0.5808	0.6774	0.658	0.6587	6.161393182543e-17	0.109246091568182	2.6020388599142e-39
chr19	17621073	17621933	human_hypo	Human-specific	861	11	-129.534882224274	0.3167	0.2895	0.6558	0.6903	0.729	0.6209	2.89585471183847e-53	0.0788418137403552	4.06921792879847e-26
chr18	71510153	71511500	human_hypo	Human-specific	1348	23	-126.79751103621	0.3618	0.2634	0.5153	0.3849	0.4589	0.478	4.40084006406315e-12	0.204070988122729	1.51130134972699e-13
chr2	238072546	238074031	human_hypo	Human-specific	1486	13	-126.583842892439	0.5565	0.5658	0.836	0.806	0.8349	0.708	7.80061158063268e-51	0.00436841630363683	3.71162328721402e-26
chr9	134000222	134000545	human_hypo	Human-specific	324	8	-126.477635435342	0.2094	0.2325	0.6647	0.6514	0.6778	0.7197	1.19031795747292e-110	0.213032297341907	1.32648327283594e-115
chr5	149736690	149736956	human_hypo	Human-specific	267	8	-126.200898088481	0.1069	0.1363	0.4796	0.5927	0.4086	0.4696	9.79066118444124e-180	4.00420443263798e-07	1.03456523552043e-59
chr3	152745185	152746626	human_hypo	Human-specific	1442	9	-125.108638440561	0.5258	0.4939	0.8861	0.8029	0.8999	0.8539	4.16019898093622e-134	0.0181852729544016	1.85363137446699e-184
chr22	50097381	50097825	human_hypo	Human-specific	445	15	-124.626567791184	0.7821	0.4045	0.9307	0.7068	0.9316	0.7852	1.26847709927154e-40	0.00163694125524401	5.85499888242162e-40
chr10	74870681	74871025	human_hypo	Human-specific	345	12	-123.941899228269	0.5855	0.4181	0.9278	0.8064	0.855	0.8523	2.82189146104361e-77	0.0490375920323549	1.52660658298833e-44
chr20	45087287	45088367	human_hypo	Human-specific	1081	17	-123.549345316782	0.1422	0.0976	0.3797	0.4565	0.6255	0.6064	1.16616555953376e-47	0.000175351702559956	4.76084779630302e-98
chr10	127574611	127575614	human_hypo	Human-specific	1004	9	-122.791737886981	0.6299	0.5676	0.9522	0.8603	0.917	0.7952	9.50058010193913e-153	3.29288872506832e-09	2.07252587077306e-52
chr5	2801505	2802620	human_hypo	Human-specific	1116	14	-122.598919808355	0.5603	0.6205	0.8977	0.8296	0.8916	0.8425	2.08238840411299e-44	0.861874354064183	2.45681939393544e-48
chr3	147096345	147098040	human_hypo	Human-specific	1696	19	-121.926443642751	0.2273	0.3204	0.4147	0.5803	0.5275	0.5834	3.74494217272561e-19	0.0228049198574812	8.99179930318208e-36
chr8	2742730	2743827	human_hypo	Human-specific	1098	16	-120.940179091961	0.3909	0.6118	0.6471	0.7941	0.7386	0.9256	1.32287140233639e-75	2.99552926910856e-12	3.62235106279075e-115
chr3	12935114	12936198	human_hypo	Human-specific	1085	14	-119.743455907194	0.4417	0.5228	0.6331	0.8146	0.7828	0.8236	1.91551480409291e-37	0.0010700921641853	1.45326647448618e-151
chr18	77928846	77929800	human_hypo	Human-specific	955	11	-119.085951651407	0.5106	0.41	0.8136	0.7414	0.94	0.9106	3.11830305880283e-77	3.48113644582278e-39	8.48105688254833e-194
chr7	154116291	154117491	human_hypo	Human-specific	1201	14	-117.84365877954	0.4315	0.7379	0.7159	0.9132	0.6363	0.9009	6.748560804667e-32	6.99649911721875e-08	6.1286170240414e-22
chr15	52314520	52315766	human_hypo	Human-specific	1247	19	-116.771658450741	0.698	0.6226	0.8691	0.7953	0.8698	0.7567	3.87689397926379e-39	0.00101060623024849	9.99388544857251e-21
chr8	2584516	2586225	human_hypo	Human-specific	1710	12	-116.455110274601	0.3337	0.4379	0.9305	0.9345	0.957	0.9539	4.91450098736224e-54	0.000185517527292808	2.32664346721131e-47
chr8	145148282	145149216	human_hypo	Human-specific	935	15	-115.580720422331	0.4845	0.6541	0.7304	0.88	0.8307	0.9033	1.36682194302358e-45	0.000118142327216224	3.40864773737887e-66
chr10	130261063	130263089	human_hypo	Human-specific	2027	12	-115.553320035077	0.6428	0.4267	0.9151	0.7051	0.9143	0.5987	2.88648684095558e-44	0.173760764258647	1.38339169787108e-27
chr20	30007669	30011036	human_hypo	Human-specific	3368	16	-115.461013267244	0.6391	0.5443	0.8271	0.7583	0.922	0.8166	1.26785595910138e-68	1.90715836163369e-12	4.23719148114419e-115
chr9	14346520	14346674	human_hypo	Human-specific	155	15	-115.378382437107	0.1399	0.0157	0.3188	0.2253	0.4612	0.2338	3.51031466753309e-28	0.0632502096518057	1.56167391872547e-45
chr6	152699010	152702288	human_hypo	Human-specific	3279	15	-115.364067103633	0.4264	0.2019	0.588	0.4501	0.7019	0.3716	6.00368472608161e-30	0.0167839561984302	1.16353287142757e-15
chr9	5600352	5600822	human_hypo	Human-specific	471	15	-114.136672129546	0.4709	0.544	0.7383	0.6884	0.6379	0.6686	5.42675451559934e-14	0.586494659576311	6.84624720957799e-15
chr4	87811796	87812784	human_hypo	Human-specific	989	14	-113.899287511435	0.5498	0.5406	0.7747	0.77	0.8531	0.9211	2.54575980375925e-34	1.07397344028748e-09	4.98424492639483e-46
chr1	158119119	158119568	human_hypo	Human-specific	450	17	-113.30579898469	0.0581	0.0675	0.1972	0.1773	0.1857	0.2274	1.20639370228176e-17	0.610915402890934	3.20847478358763e-09
chr9	135293209	135294865	human_hypo	Human-specific	1657	17	-113.163290707568	0.3864	0.3382	0.6283	0.52	0.8392	0.7141	6.20233685058792e-53	1.41484617876378e-12	4.52792393344508e-73
chr6	28703890	28705528	human_hypo	Human-specific	1639	17	-113.145595479626	0.1254	0.1534	0.3016	0.3212	0.4675	0.3906	1.01656241249029e-21	0.251443263502429	5.26849147229623e-28
chr12	95268027	95268349	human_hypo	Human-specific	323	18	-112.442494702409	0.0875	0.0769	0.2895	0.2704	0.3407	0.4035	3.45622694557871e-76	1.68084383057329e-05	4.18329733841954e-77
chr8	819279	820511	human_hypo	Human-specific	1233	21	-111.955951864386	0.5109	0.3308	0.7601	0.4836	0.7518	0.6362	1.96080332922659e-44	0.0011337267753972	7.88632745944517e-65
chr5	135414845	135416866	human_hypo	Human-specific	2022	26	-110.501252670143	0.3382	0.3236	0.5076	0.5668	0.6946	0.6041	3.65993722409951e-06	4.30078576866655e-05	7.39690641393714e-11
chr8	25767523	25768274	human_hypo	Human-specific	752	15	-110.089131767512	0.8178	0.6307	0.9402	0.857	0.9396	0.8152	1.67911660957943e-82	0.00484361116319923	1.57120699902988e-64
chr8	145998049	145999189	human_hypo	Human-specific	1141	13	-109.507746259086	0.3892	0.6449	0.799	0.8628	0.9267	0.8174	1.39191363989828e-34	0.0102292740106506	9.0709092602447e-15
chr13	107519620	107520068	human_hypo	Human-specific	449	11	-109.37930647426	0.2259	0.037	0.5433	0.4173	0.7595	0.4314	3.84270565328565e-20	0.0392137996199311	7.99857215453015e-94
chr7	99724041	99724337	human_hypo	Human-specific	297	7	-108.957769973011	0.0416	0.0726	0.6417	0.6644	0.4341	0.4804	0	6.98025499339561e-21	1.62182933583822e-151
chr19	1874928	1875358	human_hypo	Human-specific	431	15	-108.307618473171	0.053	0.1691	0.2072	0.3847	0.1938	0.3432	1.36074220548032e-43	0.981006688154634	2.26333352144451e-42
chr4	77171979	77172550	human_hypo	Human-specific	572	8	-107.172589775711	0.1918	0.2773	0.5877	0.6626	0.8929	0.797	1.97735198090955e-105	5.67948073539121e-12	7.23590773638838e-112
chr6	159639021	159639293	human_hypo	Human-specific	273	9	-106.748508181339	0.5613	0.3425	0.9222	0.7025	0.903	0.7402	1.35062286938998e-55	0.858911052387623	2.01166286706149e-53
chr19	35927381	35928233	human_hypo	Human-specific	853	11	-106.611189673507	0.4558	0.3679	0.8039	0.6943	0.9253	0.8625	4.04497215457917e-98	4.52945617203208e-23	1.27901744602701e-218
chr5	65750040	65750676	human_hypo	Human-specific	637	9	-106.202027302512	0.6165	0.3051	0.8994	0.7662	0.9262	0.665	1.18589752827848e-74	0.103436078441837	4.96122132918081e-102
chr18	72930498	72933042	human_hypo	Human-specific	2545	24	-105.662594234504	0.6382	0.4787	0.7682	0.6073	0.8331	0.6437	2.15287032291299e-13	1.85896591799005e-05	1.30016002434686e-24
chr11	116601169	116603631	human_hypo	Human-specific	2463	17	-105.128419495299	0.3864	0.5768	0.7552	0.7563	0.6986	0.6871	6.64614240513748e-27	0.000585697799953723	1.80132627489884e-12
chr6	26593989	26595087	human_hypo	Human-specific	1099	24	-104.550476311914	0.4161	0.3859	0.5698	0.5057	0.7841	0.743	4.51686828486829e-07	1.43975092118602e-35	9.23189318156024e-92
chr16	54579970	54580658	human_hypo	Human-specific	689	13	-104.409860939435	0.5231	0.3587	0.7222	0.5201	0.7366	0.4836	7.49456659541041e-33	0.700224372292288	4.10153659120904e-24
chr16	3451821	3452364	human_hypo	Human-specific	544	10	-104.073013551871	0.2619	0.2266	0.5869	0.5452	0.6325	0.5883	4.64869760540156e-66	0.0339089553679502	2.01349014584019e-108
chr15	77873302	77874120	human_hypo	Human-specific	819	8	-103.792184817456	0.2608	0.1506	0.6395	0.6936	0.8923	0.4466	5.1345879044963e-86	0.846560277731637	3.24469100343811e-35
chr6	170054065	170055846	human_hypo	Human-specific	1782	22	-103.658622338019	0.3713	0.4205	0.7241	0.6215	0.9375	0.8715	3.13056604537039e-15	8.93694920827221e-46	2.57073927432841e-52
chr5	3787455	3788499	human_hypo	Human-specific	1045	17	-103.284096358479	0.6728	0.5456	0.8618	0.6915	0.9475	0.8661	2.03684150442815e-26	1.29368920855985e-22	3.13414024015805e-73
chr14	67735034	67736845	human_hypo	Human-specific	1812	13	-102.128440359828	0.4329	0.1888	0.7561	0.2905	0.7474	0.5095	4.1892929136017e-29	0.000862348286572053	1.06554348945962e-86
chr8	137528891	137532055	human_hypo	Human-specific	3165	15	-101.982314713405	0.7153	0.7888	0.9219	0.8991	0.9169	0.8812	1.76718592805972e-31	0.146255956852987	2.76065439034218e-16
chr2	13147587	13148186	human_hypo	Human-specific	600	8	-101.419287779963	0.2904	0.1659	0.5825	0.6864	0.7193	0.5968	6.56068977279278e-41	0.351165508388089	2.02854045266918e-87
chr15	27508319	27509300	human_hypo	Human-specific	982	11	-100.794033343235	0.4035	0.4457	0.7926	0.8463	0.9217	0.9417	4.39385305710494e-48	9.03394105932697e-16	1.30201921370824e-108
chr1	7641189	7642096	human_hypo	Human-specific	908	12	-100.329719594513	0.4429	0.6648	0.7044	0.8596	0.6386	0.7786	1.66871374665454e-42	0.000149485099024384	1.02303436054215e-09
chr15	83734505	83734841	human_hypo	Human-specific	337	9	-99.560840456598	0.0959	0.2469	0.3658	0.6207	0.4472	0.5514	3.62857380466964e-39	0.830682483749324	1.74402340159527e-47
chr6	27728087	27731326	human_hypo	Human-specific	3240	9	-98.7029821594637	0.4626	0.3746	0.9076	0.9372	0.9455	0.951	8.26592651620554e-152	8.35933905331853e-10	2.22578390860242e-271
chr12	117772419	117773027	human_hypo	Human-specific	609	13	-98.4074564088564	0.5915	0.4609	0.7965	0.7505	0.8498	0.676	2.87405667463656e-30	0.757548827890894	2.82299726402378e-45
chr4	176754041	176755741	human_hypo	Human-specific	1701	15	-98.1783794417693	0.3547	0.3164	0.4989	0.5042	0.7508	0.4585	3.08040907191978e-17	0.237477922260139	2.01454688299706e-10
chr5	147762300	147762899	human_hypo	Human-specific	600	5	-97.7848977559469	0.0693	0.2749	0.5445	0.5732	0.4204	0.6813	9.5899295650786e-50	0.471328034957892	7.62669058410249e-83
chr19	34666704	34668680	human_hypo	Human-specific	1977	14	-97.7621356059714	0.4989	0.4112	0.7456	0.5605	0.8269	0.8302	1.71603667534787e-60	5.27395451719383e-13	1.98677877988469e-188
chr1	115124590	115125153	human_hypo	Human-specific	564	11	-97.1386445267218	0.492	0.5198	0.7681	0.7604	0.7627	0.7668	1.60619328791264e-40	0.975750273048159	9.6287503110131e-17
