chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr6	170152329	170152931	human_hypo	Chimp-specific	603	11	-117.712530979592	0.3571	0.3159	0.6708	0.5702	0.325	0.3562	1.89607906133082e-72	6.95220794712938e-43	0.0439176872120088
chr5	141015283	141015766	human_hypo	Chimp-specific	484	12	-116.648682162672	0.3384	0.3738	0.6439	0.6645	0.4415	0.494	4.00852880858698e-42	3.36971946310199e-13	3.60639419192071e-08
chr20	35184626	35185289	human_hypo	Chimp-specific	664	8	-116.457814721506	0.2852	0.1912	0.8293	0.7053	0.3789	0.1775	0	1.88448065625349e-101	0.00309447759797154
chr8	106327318	106330005	human_hypo	Chimp-specific	2688	18	-115.609358475512	0.5774	0.4546	0.7256	0.6462	0.5385	0.4199	1.40516939506554e-26	1.53333923698968e-30	0.799118762260345
chr6	27705918	27706943	human_hypo	Chimp-specific	1026	23	-115.023844031482	0.488	0.5231	0.7215	0.6828	0.1002	0.138	3.66322530534384e-25	1.10792406916569e-101	1.3676638395614e-45
chr20	19737707	19740005	human_hypo	Chimp-specific	2299	14	-113.84080421603	0.1227	0.0324	0.6969	0.5277	0.2006	0.1339	0	1.16763214663903e-68	4.08857295305357e-37
chr11	68229722	68230607	human_hypo	Chimp-specific	886	14	-113.563929718603	0.571	0.4328	0.7369	0.7193	0.4754	0.385	4.46542895071399e-35	4.41610175339977e-66	8.04012795345328e-11
chr2	79206595	79207424	human_hypo	Chimp-specific	830	8	-112.860338284271	0.3021	0.3014	0.7553	0.7841	0.1579	0.0985	1.53879506410448e-69	4.70448424144286e-74	1.35345481055067e-29
chr6	38177840	38178471	human_hypo	Chimp-specific	632	11	-112.110165471837	0.4231	0.2558	0.7329	0.7048	0.4511	0.0908	6.20536534857743e-59	1.89961362425075e-30	0.0108240487925603
chr6	74364274	74364928	human_hypo	Chimp-specific	655	13	-111.634039528182	0.3756	0.625	0.7363	0.8609	0.1151	0.4008	2.63688249955497e-30	9.26055737618972e-69	3.48096734613062e-26
chr6	10396220	10398448	human_hypo	Chimp-specific	2229	20	-111.598609401548	0.3601	0.4109	0.5165	0.608	0.2393	0.2716	9.34270746160735e-15	3.13556883326706e-45	1.68068584556579e-09
chr11	57364939	57366423	human_hypo	Chimp-specific	1485	9	-110.331858294106	0.187	0.1299	0.7391	0.4746	0.24	0.1495	3.10433106952569e-114	1.1233469955589e-57	3.70456834774511e-06
chr19	40727641	40728112	human_hypo	Chimp-specific	472	14	-109.774797818725	0.2433	0.4481	0.5387	0.6596	0.0594	0.1957	6.7838446860422e-20	1.74938833691653e-92	1.38443269108456e-49
chr8	54857659	54857991	human_hypo	Chimp-specific	333	10	-109.112802883629	0.5455	0.176	0.83	0.5617	0.3964	0.3231	5.09691639018039e-35	2.54690074216948e-26	0.972748008854752
chr12	49111155	49111695	human_hypo	Chimp-specific	541	12	-108.277152584998	0.2044	0.2657	0.3676	0.5098	0.2097	0.2381	3.15242097726879e-55	4.57831216221367e-27	0.394947251093111
chr2	64871404	64873445	human_hypo	Chimp-specific	2042	19	-107.671306155215	0.5467	0.1298	0.7227	0.2826	0.2253	0.0477	3.6895900274499e-28	1.11815398182288e-68	7.11443399704337e-11
chr10	118926945	118929921	human_hypo	Chimp-specific	2977	20	-107.532604250989	0.2513	0.1537	0.804	0.6076	0.2882	0.1287	4.27142937497006e-225	6.50604491593453e-139	0.54503899959487
chr10	35851916	35852670	human_hypo	Chimp-specific	755	10	-107.100638756097	0.5557	0.4719	0.8097	0.8137	0.4309	0.353	1.34532591531385e-60	3.69229140670565e-79	1.29390476556478e-09
chr16	14724468	14724592	human_hypo	Chimp-specific	125	10	-107.047610867755	0.4922	0.4237	0.8241	0.8146	0.2816	0.2518	4.80383859482593e-110	1.54054077966073e-178	6.04352586821898e-33
chr5	5496700	5497464	human_hypo	Chimp-specific	765	12	-105.395726989573	0.2097	0.3353	0.4292	0.5038	0.0119	0.0096	1.50032246621764e-46	0	1.67440047813573e-114
chr15	93628486	93631182	human_hypo	Chimp-specific	2697	17	-105.38664136059	0.464	0.3855	0.655	0.5727	0.4595	0.3506	9.0780662684996e-74	5.97578429849306e-37	0.13444805664617
chr19	15666194	15666401	human_hypo	Chimp-specific	208	10	-104.897059019171	0.5511	0.5185	0.8979	0.8318	0.6857	0.6531	1.22399890062318e-64	3.63030978147127e-26	3.01108679899982e-08
chr7	39504464	39505077	human_hypo	Chimp-specific	614	13	-104.460959336231	0.2793	0.1748	0.447	0.558	0.2591	0.2514	1.53722277934193e-20	4.13871144999128e-29	0.247526425607792
chr17	78512917	78513424	human_hypo	Chimp-specific	508	9	-103.54604688569	0.6184	0.1586	0.9019	0.6246	0.6893	0.2852	3.47236423891304e-71	1.85849255985752e-33	1.70387914891732e-09
chr2	85580781	85581259	human_hypo	Chimp-specific	479	9	-103.037019276059	0.5034	0.166	0.8322	0.6251	0.1173	0.0071	4.96311958847626e-83	0	5.136173392549e-83
chr16	11835360	11835670	human_hypo	Chimp-specific	311	15	-102.241626710646	0.3702	0.4589	0.7271	0.5928	0.3901	0.4115	2.28025148405802e-18	2.48027267201736e-15	0.45432200090973
chr2	178012212	178013280	human_hypo	Chimp-specific	1069	19	-102.002226972261	0.3461	0.4815	0.6131	0.5907	0.432	0.3263	1.89918530284668e-11	8.64688313919673e-18	0.224870570439212
chr6	147234983	147235943	human_hypo	Chimp-specific	961	13	-101.722607442735	0.2008	0.1966	0.453	0.4526	0.2885	0.1141	1.6389355043092e-44	2.06165933315231e-24	0.104866802391149
chr15	85711674	85712530	human_hypo	Chimp-specific	857	9	-101.701016584868	0.1452	0.2171	0.6624	0.6291	0.0272	0.019	4.88318360730449e-77	1.33857311205717e-220	5.44613304308018e-49
chr8	11206254	11207333	human_hypo	Chimp-specific	1080	14	-101.377351587597	0.6023	0.5574	0.8253	0.8083	0.4711	0.3817	1.07149596247479e-29	1.42071518172249e-78	9.38945355122965e-14
chr8	90770940	90772386	human_hypo	Chimp-specific	1447	14	-101.249849412308	0.3987	0.2794	0.5808	0.4643	0.105	0.1417	3.82417510346877e-40	1.19795362080305e-61	9.59547448543392e-38
chr8	67782729	67783461	human_hypo	Chimp-specific	733	17	-100.919823962224	0.1111	0.1233	0.4667	0.439	0.0083	0.0066	7.09011421252327e-105	0	3.51010040542398e-141
chr5	77254252	77256096	human_hypo	Chimp-specific	1845	18	-100.69368555239	0.3489	0.6435	0.5852	0.7576	0.4139	0.5147	1.95344878995734e-18	5.77877681328486e-20	0.310038792336465
chr6	137598908	137599604	human_hypo	Chimp-specific	697	9	-100.315284234775	0.4643	0.5028	0.8804	0.819	0.3478	0.4184	1.83186665511855e-121	1.63325648444289e-127	2.39033450391002e-10
chr8	99985033	99985298	human_hypo	Chimp-specific	266	15	-99.8806875077511	0.5723	0.6095	0.8258	0.8188	0.2551	0.3	1.06711389930567e-32	2.26003229899291e-131	1.70312246348811e-66
chr5	4511880	4513015	human_hypo	Chimp-specific	1136	18	-99.6555297012144	0.4894	0.4902	0.7773	0.8084	0.5396	0.3169	6.7686893464868e-70	9.30038680495519e-27	0.119506257505165
chr15	68130819	68131965	human_hypo	Chimp-specific	1147	14	-99.3541428022518	0.1355	0.1284	0.4197	0.4713	0.1264	0.1438	3.84077202722515e-205	3.06101052024868e-129	2.79360824842705e-07
chr10	50886672	50887386	human_hypo	Chimp-specific	715	15	-99.202892509507	0.2263	0.2576	0.4292	0.3886	0.2845	0.1899	5.42658741356292e-26	7.11460008337058e-26	0.288522417373027
chr10	111652172	111652952	human_hypo	Chimp-specific	781	10	-98.5355815985789	0.5339	0.3279	0.7884	0.7004	0.4378	0.3547	6.87447694223668e-63	6.79431088802001e-86	0.154992849810043
chr6	27807247	27807719	human_hypo	Chimp-specific	473	12	-98.4025398210168	0.0296	0.0651	0.1883	0.2361	0.0083	0.024	3.40827785969528e-20	1.05879530144296e-39	8.19886711182606e-14
chr6	84728928	84729814	human_hypo	Chimp-specific	887	7	-98.2938826973411	0.231	0.2852	0.8304	0.8373	0.2774	0.4092	6.47928783368311e-98	6.59286131447362e-24	5.70818448438476e-13
chr12	128216163	128216875	human_hypo	Chimp-specific	713	14	-97.386054731254	0.4632	0.7206	0.8114	0.8325	0.6232	0.6517	3.9082821813091e-29	4.49808476787122e-14	0.337695029320008
chr16	3988437	3988733	human_hypo	Chimp-specific	297	13	-97.2289458103531	0.5149	0.4873	0.855	0.8058	0.5192	0.5322	1.43544232215454e-15	2.59570616610069e-27	0.686798760444584
chr11	62556374	62560214	human_hypo	Chimp-specific	3841	16	-96.1894295301288	0.1559	0.2201	0.4869	0.6578	0.2346	0.2679	8.62368287572208e-147	1.60318766108751e-35	1.76286792212259e-19
chr12	50098907	50100149	human_hypo	Chimp-specific	1243	12	-95.6559995354003	0.6352	0.3202	0.8055	0.7454	0.6681	0.4307	4.1740638974385e-26	2.82828815923427e-23	0.000104403435613284
chr12	116559531	116561165	human_hypo	Chimp-specific	1635	12	-95.4141577220253	0.5371	0.2147	0.6965	0.4698	0.3962	0.07	5.82869225542909e-34	2.94249310828091e-73	4.23686824698743e-15
chr8	110552794	110553464	human_hypo	Chimp-specific	671	12	-95.3934692205737	0.1441	0.2323	0.3109	0.4683	0.0503	0.1129	1.54351703981403e-25	2.82215636078869e-78	5.00499958532992e-30
chr16	80965811	80966847	human_hypo	Chimp-specific	1037	14	-95.1687231839189	0.0897	0.1188	0.5166	0.5249	0.1939	0.1624	4.53338889127417e-101	3.94566016007579e-35	5.52333464046415e-11
chr4	39641175	39641778	human_hypo	Chimp-specific	604	12	-95.0615023619998	0.3462	0.3104	0.7238	0.5012	0.3089	0.266	2.7201185584762e-25	2.52747335306859e-06	0.204295470146718
chr6	27530543	27531729	human_hypo	Chimp-specific	1187	17	-94.5316908185119	0.4778	0.4949	0.6847	0.6873	0.4774	0.4882	1.17575543372318e-14	5.47490098434119e-26	0.578380867281157
chr6	1376895	1377831	human_hypo	Chimp-specific	937	15	-94.4040633491364	0.3942	0.2979	0.6475	0.5261	0.3101	0.331	2.3852296766407e-56	2.33855786285665e-40	0.344630350728536
chr6	10387211	10389381	human_hypo	Chimp-specific	2171	12	-94.1652753957683	0.2875	0.3213	0.5167	0.5632	0.337	0.372	4.58755018693867e-31	1.51169273944795e-17	0.013726127654889
chr7	21583548	21584483	human_hypo	Chimp-specific	936	12	-94.0793697788188	0.5491	0.2779	0.7545	0.5804	0.5036	0.3424	3.63682879107095e-48	8.77340010132705e-37	9.03766642824335e-05
chr18	53217457	53218235	human_hypo	Chimp-specific	779	12	-93.8634545906971	0.5418	0.6437	0.7379	0.8672	0.4858	0.3958	2.89133944187108e-44	5.23520629813779e-33	1.22117794997796e-07
chr3	4907763	4910674	human_hypo	Chimp-specific	2912	12	-93.5367210573842	0.1493	0.1078	0.648	0.6044	0.1706	0.1367	2.11983672036623e-233	1.13926986420243e-84	2.03099992778325e-08
chr6	46748885	46749715	human_hypo	Chimp-specific	831	5	-93.1502044188922	0.399	0.3875	0.8082	0.7753	0.3405	0.3165	3.6070991432114e-53	1.58250563189462e-58	3.56790103544746e-06
chr8	67575208	67577213	human_hypo	Chimp-specific	2006	17	-92.8006112445546	0.4645	0.49	0.6435	0.6353	0.3993	0.342	2.30809896995372e-30	9.51179609862198e-63	7.72231229395536e-07
chr8	12890887	12891382	human_hypo	Chimp-specific	496	10	-92.6630991040989	0.5289	0.3669	0.7714	0.7326	0.4939	0.4665	1.07152495186766e-62	3.8633855505513e-20	0.000760382386354077
chr6	170589185	170590102	human_hypo	Chimp-specific	918	17	-92.4151681008446	0.7264	0.7984	0.942	0.9135	0.8082	0.7724	3.68870474885702e-11	5.91984711147781e-09	0.743046082975936
chr20	36661017	36661494	human_hypo	Chimp-specific	478	9	-91.9854838331405	0.4484	0.4252	0.7306	0.7761	0.3847	0.3142	1.77423794757138e-70	5.14957392272381e-74	1.86275596324228e-06
chr20	55708896	55709556	human_hypo	Chimp-specific	661	11	-91.5933075679455	0.304	0.4394	0.5573	0.7347	0.2409	0.2311	3.89738480062601e-17	9.5298616690335e-33	4.02170598732871e-05
chr20	42136729	42137331	human_hypo	Chimp-specific	603	14	-91.1868999769819	0.1063	0.2584	0.2695	0.4077	0.0344	0.1336	1.62293952413988e-18	2.08019151493068e-62	5.37428345919334e-32
chr6	49429719	49430397	human_hypo	Chimp-specific	679	9	-91.1562444843607	0.3066	0.2575	0.5672	0.4932	0.3881	0.3504	5.34598149545813e-56	3.97906762342628e-27	2.8475663543537e-16
chr2	42368453	42369704	human_hypo	Chimp-specific	1252	16	-90.8486916363974	0.4903	0.4051	0.7206	0.5711	0.4426	0.4342	4.31207424760489e-19	3.1748702817659e-11	0.190013422693491
chr14	50582148	50582728	human_hypo	Chimp-specific	581	14	-90.5331804988254	0.3799	0.489	0.4975	0.6618	0.3692	0.5518	7.20529510565366e-13	5.49051036965541e-16	0.157868794551631
chr2	167467079	167467526	human_hypo	Chimp-specific	448	15	-90.2547662903184	0.7179	0.2165	0.9088	0.4269	0.1818	0.0544	1.10514346032729e-14	6.06816855805704e-52	4.52981790770889e-18
chr3	193179333	193179903	human_hypo	Chimp-specific	571	6	-90.2479834730346	0.4022	0.1963	0.8818	0.7543	0.0762	0.0164	1.03250823825403e-39	4.78571568303216e-91	8.00290076800101e-68
chr5	2546850	2547317	human_hypo	Chimp-specific	468	12	-90.0965665439185	0.4503	0.5019	0.6725	0.6525	0.4012	0.269	2.38848588895705e-19	1.09681695821961e-29	3.09658813042751e-06
