chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_species_HvsC	Bonferroni_species_MvsC	Bonferroni_species_MvsH
chr18	71382092	71383634	human_hyper	Chimp-specific	1543	20	156.331205351898	0.8681	0.8544	0.6796	0.5964	0.8945	0.8722	2.29389320985603e-22	6.8910727225981e-35	0.110463856934116
chr16	2266000	2266240	human_hyper	Chimp-specific	241	14	156.303944279205	0.8382	0.8235	0.4366	0.4145	0.8164	0.8046	1.18247501326757e-65	1.42206527116554e-141	0.103778850189931
chr1	229692519	229695610	human_hyper	Chimp-specific	3092	15	154.509506929714	0.1019	0.1185	0.2269	0.2604	0.0673	0.1314	6.23385815773286e-17	4.36560955647851e-27	0.687687295997813
chr12	123009489	123010286	human_hyper	Chimp-specific	798	32	153.657160467061	0.3577	0.2902	0.1007	0.0875	0.3522	0.2234	6.55317751352828e-09	8.8541804099527e-20	0.119743610883296
chr16	4898667	4899105	human_hyper	Chimp-specific	439	17	153.483910663365	0.8065	0.788	0.4857	0.5244	0.7491	0.7782	1.89747480019966e-44	1.62118984593464e-41	0.671973962953189
chr13	23732826	23735216	human_hyper	Chimp-specific	2391	14	153.232769692591	0.168	0.1382	0.4478	0.3558	0.1941	0.1725	1.45452806008537e-25	5.1960466088188e-16	0.0570434014038965
chr14	31342880	31343283	human_hyper	Chimp-specific	404	14	148.537330334318	0.5839	0.8886	0.3414	0.4961	0.684	0.7705	6.48916533973542e-45	9.82391220190283e-50	0.754432666290102
chr3	523012	525577	human_hyper	Chimp-specific	2566	11	148.291403353589	0.7428	0.7664	0.2171	0.1797	0.8134	0.8578	0	3.85221785076589e-166	3.72581887130220e-09
chr17	26897254	26897680	human_hyper	Chimp-specific	427	18	148.230536825861	0.6678	0.6309	0.5029	0.3637	0.8293	0.8288	2.09204831012357e-21	3.49863701377505e-50	1.05314160660346e-34
chr10	19432211	19434539	human_hyper	Chimp-specific	2329	14	146.954285062569	0.9311	0.9027	0.7678	0.7326	0.9265	0.877	2.27159849252012e-82	1.05036998240433e-29	0.125623391347731
chr6	17101610	17102081	human_hyper	Chimp-specific	472	12	145.139073018348	0.3159	0.4089	0.0688	0.0977	0.2983	0.641	2.01359147556992e-63	2.06846739928511e-48	0.00119958852623449
chr14	45723102	45723568	human_hyper	Chimp-specific	467	8	144.770297381017	0.7621	0.7994	0.2097	0.168	0.658	0.6628	8.31582082376248e-154	4.08972803354462e-61	2.16366228205425e-06
chr1	226112818	226113058	human_hyper	Chimp-specific	241	9	144.150254975401	0.8371	0.9274	0.2331	0.4182	0.9648	0.9686	3.67041086317803e-98	5.03931281756922e-128	7.79686405036888e-08
chr7	139888152	139888894	human_hyper	Chimp-specific	743	14	143.855550557483	0.8939	0.8194	0.4812	0.3647	0.9064	0.9302	5.79006411944896e-38	1.0053284788014e-66	1.62995667364369e-09
chr14	52735704	52736420	human_hyper	Chimp-specific	717	17	143.836937433528	0.5657	0.3847	0.3477	0.1374	0.6203	0.4888	1.40745904379565e-52	4.86201075243314e-60	0.00145662646262879
chr1	85219864	85220337	human_hyper	Chimp-specific	474	23	139.849116181337	0.5063	0.5689	0.3301	0.3599	0.6356	0.7931	9.3414696947265e-35	9.60029851408393e-42	1.13055451135442e-11
chr5	462055	462693	human_hyper	Chimp-specific	639	15	139.080691809985	0.9537	0.9464	0.76	0.7294	0.9499	0.9444	3.34331805390033e-83	9.47686798960427e-57	0.381243273119892
chr11	77851260	77851689	human_hyper	Chimp-specific	430	19	136.024350213836	0.4119	0.6127	0.1375	0.356	0.597	0.6411	3.17856836647741e-20	1.05376107288722e-37	0.120620520892209
chr5	179022895	179023574	human_hyper	Chimp-specific	680	8	135.110719961054	0.7179	0.851	0.1534	0.3369	0.6237	0.8728	2.45605150510366e-279	2.0243861016507e-108	0.796042944457831
chr5	140456862	140457621	human_hyper	Chimp-specific	760	22	134.595647941408	0.2844	0.32	0.1327	0.1574	0.5496	0.5673	1.54898419118459e-38	1.50900433510125e-155	4.48999721146948e-74
chr17	41444490	41445139	human_hyper	Chimp-specific	650	16	134.298671801568	0.7589	0.6214	0.4263	0.3148	0.9117	0.7175	2.03138388121774e-52	7.67517319300872e-82	3.41486451123455e-16
chr1	11323250	11323324	human_hyper	Chimp-specific	75	8	133.891646104082	0.6166	0.5402	0.11	0.0664	0.8435	0.7762	4.81394953707956e-87	7.09901878710263e-188	2.75172205130743e-20
chr10	119300412	119301049	human_hyper	Chimp-specific	638	24	133.725328873315	0.3598	0.3585	0.2443	0.1952	0.4015	0.3498	2.73445079633108e-37	2.21826829380185e-16	0.0635217309634585
chr18	76053556	76054933	human_hyper	Chimp-specific	1378	21	132.458618020112	0.314	0.2533	0.1712	0.1532	0.4392	0.3973	1.66207113435099e-17	3.37506659249635e-55	2.08628208756494e-10
chr1	244964253	244964945	human_hyper	Chimp-specific	693	17	131.975761986479	0.7054	0.495	0.5352	0.3209	0.6312	0.5208	3.32165828414313e-26	3.42406828089752e-07	0.00230574373369222
chr16	89571614	89573822	human_hyper	Chimp-specific	2209	17	131.214520351082	0.607	0.574	0.392	0.3382	0.561	0.5003	1.84518458670025e-33	3.84432676393936e-10	9.76372350850611e-05
chr18	73521278	73522108	human_hyper	Chimp-specific	831	17	130.220310402739	0.7166	0.7705	0.4849	0.318	0.8003	0.7971	6.40482401916021e-13	8.85439848969776e-17	0.00807531063460226
chr12	129012624	129013607	human_hyper	Chimp-specific	984	11	129.662724174311	0.8637	0.8456	0.4954	0.4179	0.8084	0.8589	4.19554391557721e-57	4.46862652351562e-35	0.410212991134342
chr6	26326964	26327557	human_hyper	Chimp-specific	594	19	129.217082790575	0.3391	0.568	0.1497	0.3839	0.3257	0.6188	1.5110345599979e-16	3.31963534723956e-39	0.212851775176854
chr16	84022477	84024647	human_hyper	Chimp-specific	2171	14	129.022750883626	0.8867	0.8394	0.5474	0.5226	0.8681	0.715	5.7020902052799e-88	1.25798613227146e-22	4.99073657219326e-08
chr10	13816391	13818774	human_hyper	Chimp-specific	2384	24	127.692428404726	0.7692	0.9472	0.5743	0.8334	0.9044	0.9035	7.14660793001047e-24	1.11830439251334e-13	0.385918382383115
chr6	11403327	11403586	human_hyper	Chimp-specific	260	7	126.94051585776	0.9002	0.965	0.3152	0.3767	0.9245	0.8573	2.32546379288321e-163	3.24932308210246e-63	0.00436280915813509
chr14	76777078	76778252	human_hyper	Chimp-specific	1175	20	125.637044058822	0.7954	0.7299	0.5066	0.538	0.8835	0.8095	7.87478911657085e-19	6.46927409692608e-76	2.60829792403229e-10
chr15	79725284	79726198	human_hyper	Chimp-specific	915	21	123.743706578148	0.4602	0.479	0.2676	0.3604	0.5443	0.6632	3.89078831634398e-13	2.50679297511634e-24	9.4641094552513e-08
chr4	132584703	132586684	human_hyper	Chimp-specific	1982	10	122.663471687573	0.845	0.7297	0.59	0.5175	0.8008	0.6956	8.33192211232117e-100	1.04212236178513e-35	0.264639478978067
chr3	112709213	112709544	human_hyper	Chimp-specific	332	13	120.64715619079	0.4813	0.5912	0.2773	0.3464	0.5168	0.5406	3.86048025243806e-41	3.49050379037445e-29	0.146013331996137
chr3	49709668	49710463	human_hyper	Chimp-specific	796	9	120.517213607298	0.7461	0.9225	0.1861	0.4406	0.7542	0.8788	1.57910496339665e-126	1.72557891513352e-100	0.0173445352858749
chr19	52452708	52453266	human_hyper	Chimp-specific	559	13	120.338579621004	0.5335	0.5316	0.2426	0.323	0.7909	0.925	6.24855231074601e-06	5.9674428729135e-69	1.74236925950463e-25
chr9	36961446	36961880	human_hyper	Chimp-specific	435	15	119.13300725505	0.5244	0.253	0.2356	0.0803	0.8685	0.2113	9.54005289768287e-30	4.70974858507856e-16	0.00489697832854748
chr4	183607888	183609627	human_hyper	Chimp-specific	1740	15	119.0413808763	0.7436	0.7325	0.4651	0.4588	0.8217	0.7999	1.97210873536396e-28	4.33909643595364e-19	0.381737384561376
chr7	83778080	83780593	human_hyper	Chimp-specific	2514	18	118.983382932321	0.9325	0.9192	0.7858	0.7344	0.9185	0.8536	6.37194887131961e-29	4.97985701216964e-09	1.45685589272475e-06
chr8	16410170	16412817	human_hyper	Chimp-specific	2648	13	118.782044185781	0.8998	0.8892	0.7471	0.7675	0.9494	0.9286	3.5274909649019e-111	6.29706407461457e-109	3.60663023099698e-07
chr1	186969711	186972619	human_hyper	Chimp-specific	2909	8	118.359515003247	0.909	0.8799	0.5547	0.4922	0.9067	0.8352	1.17890114376055e-262	1.67917521980301e-247	0.0148255285766996
chr16	86128684	86130692	human_hyper	Chimp-specific	2009	13	118.215878322592	0.9442	0.8859	0.7854	0.5892	0.9402	0.8677	4.16263941887134e-55	7.41333478081181e-31	0.0524295105473324
chr4	187267883	187269276	human_hyper	Chimp-specific	1394	14	117.892143500134	0.7729	0.591	0.5806	0.3555	0.7562	0.7253	2.63453382812783e-27	4.58323003500703e-23	0.0287178476505062
chr2	113341023	113341540	human_hyper	Chimp-specific	518	10	117.251877815049	0.5358	0.4558	0.197	0.1285	0.7116	0.7058	3.57118727114345e-61	4.80447566558051e-135	3.05286956057599e-24
chr9	974458	975192	human_hyper	Chimp-specific	735	20	115.204798392087	0.3199	0.5491	0.2048	0.3196	0.3206	0.6353	1.878573142459e-13	1.78689550678043e-12	0.00424808927952595
chr11	62421367	62422280	human_hyper	Chimp-specific	914	10	115.137513167364	0.9353	0.9036	0.4186	0.5436	0.8663	0.8551	4.84488996637958e-87	1.52387927051131e-50	2.28227953910061e-06
chr4	189624363	189624893	human_hyper	Chimp-specific	531	11	114.702617344871	0.9175	0.7216	0.6759	0.4395	0.955	0.9165	1.06440896025104e-69	6.79515176896595e-86	1.27623725989264e-16
chr10	3723915	3724741	human_hyper	Chimp-specific	827	13	114.269266734354	0.8997	0.5125	0.6371	0.1566	0.8462	0.5048	4.18458668218943e-37	1.28576465934534e-33	0.475186478860917
chr8	94753591	94753862	human_hyper	Chimp-specific	272	6	112.819395441883	0.4917	0.4317	0.1123	0.0922	0.6741	0.6453	6.86681026732263e-166	1.90946858044544e-170	7.73886306925925e-25
chr8	74882687	74883415	human_hyper	Chimp-specific	729	17	112.803298846199	0.4835	0.5352	0.1876	0.307	0.6783	0.63	1.12395833829209e-18	7.07848076303845e-29	1.54963701130001e-07
chr1	53392354	53394190	human_hyper	Chimp-specific	1837	15	112.013990430537	0.1643	0.1717	0.3885	0.4368	0.1151	0.12	4.04314157978699e-41	2.47997663303108e-66	3.19845195044208e-11
chr11	101918789	101919414	human_hyper	Chimp-specific	626	12	111.970846312437	0.6377	0.5572	0.4305	0.2643	0.7616	0.8144	9.17742207484471e-37	4.6007987415115e-42	4.1285812594077e-11
chr1	113285600	113285951	human_hyper	Chimp-specific	352	14	111.635804623573	0.5181	0.5664	0.1967	0.2899	0.6072	0.6559	2.07221406344479e-21	1.58733502153899e-24	0.15618227495957
chr11	74302611	74303069	human_hyper	Chimp-specific	459	10	109.552262644269	0.7429	0.7796	0.428	0.5036	0.8406	0.8168	1.89015385347265e-84	2.81394482314772e-79	0.975757469762975
chr6	97343955	97344927	human_hyper	Chimp-specific	973	12	108.741722384908	0.2739	0.3874	0.1562	0.2024	0.3152	0.3786	4.26049593161386e-12	7.72722645204631e-29	0.00255513638883622
chr12	130956922	130958450	human_hyper	Chimp-specific	1529	16	108.489749593498	0.3967	0.7116	0.2712	0.4411	0.3729	0.7303	3.84530312037747e-30	8.62908811995215e-18	0.38702267749913
chr10	2723011	2723710	human_hyper	Chimp-specific	700	12	108.351956446732	0.883	0.4405	0.6171	0.1093	0.8212	0.4955	4.03429217828543e-34	1.51922737184055e-39	0.277039371846861
chr5	80595729	80596475	human_hyper	Chimp-specific	747	13	107.978744390885	0.7109	0.7951	0.4218	0.4536	0.8358	0.8196	7.15881162794784e-31	3.00689650142877e-59	0.000850684628179413
chr6	27243405	27244515	human_hyper	Chimp-specific	1111	25	107.232787354439	0.5381	0.5621	0.4327	0.4347	0.8065	0.7859	1.2090738071443e-06	7.13904792216681e-152	9.68081777704587e-71
chr2	215675214	215675771	human_hyper	Chimp-specific	558	14	107.164569037278	0.7827	0.6976	0.5449	0.4825	0.7193	0.7004	1.64308913897271e-50	3.74267079628734e-31	0.00584558739127673
chr1	209957104	209957382	human_hyper	Chimp-specific	279	9	106.313673523672	0.3537	0.3947	0.092	0.0845	0.316	0.3942	1.48356194866554e-90	2.09205820443676e-42	0.696304936061276
chr16	89497010	89497636	human_hyper	Chimp-specific	627	11	106.161743336883	0.5708	0.6163	0.2604	0.1946	0.7283	0.4101	2.3010285567008e-82	4.44348926720776e-37	0.72517644433325
chr2	167336689	167337253	human_hyper	Chimp-specific	565	12	105.74330626837	0.945	0.957	0.7382	0.6574	0.9425	0.9633	4.17482347090325e-37	3.36788933338541e-27	0.937591935700141
chr18	47338808	47339499	human_hyper	Chimp-specific	692	13	105.470739489389	0.6029	0.2912	0.2691	0.1778	0.5815	0.573	5.84561917422177e-10	6.61082016405817e-31	0.00195364987438168
chr2	8597789	8598403	human_hyper	Chimp-specific	615	18	105.319517588558	0.4666	0.8337	0.2816	0.5776	0.5722	0.8805	1.233703193513e-14	3.00291942781959e-22	0.0402598335689741
chr6	19983468	19984103	human_hyper	Chimp-specific	636	16	103.978652132244	0.7369	0.8744	0.5472	0.7007	0.9139	0.8653	1.07060225764937e-21	2.97677420588428e-32	0.000815418640052513
chr19	44330505	44331206	human_hyper	Chimp-specific	702	10	103.304993427292	0.3843	0.2906	0.0958	0.0828	0.4129	0.4545	1.66693856090276e-34	1.05668352879134e-69	2.64309768101435e-07
chr17	75199657	75200321	human_hyper	Chimp-specific	665	15	102.814113201205	0.7665	0.8248	0.5177	0.5087	0.8526	0.7134	1.9838694400702e-36	1.82572548671996e-19	0.568164180327496
chr12	80085619	80086705	human_hyper	Chimp-specific	1087	15	101.999887900926	0.5096	0.614	0.3671	0.3651	0.8664	0.9361	1.96512624082811e-19	9.84631557196411e-125	2.12457551368109e-112
chr1	9406941	9407739	human_hyper	Chimp-specific	799	16	101.868378641013	0.854	0.6623	0.6507	0.4991	0.8684	0.7531	9.44921148766798e-25	6.46235039488654e-34	0.0245231742548704
chr12	3667481	3668539	human_hyper	Chimp-specific	1059	14	100.705305630219	0.7155	0.9071	0.5513	0.5956	0.7841	0.8207	7.52543167958168e-21	4.73907930209092e-36	0.53620249967806
chr1	155827349	155827556	human_hyper	Chimp-specific	208	9	100.504835310958	0.3758	0.4738	0.0396	0.0932	0.344	0.5105	6.9770622808519e-55	5.23335249166329e-63	0.0390190992906024
chr21	15519944	15525642	human_hyper	Chimp-specific	5699	15	100.466509683364	0.8601	0.7374	0.648	0.5058	0.9184	0.8697	6.87447694223668e-63	7.61676048842191e-199	2.62564966182423e-19
chr7	49811985	49812494	human_hyper	Chimp-specific	510	16	100.449019942243	0.8405	0.8984	0.571	0.7435	0.8624	0.9518	1.05418084674396e-23	1.04857723744038e-29	9.90800785459678e-07
chr16	18094489	18096475	human_hyper	Chimp-specific	1987	11	100.435956115929	0.9589	0.898	0.7391	0.6827	0.9622	0.9131	4.69350376307368e-148	2.58629198163415e-127	0.948401737475077
chr16	55223677	55224614	human_hyper	Chimp-specific	938	15	100.372613221259	0.5473	0.4791	0.3984	0.2087	0.6091	0.477	5.20528368398362e-19	4.3297676032888e-29	0.233228088456583
chr14	36790186	36790649	human_hyper	Chimp-specific	464	10	100.312943663503	0.6769	0.7502	0.4492	0.437	0.7484	0.7977	9.50047207910411e-24	9.78845918127623e-32	1.1781527475673e-05
chr12	125271434	125272713	human_hyper	Chimp-specific	1280	11	100.110807981578	0.6944	0.6169	0.5342	0.4363	0.6394	0.6816	7.46996122487604e-27	3.57486536225592e-17	0.871478147506393
chr1	110785554	110786858	human_hyper	Chimp-specific	1305	17	98.3350062481467	0.6965	0.5511	0.4607	0.3353	0.8494	0.8196	4.10208556089487e-22	4.67554213037126e-130	3.03826588021652e-35
chr17	34843359	34844185	human_hyper	Chimp-specific	827	8	97.432189070593	0.8499	0.8541	0.3927	0.4478	0.7778	0.7714	2.513370711708e-93	2.33953312182155e-48	0.00412869580969728
chr11	27827815	27828381	human_hyper	Chimp-specific	567	13	97.2165421675127	0.8255	0.7967	0.6017	0.5112	0.9183	0.8661	3.90705265276918e-20	5.61575675418705e-27	2.06156403316928e-06
chr5	179823536	179824660	human_hyper	Chimp-specific	1125	17	96.8133403982943	0.8562	0.6836	0.6693	0.5822	0.9219	0.8752	9.89883211151679e-13	3.03236633844111e-91	5.89684330447637e-20
chr9	6542867	6543952	human_hyper	Chimp-specific	1086	9	95.0004167851141	0.9019	0.622	0.3759	0.3398	0.9737	0.9678	7.09025656512994e-33	0	1.02532454570714e-23
chr7	102985504	102985646	human_hyper	Chimp-specific	143	7	94.9279358946186	0.5713	0.5382	0.3093	0.1126	0.4741	0.4	1.37476439193753e-49	1.81590194837046e-34	3.74185396099054e-15
chr1	197878100	197879073	human_hyper	Chimp-specific	974	15	94.7909801405141	0.2887	0.2883	0.1279	0.142	0.5217	0.3548	7.10256242290671e-26	2.98262139277889e-43	4.18029870180446e-07
chr21	15502760	15510109	human_hyper	Chimp-specific	7350	12	94.6823092696398	0.8575	0.7987	0.7292	0.5732	0.9175	0.7962	1.53133849015694e-38	2.71446803628569e-160	0.000446902903278643
chr9	136283759	136284063	human_hyper	Chimp-specific	305	11	93.785102975024	0.4601	0.5497	0.2041	0.229	0.561	0.605	1.15648692889306e-14	3.16429017145118e-63	0.0354424062020368
chr12	56966986	56967217	human_hyper	Chimp-specific	232	8	92.7948631851026	0.5619	0.7227	0.1475	0.137	0.7611	0.6019	3.55524320059071e-114	2.2499176510411e-125	0.829202571336833
chr20	11876489	11877950	human_hyper	Chimp-specific	1462	12	92.6048723582786	0.7192	0.7868	0.463	0.5078	0.7576	0.7089	4.13201008846833e-23	5.21445350429436e-10	0.00116496748492857
chr3	129621986	129623701	human_hyper	Chimp-specific	1716	13	92.4704011931438	0.8951	0.8887	0.7466	0.7584	0.933	0.8741	3.04534837513274e-50	2.45804908557419e-37	0.00629827640788243
chr22	26906961	26907828	human_hyper	Chimp-specific	868	13	92.1884774434439	0.4963	0.5754	0.2833	0.4039	0.4171	0.4916	4.0469306606947e-09	3.62263316069717e-05	0.0158361172466362
chr15	93905635	93906481	human_hyper	Chimp-specific	847	8	92.1401643177863	0.8055	0.3142	0.3494	0.0978	0.7181	0.3762	1.46947686706495e-21	3.66581191067227e-47	0.932849892345511
chr3	62303995	62304307	human_hyper	Chimp-specific	313	10	91.6457142524963	0.5542	0.6615	0.2389	0.4079	0.8225	0.8191	1.38254611049767e-27	1.25565083173738e-46	1.70163746978103e-13
chr19	39882596	39883151	human_hyper	Chimp-specific	556	17	91.2525181614398	0.5768	0.5426	0.4122	0.3563	0.5734	0.5219	3.08556312989263e-35	1.00034032825425e-40	0.000509121673896698
chr14	39578704	39579117	human_hyper	Chimp-specific	414	14	90.9472511783949	0.9046	0.8611	0.7422	0.6675	0.9571	0.9313	2.81932873564028e-25	1.15008989003083e-56	2.20875778176801e-20
chr5	172572427	172572596	human_hyper	Chimp-specific	170	13	90.4995414073666	0.6461	0.7447	0.4021	0.5318	0.879	0.9161	8.48668439653323e-21	1.72278700763072e-82	2.33899054859386e-29
chr6	56234813	56235373	human_hyper	Chimp-specific	561	11	90.4903106593023	0.8369	0.7835	0.6354	0.5277	0.7506	0.8924	3.89586021435026e-42	8.93454952178459e-18	0.309426699206689
chr10	2498905	2499350	human_hyper	Chimp-specific	446	7	90.3775480124413	0.851	0.8248	0.5827	0.3841	0.7785	0.6075	1.20807641725974e-74	9.09179240505032e-28	3.39762626300656e-14
chr19	56624747	56627789	human_hyper	Chimp-specific	3043	20	89.7541147118665	0.7801	0.8461	0.548	0.7335	0.7686	0.8949	6.01833359340394e-25	1.54878954896889e-26	0.242363532742969
chr10	133476638	133477171	human_hyper	Chimp-specific	534	12	89.5564466763381	0.623	0.1412	0.3398	0.0365	0.7866	0.7368	5.82996685257498e-23	7.47337218598438e-41	6.24675245002794e-16
chr18	68167016	68167813	human_hyper	Chimp-specific	798	11	89.0427376044185	0.9426	0.8875	0.8325	0.7052	0.9512	0.9454	3.10677099141779e-16	2.09248084124993e-28	0.000341150193680736
chr15	26340913	26341468	human_hyper	Chimp-specific	556	16	88.7301545090899	0.7585	0.6534	0.5925	0.4354	0.8894	0.5722	3.00772863919345e-17	6.26118665149476e-07	0.200063976545274
chr15	40073807	40074526	human_hyper	Chimp-specific	720	7	88.7165058317703	0.3791	0.5988	0.1381	0.1576	0.8483	0.8673	1.03330385903681e-57	0	3.86107191097025e-58
chr11	128035794	128037262	human_hyper	Chimp-specific	1469	12	88.4223153702797	0.9316	0.6071	0.7282	0.4389	0.9636	0.8978	1.1288158694093e-16	5.10482198080584e-75	3.23473465059047e-11
chr13	29231821	29232367	human_hyper	Chimp-specific	547	9	87.7383600826465	0.6003	0.6245	0.3468	0.3535	0.6851	0.6608	4.10532482331617e-57	3.27369780688027e-76	0.117974434218594
chr14	22579700	22580840	human_hyper	Chimp-specific	1141	11	87.7032189380283	0.903	0.8472	0.7595	0.6631	0.8604	0.777	6.03241115526417e-21	2.43091967087732e-12	0.00677459830813235
chr17	37123110	37124199	human_hyper	Chimp-specific	1090	11	87.6350283182197	0.487	0.5076	0.6685	0.6233	0.1978	0.2447	1.58997751772564e-09	1.08367607417533e-57	2.34676620302713e-37
chr8	114058324	114059179	human_hyper	Chimp-specific	856	15	87.3152205480214	0.9408	0.908	0.8234	0.6833	0.9458	0.9388	5.51502939342817e-18	6.86787051921789e-12	0.00411206129149819
chr17	7825653	7825949	human_hyper	Chimp-specific	297	8	87.3145161750587	0.654	0.5768	0.2837	0.1957	0.7774	0.758	1.30438730736309e-69	4.4992034932894e-200	1.04843198434081e-19
chr6	28661178	28661637	human_hyper	Chimp-specific	460	16	87.2396333738582	0.212	0.1722	0.0696	0.0624	0.2403	0.2471	1.02056446419973e-51	6.16741854788028e-18	0.595104839972593
chr2	72316781	72317294	human_hyper	Chimp-specific	514	19	87.1420275240482	0.8582	0.6	0.7494	0.4098	0.9398	0.8955	4.9036614646983e-15	1.63640810425283e-38	1.47109257512663e-27
chr8	38703247	38704287	human_hyper	Chimp-specific	1041	10	87.1105421561528	0.83	0.9514	0.3728	0.6543	0.8764	0.8999	5.05662577084961e-159	1.34043288825559e-44	0.666120900894821
chr9	129566665	129566856	human_hyper	Chimp-specific	192	9	86.5033017325001	0.8552	0.8757	0.5631	0.6065	0.8294	0.8085	4.33732606845489e-46	5.44659893629362e-25	0.0237046706237275
chr10	86970809	86971895	human_hyper	Chimp-specific	1087	10	86.40572092903	0.9314	0.6323	0.7758	0.3477	0.9443	0.9079	8.63185385653529e-48	5.0999066892074e-37	1.45475784336501e-09
